%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.007e+03	+7.231e+03	+9.625e+03	+0.878
0.100	+1.741e+03	+7.361e+03	+9.318e+03	+0.809
0.200	+6.068e+03	+4.218e+03	+1.025e+04	+0.410
0.300	+6.794e+03	+2.825e+03	+9.216e+03	+0.294
0.400	+7.389e+03	+1.957e+03	+1.074e+04	+0.209
0.500	+6.907e+03	+2.416e+03	+1.018e+04	+0.259
0.600	+7.666e+03	+2.463e+03	+1.003e+04	+0.243
0.700	+7.247e+03	+3.417e+03	+1.041e+04	+0.320
0.800	+7.296e+03	+2.325e+03	+9.819e+03	+0.242
0.900	+6.595e+03	+2.157e+03	+1.043e+04	+0.246
1.000	+7.371e+03	+3.419e+03	+9.790e+03	+0.317
1.100	+6.886e+03	+3.863e+03	+9.834e+03	+0.359
1.200	+6.667e+03	+2.564e+03	+9.480e+03	+0.278
1.300	+7.952e+03	+2.626e+03	+1.012e+04	+0.248
1.400	+7.002e+03	+2.231e+03	+1.033e+04	+0.242
1.500	+8.721e+03	+2.838e+03	+1.002e+04	+0.245
1.600	+8.069e+03	+3.516e+03	+8.961e+03	+0.304
1.700	+8.102e+03	+4.338e+03	+1.126e+04	+0.349
1.800	+7.011e+03	+2.811e+03	+1.052e+04	+0.286
1.900	+7.034e+03	+1.723e+03	+1.102e+04	+0.197
2.000	+6.787e+03	+3.413e+03	+1.134e+04	+0.335
2.100	+8.536e+03	+3.303e+03	+1.137e+04	+0.279
2.200	+7.946e+03	+2.201e+03	+8.730e+03	+0.217
2.300	+8.299e+03	+1.655e+03	+9.498e+03	+0.166
2.400	+7.872e+03	+2.705e+03	+1.107e+04	+0.256
2.500	+6.671e+03	+2.510e+03	+9.377e+03	+0.273
2.600	+8.958e+03	+2.596e+03	+1.063e+04	+0.225
2.700	+6.599e+03	+2.420e+03	+1.060e+04	+0.268
2.800	+7.784e+03	+2.791e+03	+9.524e+03	+0.264
2.900	+7.630e+03	+1.922e+03	+1.013e+04	+0.201
3.000	+6.585e+03	+2.988e+03	+8.980e+03	+0.312
3.100	+7.389e+03	+1.919e+03	+1.096e+04	+0.206
3.200	+8.446e+03	+2.609e+03	+9.614e+03	+0.236
3.300	+8.537e+03	+1.388e+03	+1.172e+04	+0.140
3.400	+8.515e+03	+2.651e+03	+8.929e+03	+0.237
3.500	+6.955e+03	+3.108e+03	+9.879e+03	+0.309
3.600	+6.886e+03	+2.391e+03	+1.025e+04	+0.258
3.700	+7.583e+03	+2.262e+03	+9.306e+03	+0.230
3.800	+6.526e+03	+2.647e+03	+1.093e+04	+0.289
3.900	+6.870e+03	+2.096e+03	+9.831e+03	+0.234
4.000	+6.657e+03	+2.566e+03	+1.051e+04	+0.278
4.100	+8.367e+03	+1.711e+03	+9.658e+03	+0.170
4.200	+7.082e+03	+2.627e+03	+1.108e+04	+0.271
4.300	+7.216e+03	+2.263e+03	+9.989e+03	+0.239
4.400	+7.218e+03	+1.483e+03	+9.299e+03	+0.170
4.500	+8.603e+03	+2.360e+03	+1.083e+04	+0.215
4.600	+8.254e+03	+3.084e+03	+8.535e+03	+0.272
4.700	+8.381e+03	+2.288e+03	+9.638e+03	+0.214
4.800	+8.041e+03	+1.726e+03	+1.063e+04	+0.177
4.900	+5.827e+03	+1.976e+03	+1.091e+04	+0.253
5.000	+7.409e+03	+1.634e+03	+1.047e+04	+0.181
5.100	+7.730e+03	+3.465e+03	+9.202e+03	+0.310
5.200	+7.176e+03	+1.562e+03	+9.756e+03	+0.179
5.300	+8.543e+03	+2.140e+03	+1.063e+04	+0.200
5.400	+7.626e+03	+2.240e+03	+1.038e+04	+0.227
5.500	+7.464e+03	+2.840e+03	+1.060e+04	+0.276
5.600	+7.233e+03	+2.390e+03	+1.033e+04	+0.248
5.700	+8.528e+03	+7.487e+02	+1.003e+04	+0.081
5.800	+8.349e+03	+3.521e+03	+1.093e+04	+0.297
5.900	+7.157e+03	+1.392e+03	+1.139e+04	+0.163
6.000	+7.263e+03	+2.162e+03	+9.600e+03	+0.229
6.100	+6.742e+03	+4.010e+03	+1.031e+04	+0.373
6.200	+5.625e+03	+2.868e+03	+9.507e+03	+0.338
6.300	+7.750e+03	+2.057e+03	+9.636e+03	+0.210
6.400	+6.981e+03	+2.204e+03	+9.536e+03	+0.240
6.500	+8.925e+03	+3.008e+03	+9.864e+03	+0.252
6.600	+8.485e+03	+2.713e+03	+9.422e+03	+0.242
6.700	+7.524e+03	+2.983e+03	+1.021e+04	+0.284
6.800	+8.067e+03	+3.269e+03	+1.027e+04	+0.288
6.900	+9.040e+03	+2.806e+03	+1.015e+04	+0.237
7.000	+7.554e+03	+2.225e+03	+9.821e+03	+0.228
7.100	+8.434e+03	+2.112e+03	+9.720e+03	+0.200
7.200	+8.183e+03	+2.312e+03	+1.040e+04	+0.220
7.300	+7.836e+03	+2.983e+03	+1.018e+04	+0.276
7.400	+7.620e+03	+1.784e+03	+9.981e+03	+0.190
7.500	+8.116e+03	+2.139e+03	+8.336e+03	+0.209
7.600	+8.543e+03	+2.940e+03	+1.151e+04	+0.256
7.700	+7.089e+03	+3.116e+03	+9.830e+03	+0.305
7.800	+7.093e+03	+3.204e+03	+9.596e+03	+0.311
7.900	+7.437e+03	+3.154e+03	+9.605e+03	+0.298
8.000	+7.733e+03	+3.152e+03	+1.027e+04	+0.290
8.100	+6.638e+03	+1.184e+03	+1.042e+04	+0.151
8.200	+6.786e+03	+2.786e+03	+1.051e+04	+0.291
8.300	+7.297e+03	+2.621e+03	+1.023e+04	+0.264
8.400	+7.871e+03	+2.264e+03	+1.044e+04	+0.223
8.500	+6.990e+03	+2.094e+03	+1.014e+04	+0.230
8.600	+7.855e+03	+2.367e+03	+1.096e+04	+0.232
8.700	+7.405e+03	+2.057e+03	+1.088e+04	+0.217
8.800	+7.681e+03	+1.257e+03	+1.019e+04	+0.141
8.900	+6.364e+03	+4.432e+03	+1.001e+04	+0.411
9.000	+4.232e+03	+5.618e+03	+1.101e+04	+0.570
9.100	+4.956e+03	+4.828e+03	+1.045e+04	+0.493
9.200	+5.528e+03	+5.426e+03	+9.022e+03	+0.495
9.300	+5.289e+03	+4.884e+03	+8.910e+03	+0.480
9.400	+3.709e+03	+5.906e+03	+9.136e+03	+0.614
9.500	+2.032e+03	+7.194e+03	+8.630e+03	+0.780
9.600	+2.081e+03	+8.034e+03	+1.095e+04	+0.794
9.700	+2.814e+03	+8.002e+03	+1.085e+04	+0.740
9.800	+2.320e+03	+9.579e+03	+9.651e+03	+0.805
9.900	+2.494e+03	+8.455e+03	+1.008e+04	+0.772
10.000	+1.292e+03	+8.017e+03	+9.384e+03	+0.861
10.100	+2.101e+03	+7.730e+03	+1.013e+04	+0.786
10.200	+2.085e+03	+7.788e+03	+9.592e+03	+0.789
10.300	+2.777e+03	+8.805e+03	+9.884e+03	+0.760
10.400	+2.124e+03	+8.472e+03	+1.051e+04	+0.800
10.500	+1.489e+02	+7.184e+03	+1.038e+04	+0.980
10.600	+1.556e+03	+8.156e+03	+1.015e+04	+0.840
10.700	+2.003e+03	+8.143e+03	+9.078e+03	+0.803
10.800	+1.022e+03	+7.991e+03	+9.253e+03	+0.887
10.900	+2.690e+03	+6.948e+03	+1.124e+04	+0.721
11.000	+1.043e+03	+7.565e+03	+1.118e+04	+0.879
11.100	+2.356e+03	+6.688e+03	+9.575e+03	+0.740
11.200	+4.924e+03	+5.547e+03	+1.063e+04	+0.530
11.300	+5.309e+03	+5.401e+03	+1.003e+04	+0.504
11.400	+4.391e+03	+5.098e+03	+9.944e+03	+0.537
11.500	+3.815e+03	+4.876e+03	+1.006e+04	+0.561
11.600	+2.277e+03	+7.585e+03	+1.032e+04	+0.769
11.700	+2.710e+03	+7.818e+03	+9.839e+03	+0.743
11.800	+2.158e+03	+8.526e+03	+9.418e+03	+0.798
11.900	+2.126e+03	+7.040e+03	+1.024e+04	+0.768
12.000	+4.417e+02	+8.614e+03	+1.057e+04	+0.951
12.100	+1.668e+03	+7.839e+03	+1.040e+04	+0.825
12.200	+1.853e+03	+7.431e+03	+8.086e+03	+0.800
12.300	+1.797e+03	+8.451e+03	+1.006e+04	+0.825
12.400	+3.972e+03	+8.009e+03	+9.564e+03	+0.668
12.500	+1.360e+03	+8.562e+03	+9.113e+03	+0.863
12.600	+3.266e+03	+6.837e+03	+1.028e+04	+0.677
12.700	+9.953e+02	+7.804e+03	+9.044e+03	+0.887
12.800	+2.303e+03	+8.354e+03	+1.007e+04	+0.784
