%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+3.180e+00
1	1	+3.180e+00	+1.677e+00
2	2	+4.857e+00	+1.057e+00
3	3	+5.913e+00	+1.950e+00
2	2	+7.863e+00	+2.244e+00
3	3	+1.011e+01	+4.593e+00
1	1	+1.470e+01	+8.712e-01
2	2	+1.557e+01	+1.470e+00
3	3	+1.704e+01	+1.275e+00
1	1	+1.832e+01	+1.119e+00
3	3	+1.944e+01	+6.062e-01
1	1	+2.004e+01	+2.088e+00
2	2	+2.213e+01	+7.269e-02
1	1	+2.220e+01	+2.041e-01
3	3	+2.241e+01	+1.580e+00
2	2	+2.399e+01	+3.886e+00
1	1	+2.787e+01	+1.153e+00
2	2	+2.903e+01	+9.980e-01
3	3	+3.002e+01	+3.654e-01
2	2	+3.039e+01	+2.800e+00
3	3	+3.319e+01	+6.162e+00
2	2	+3.935e+01	+1.871e-01
1	1	+3.954e+01	+6.583e-02
2	2	+3.960e+01	+1.130e+00
3	3	+4.073e+01	+1.933e+00
1	1	+4.267e+01	+4.532e-01
2	2	+4.312e+01	+4.811e-01
1	1	+4.360e+01	+9.108e-01
2	2	+4.451e+01	+1.254e+00
3	3	+4.577e+01	+6.671e-01
1	1	+4.643e+01	+7.155e-01
3	3	+4.715e+01	+2.175e-01
1	1	+4.737e+01	+1.171e+00
2	2	+4.854e+01	+4.281e+00
3	3	+5.282e+01	+6.190e-01
2	2	+5.344e+01	+1.267e+00
3	3	+5.471e+01	+9.095e+00
2	2	+6.380e+01	+1.832e+00
3	3	+6.563e+01	+5.421e-01
2	2	+6.617e+01	+2.332e+00
3	3	+6.851e+01	+6.805e-01
2	2	+6.919e+01	+1.605e+00
3	3	+7.079e+01	+1.379e-01
2	2	+7.093e+01	+1.690e+00
3	3	+7.262e+01	+1.882e+00
2	2	+7.450e+01	+1.614e+00
3	3	+7.612e+01	+1.693e+00
2	2	+7.781e+01	+1.571e+00
3	3	+7.938e+01	+4.306e+00
2	2	+8.369e+01	+5.030e+00
3	3	+8.872e+01	+1.337e-01
1	1	+8.885e+01	+2.070e-01
3	3	+8.906e+01	+3.523e-01
2	2	+8.941e+01	+7.558e-01
3	3	+9.017e+01	+4.821e-01
2	2	+9.065e+01	+9.739e-01
3	3	+9.162e+01	+6.693e-01
2	2	+9.229e+01	+4.343e-01
3	3	+9.273e+01	+2.253e+00
1	1	+9.498e+01	+4.572e+00
2	2	+9.955e+01	+7.021e-03
3	3	+9.956e+01	+7.029e-01
2	2	+1.003e+02	+1.898e+00
3	3	+1.022e+02	+1.816e+00
1	1	+1.040e+02	+2.738e+00
2	2	+1.067e+02	+2.111e+01
1	1	+1.278e+02	+5.571e-02
3	3	+1.279e+02	+1.278e+00
1	1	+1.292e+02	+6.382e-01
2	2	+1.298e+02	+4.395e+00
1	1	+1.342e+02	+7.316e-01
3	3	+1.349e+02	+9.530e-01
2	2	+1.359e+02	+2.672e+00
3	3	+1.386e+02	+8.923e-01
1	1	+1.394e+02	+1.204e+00
2	2	+1.406e+02	+5.600e-01
3	3	+1.412e+02	+2.249e+00
1	1	+1.435e+02	+3.337e+00
2	2	+1.468e+02	+1.096e-01
3	3	+1.469e+02	+8.812e-01
2	2	+1.478e+02	+3.009e+00
3	3	+1.508e+02	+5.569e-01
2	2	+1.514e+02	+8.806e+00
1	1	+1.602e+02	+2.557e+00
3	3	+1.627e+02	+2.884e-01
0	0	+1.630e+02	+Inf
