%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.508e+00
1	1	+1.508e+00	+7.807e-01
2	2	+2.288e+00	+1.886e+00
3	3	+4.174e+00	+2.069e+00
2	2	+6.243e+00	+2.760e-01
3	3	+6.519e+00	+2.263e+00
2	2	+8.782e+00	+1.927e+00
1	1	+1.071e+01	+7.425e-01
2	2	+1.145e+01	+8.808e-01
3	3	+1.233e+01	+4.278e-01
2	2	+1.276e+01	+2.525e+00
3	3	+1.529e+01	+1.304e+00
2	2	+1.659e+01	+5.753e-01
3	3	+1.716e+01	+7.058e-01
2	2	+1.787e+01	+1.938e-01
3	3	+1.806e+01	+5.102e+00
1	1	+2.317e+01	+2.021e+00
2	2	+2.519e+01	+2.211e+00
3	3	+2.740e+01	+1.559e+00
2	2	+2.896e+01	+2.270e+00
3	3	+3.123e+01	+8.076e-01
1	1	+3.204e+01	+1.822e+00
3	3	+3.386e+01	+3.746e+00
1	1	+3.760e+01	+1.064e+00
2	2	+3.867e+01	+4.175e-01
3	3	+3.909e+01	+6.877e+00
2	2	+4.596e+01	+2.527e-01
3	3	+4.621e+01	+6.844e-02
1	1	+4.628e+01	+8.153e+00
2	2	+5.444e+01	+2.628e+00
1	1	+5.706e+01	+1.808e+00
3	3	+5.887e+01	+1.725e-01
2	2	+5.904e+01	+1.454e+00
3	3	+6.050e+01	+2.227e+00
1	1	+6.272e+01	+1.157e+00
2	2	+6.388e+01	+1.213e+00
3	3	+6.509e+01	+2.170e+00
2	2	+6.726e+01	+2.159e+00
1	1	+6.942e+01	+1.821e+00
0	0	+7.124e+01	+Inf
