0.1,-0.13065,0.0006112
0.2,-0.11053,0.00068072
0.3,-0.093832,0.0007513
0.4,-0.079426,0.00083475
0.5,-0.067355,0.00084353
0.6,-0.05721,0.00089423
0.7,-0.048657,0.00098114
0.8,-0.041365,0.0010096
0.9,-0.035284,0.0010463
1,-0.030197,0.0010845
1.1,-0.025896,0.0011382
1.2,-0.022161,0.001171
1.3,-0.019273,0.0012216
1.4,-0.016533,0.00126
1.5,-0.014175,0.0013374
1.6,-0.0123,0.0013645
1.7,-0.010634,0.001334
1.8,-0.009513,0.001331
1.9,-0.0085471,0.0013359
2,-0.0078941,0.0013485
2.1,-0.0070015,0.0013416
2.2,-0.0062159,0.001372
2.3,-0.0055711,0.0013367
2.4,-0.0050524,0.0014127
2.5,-0.0044279,0.0014839
2.6,-0.0037929,0.0015454
2.7,-0.0031677,0.0015856
2.8,-0.0028038,0.0016044
2.9,-0.0021345,0.0015838
3,-0.0016944,0.0015348
3.1,-0.0011937,0.001507
3.2,-0.0010178,0.0014449
3.3,-0.0007657,0.0014276
3.4,-0.00080267,0.0013662
3.5,-0.00087428,0.0013571
3.6,-0.0010578,0.001365
3.7,-0.0011742,0.0013978
3.8,-0.0013259,0.001467
3.9,-0.0013457,0.0014944
4,-0.0014394,0.0014903
4.1,-0.0013349,0.0014756
4.2,-0.0014417,0.0014457
4.3,-0.001362,0.0014324
4.4,-0.0011604,0.0014028
4.5,-0.00079271,0.001417
4.6,-0.00037636,0.0013912
4.7,-0.00030219,0.0014311
4.8,-0.00016155,0.0014801
4.9,9.1703e-05,0.0015036
5,0.00020032,0.0015118
5.1,-3.6701e-05,0.0015229
5.2,-2.737e-05,0.0015372
5.3,-8.3284e-05,0.0015202
5.4,-0.00023265,0.0015473
5.5,-0.00033457,0.0015958
5.6,-0.00021976,0.0015939
5.7,-0.00032898,0.0016031
5.8,-0.00032301,0.001591
5.9,-0.00030996,0.0016377
6,-0.00034484,0.0016431
6.1,-0.00026439,0.0016133
6.2,-8.2125e-05,0.0016089
6.3,-0.0001984,0.0016352
6.4,-0.00048402,0.0016557
6.5,-0.00056236,0.0016522
6.6,-0.00047418,0.0016468
6.7,-0.00019977,0.0016593
6.8,1.1328e-05,0.0016466
6.9,0.00027404,0.0016557
7,0.00059416,0.0016245
7.1,0.00096785,0.001664
7.2,0.0011614,0.0017058
7.3,0.0011946,0.0017174
7.4,0.0013085,0.0016915
7.5,0.0010899,0.0016861
7.6,0.0010619,0.0016525
7.7,0.00093925,0.0016605
7.8,0.00073391,0.0015965
7.9,0.00035729,0.0015713
8,6.21e-05,0.0015519
8.1,-0.00014728,0.0016043
8.2,-8.2088e-05,0.0017066
8.3,-0.00042566,0.0017631
8.4,-0.00048259,0.001815
8.5,-0.00059743,0.0018282
8.6,-0.00038554,0.0018092
8.7,-0.0003184,0.0018135
8.8,-0.00032464,0.0018239
8.9,-0.00081999,0.001836
9,-0.0011832,0.0018364
9.1,-0.0015115,0.0017747
9.2,-0.0016734,0.001759
9.3,-0.0021358,0.0017669
9.4,-0.0024637,0.0017812
9.5,-0.0026017,0.0017699
9.6,-0.0028645,0.0017288
9.7,-0.0025605,0.0017393
9.8,-0.002503,0.0017061
9.9,-0.0026138,0.0017024
10,-0.002468,0.0017058
10.1,-0.0025295,0.0017505
10.2,-0.0024817,0.0017799
10.3,-0.0021856,0.0017601
10.4,-0.0020254,0.0017347
10.5,-0.0019634,0.0017105
10.6,-0.0018936,0.0016948
10.7,-0.0022281,0.0017111
10.8,-0.0025268,0.0016797
10.9,-0.0027325,0.0017259
11,-0.0031523,0.0017535
11.1,-0.0033808,0.0017628
11.2,-0.0029294,0.0017475
11.3,-0.0026323,0.0017709
11.4,-0.0024539,0.0017843
11.5,-0.0020917,0.001768
11.6,-0.001896,0.0017852
11.7,-0.0018683,0.0017667
11.8,-0.0014818,0.0017586
11.9,-0.0013299,0.0017255
12,-0.0013249,0.0016859
12.1,-0.0016356,0.0016305
12.2,-0.001874,0.0016168
12.3,-0.0019926,0.001607
12.4,-0.0020334,0.0016431
12.5,-0.0023501,0.0016636
12.6,-0.0024344,0.0017193
12.7,-0.0025036,0.0017286
12.8,-0.0027051,0.0017773
12.9,-0.0025401,0.0018359
13,-0.0022915,0.0018926
13.1,-0.0023329,0.0018879
13.2,-0.0024039,0.0018714
13.3,-0.0025462,0.0018674
13.4,-0.002412,0.0018278
13.5,-0.002342,0.0018719
13.6,-0.0022478,0.0019136
13.7,-0.0020516,0.0019674
13.8,-0.0019053,0.0020091
13.9,-0.0019091,0.001999
14,-0.0019269,0.0019434
14.1,-0.0019734,0.0019391
14.2,-0.0020538,0.0019178
14.3,-0.0019478,0.0018914
14.4,-0.0021128,0.0019017
14.5,-0.0018773,0.0019394
14.6,-0.0019054,0.0019935
14.7,-0.0017418,0.0020826
