   1.0500000e+01   1.2787554e+03   5.1698452e+03
   1.0600000e+01   1.1227554e+03   5.0928452e+03
   1.0700000e+01   8.4075542e+02   4.0498452e+03
   1.0800000e+01   7.2075542e+02   5.6388452e+03
   1.0900000e+01   1.1227554e+03   4.8258452e+03
   1.1000000e+01   1.5897554e+03   4.5708452e+03
   1.1100000e+01   1.0377554e+03   5.9468452e+03
   1.1200000e+01   8.9875542e+02   5.7358452e+03
   1.1300000e+01   1.5547554e+03   4.2278452e+03
   1.1400000e+01   1.9977554e+03   2.9688452e+03
   1.1500000e+01   1.3127554e+03   3.5598452e+03
   1.1600000e+01   9.5475542e+02   5.1218452e+03
   1.1700000e+01   8.0775542e+02   4.9548452e+03
   1.1800000e+01   6.7975542e+02   5.4308452e+03
   1.1900000e+01   1.2087554e+03   5.6818452e+03
   1.2000000e+01   1.0017554e+03   5.4678452e+03
   1.2100000e+01   1.0017554e+03   5.4678452e+03
   1.2200000e+01   6.9775542e+02   5.7178452e+03
   1.2300000e+01   6.4075542e+02   2.9488452e+03
   1.2400000e+01   4.9975542e+02   4.8488452e+03
   1.2500000e+01   7.8375542e+02   3.6218452e+03
   1.2600000e+01   5.6975542e+02   4.8298452e+03
   1.2700000e+01   2.1227554e+03   2.7038452e+03
   1.2800000e+01   3.5817554e+03   1.2358452e+03
   1.2900000e+01   5.6467554e+03   1.2678452e+03
   1.3000000e+01   6.9427554e+03   1.1068452e+03
   1.3100000e+01   3.5267554e+03   2.4088452e+03
   1.3200000e+01   3.2507554e+03   3.5158452e+03
   1.3300000e+01   2.7807554e+03   3.1438452e+03
   1.3400000e+01   2.1327554e+03   2.3018452e+03
   1.3500000e+01   3.1067554e+03   2.3898452e+03
   1.3600000e+01   5.5667554e+03   1.4508452e+03
   1.3700000e+01   4.7867554e+03   1.1678452e+03
   1.3800000e+01   3.2357554e+03   4.9084520e+02
   1.3900000e+01   3.0287554e+03   1.6348452e+03
   1.4000000e+01   4.3627554e+03   1.1408452e+03
   1.4100000e+01   2.8827554e+03   1.9558452e+03
   1.4200000e+01   2.9187554e+03   9.9484520e+02
   1.4300000e+01   3.3817554e+03   3.3784520e+02
   1.4400000e+01   3.7897554e+03   1.4858452e+03
   1.4500000e+01   2.2907554e+03   4.5684520e+02
   1.4600000e+01   2.2907554e+03   4.5684520e+02
   1.4700000e+01   3.5447554e+03   1.6568452e+03
   1.4800000e+01   5.7687554e+03   5.6484520e+02
   1.4900000e+01   3.7557554e+03   5.7884520e+02
   1.5000000e+01   3.6997554e+03   1.1998452e+03
   1.5100000e+01   3.6997554e+03   1.1998452e+03
   1.5200000e+01   3.0327554e+03   1.2008452e+03
   1.5300000e+01   3.6097554e+03   1.0968452e+03
   1.5400000e+01   3.3237554e+03   1.1108452e+03
   1.5500000e+01   3.8477554e+03   4.4684520e+02
   1.5600000e+01   4.1737554e+03   1.3288452e+03
   1.5700000e+01   3.9197554e+03   1.1508452e+03
   1.5800000e+01   3.7477554e+03   8.6184520e+02
   1.5900000e+01   5.3987554e+03   1.7148452e+03
   1.6000000e+01   4.1607554e+03   1.7418452e+03
   1.6100000e+01   4.3567554e+03   8.2884520e+02
   1.6200000e+01   3.9387554e+03   1.4638452e+03
   1.6300000e+01   4.6817554e+03   1.3898452e+03
   1.6400000e+01   3.3677554e+03   1.3018452e+03
   1.6500000e+01   1.4837554e+03   3.0738452e+03
   1.6600000e+01   3.5797554e+03   9.4784520e+02
   1.6700000e+01   3.8677554e+03   4.7884520e+02
   1.6800000e+01   3.1587554e+03   1.3868452e+03
   1.6900000e+01   4.6007554e+03   1.7158452e+03
   1.7000000e+01   3.6417554e+03   8.2684520e+02
   1.7100000e+01   2.9987554e+03   9.0084520e+02
   1.7200000e+01   3.9867554e+03   1.0998452e+03
   1.7300000e+01   1.3527554e+03   1.1688452e+03
   1.7400000e+01   3.5097554e+03   1.0288452e+03
   1.7500000e+01   3.9557554e+03   1.5278452e+03
   1.7600000e+01   4.7217554e+03   1.0248452e+03
   1.7700000e+01   4.5407554e+03   1.5818452e+03
   1.7800000e+01   4.1267554e+03   8.5984520e+02
