%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.723e-01
2	2	+1.723e-01	+1.140e+00
1	1	+1.312e+00	+2.070e+00
2	2	+3.382e+00	+8.669e-02
3	3	+3.468e+00	+1.830e-01
2	2	+3.651e+00	+2.781e+00
3	3	+6.433e+00	+2.031e-01
2	2	+6.636e+00	+1.528e+00
1	1	+8.164e+00	+3.353e+00
2	2	+1.152e+01	+4.483e-01
3	3	+1.196e+01	+4.480e+00
2	2	+1.645e+01	+6.206e-02
3	3	+1.651e+01	+1.127e+00
1	1	+1.763e+01	+2.514e+00
2	2	+2.015e+01	+2.683e+00
3	3	+2.283e+01	+1.086e+00
2	2	+2.392e+01	+1.942e+00
1	1	+2.586e+01	+6.492e-02
2	2	+2.593e+01	+3.878e+00
3	3	+2.980e+01	+2.848e-01
2	2	+3.009e+01	+6.137e+00
3	3	+3.623e+01	+2.613e+00
2	2	+3.884e+01	+2.775e+00
1	1	+4.161e+01	+6.622e+00
2	2	+4.823e+01	+1.769e+00
3	3	+5.000e+01	+3.391e+00
2	2	+5.339e+01	+1.282e+00
3	3	+5.468e+01	+1.867e+00
2	2	+5.654e+01	+6.914e+00
1	1	+6.346e+01	+4.305e+00
2	2	+6.776e+01	+9.137e-02
1	1	+6.785e+01	+1.656e+00
2	2	+6.951e+01	+1.458e+00
3	3	+7.097e+01	+6.173e-01
2	2	+7.159e+01	+3.689e-01
3	3	+7.195e+01	+9.110e-01
2	2	+7.287e+01	+1.127e+00
3	3	+7.399e+01	+6.030e-01
2	2	+7.460e+01	+1.824e-01
3	3	+7.478e+01	+4.771e-01
2	2	+7.526e+01	+2.273e-01
3	3	+7.548e+01	+1.315e+00
2	2	+7.680e+01	+2.251e+00
3	3	+7.905e+01	+1.150e-01
2	2	+7.916e+01	+4.419e-01
1	1	+7.961e+01	+1.245e+00
2	2	+8.085e+01	+5.888e-01
3	3	+8.144e+01	+2.137e+00
2	2	+8.358e+01	+9.185e-02
3	3	+8.367e+01	+1.306e+00
0	0	+8.497e+01	+Inf
