%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.113e+00
1	1	+2.113e+00	+3.709e+00
2	2	+5.822e+00	+2.204e+00
3	3	+8.026e+00	+6.278e+00
2	2	+1.430e+01	+7.399e-01
3	3	+1.504e+01	+1.910e+00
2	2	+1.695e+01	+1.199e-01
3	3	+1.707e+01	+3.614e+00
1	1	+2.069e+01	+3.083e+00
2	2	+2.377e+01	+1.715e+00
3	3	+2.548e+01	+1.436e+00
2	2	+2.692e+01	+1.646e+00
3	3	+2.857e+01	+3.325e+00
2	2	+3.189e+01	+3.663e-01
3	3	+3.226e+01	+4.693e-01
2	2	+3.273e+01	+1.029e+00
1	1	+3.376e+01	+3.920e-01
2	2	+3.415e+01	+1.472e+00
3	3	+3.562e+01	+4.227e-01
2	2	+3.604e+01	+1.609e+00
1	1	+3.765e+01	+4.490e+00
2	2	+4.214e+01	+5.525e-01
1	1	+4.269e+01	+4.200e+00
2	2	+4.689e+01	+1.782e-01
3	3	+4.707e+01	+8.860e-01
2	2	+4.796e+01	+1.582e+00
3	3	+4.954e+01	+2.404e-01
2	2	+4.978e+01	+2.054e+00
3	3	+5.183e+01	+3.374e+00
2	2	+5.521e+01	+1.540e+00
3	3	+5.675e+01	+7.763e-01
2	2	+5.753e+01	+4.811e+00
3	3	+6.234e+01	+1.520e+00
1	1	+6.386e+01	+6.745e-01
2	2	+6.453e+01	+4.649e-01
3	3	+6.499e+01	+2.349e+00
2	2	+6.734e+01	+1.330e+00
3	3	+6.867e+01	+6.623e+00
2	2	+7.530e+01	+3.068e+00
3	3	+7.837e+01	+1.504e+00
2	2	+7.987e+01	+6.702e+00
3	3	+8.657e+01	+6.076e-01
2	2	+8.718e+01	+1.901e+00
0	0	+8.908e+01	+Inf
