%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.446e+03	+3.387e+03	+9.478e+03	+0.313
0.100	+7.287e+03	+3.527e+03	+1.077e+04	+0.326
0.200	+8.420e+03	+3.374e+03	+8.870e+03	+0.286
0.300	+9.172e+03	+1.513e+03	+1.077e+04	+0.142
0.400	+7.936e+03	+1.386e+03	+9.462e+03	+0.149
0.500	+7.230e+03	+2.495e+03	+1.063e+04	+0.257
0.600	+6.446e+03	+2.040e+03	+9.459e+03	+0.240
0.700	+8.654e+03	+2.776e+03	+8.648e+03	+0.243
0.800	+6.990e+03	+2.678e+03	+1.110e+04	+0.277
0.900	+7.938e+03	+3.580e+03	+1.089e+04	+0.311
1.000	+6.690e+03	+2.546e+03	+9.176e+03	+0.276
1.100	+8.076e+03	+2.497e+03	+9.101e+03	+0.236
1.200	+7.876e+03	+3.347e+03	+1.008e+04	+0.298
1.300	+7.370e+03	+3.387e+03	+1.166e+04	+0.315
1.400	+7.373e+03	+1.773e+03	+1.004e+04	+0.194
1.500	+8.009e+03	+2.233e+03	+1.197e+04	+0.218
1.600	+7.522e+03	+2.064e+03	+9.743e+03	+0.215
1.700	+8.060e+03	+2.209e+03	+9.793e+03	+0.215
1.800	+7.287e+03	+1.552e+03	+9.147e+03	+0.176
1.900	+8.289e+03	+2.309e+03	+1.123e+04	+0.218
2.000	+8.399e+03	+1.746e+03	+9.932e+03	+0.172
2.100	+7.735e+03	+3.119e+03	+9.444e+03	+0.287
2.200	+7.335e+03	+2.139e+03	+9.824e+03	+0.226
2.300	+8.713e+03	+2.744e+03	+9.403e+03	+0.240
2.400	+9.432e+03	+3.329e+03	+1.097e+04	+0.261
2.500	+8.580e+03	+2.734e+03	+1.016e+04	+0.242
2.600	+8.185e+03	+1.636e+03	+1.070e+04	+0.167
2.700	+8.082e+03	+3.140e+03	+1.051e+04	+0.280
2.800	+6.314e+03	+1.412e+03	+1.019e+04	+0.183
2.900	+7.808e+03	+2.217e+03	+9.727e+03	+0.221
3.000	+7.742e+03	+2.369e+03	+1.010e+04	+0.234
3.100	+7.630e+03	+3.788e+03	+9.267e+03	+0.332
3.200	+8.465e+03	+2.438e+03	+1.003e+04	+0.224
3.300	+7.029e+03	+2.427e+03	+1.101e+04	+0.257
3.400	+7.318e+03	+3.205e+03	+1.090e+04	+0.305
3.500	+8.295e+03	+3.526e+03	+9.971e+03	+0.298
3.600	+7.605e+03	+2.658e+03	+1.123e+04	+0.259
3.700	+9.121e+03	+2.778e+03	+9.486e+03	+0.233
3.800	+8.008e+03	+2.064e+03	+1.056e+04	+0.205
3.900	+7.161e+03	+2.220e+03	+1.032e+04	+0.237
4.000	+5.900e+03	+2.478e+03	+1.061e+04	+0.296
4.100	+8.091e+03	+2.513e+03	+1.158e+04	+0.237
4.200	+7.336e+03	+2.443e+03	+8.951e+03	+0.250
4.300	+8.550e+03	+2.721e+03	+9.363e+03	+0.241
4.400	+5.748e+03	+2.775e+03	+1.094e+04	+0.326
4.500	+8.140e+03	+2.339e+03	+9.029e+03	+0.223
4.600	+8.094e+03	+2.789e+03	+9.622e+03	+0.256
