%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+8.234e+00
2	2	+8.234e+00	+1.443e+00
3	3	+9.677e+00	+1.409e+00
2	2	+1.109e+01	+2.197e+00
3	3	+1.328e+01	+4.421e-01
2	2	+1.372e+01	+1.085e+00
1	1	+1.481e+01	+2.939e+00
2	2	+1.775e+01	+5.861e+00
3	3	+2.361e+01	+1.660e+00
2	2	+2.527e+01	+3.333e+00
1	1	+2.860e+01	+4.418e-01
2	2	+2.905e+01	+5.929e-01
3	3	+2.964e+01	+1.799e-01
2	2	+2.982e+01	+2.722e+00
3	3	+3.254e+01	+4.285e-01
2	2	+3.297e+01	+1.196e+00
3	3	+3.416e+01	+1.767e+00
2	2	+3.593e+01	+9.078e-01
3	3	+3.684e+01	+1.074e+00
2	2	+3.791e+01	+8.250e-02
3	3	+3.800e+01	+1.888e+00
2	2	+3.988e+01	+8.225e-01
3	3	+4.071e+01	+3.268e-01
2	2	+4.103e+01	+7.152e+00
3	3	+4.818e+01	+9.942e-02
1	1	+4.828e+01	+1.388e+00
2	2	+4.967e+01	+1.005e+00
3	3	+5.068e+01	+2.911e+00
2	2	+5.359e+01	+5.811e+00
3	3	+5.940e+01	+1.167e+00
2	2	+6.057e+01	+9.416e-01
3	3	+6.151e+01	+1.702e+00
2	2	+6.321e+01	+3.144e-01
3	3	+6.352e+01	+1.151e+00
2	2	+6.467e+01	+2.795e-01
3	3	+6.495e+01	+1.044e-01
2	2	+6.506e+01	+1.083e+00
3	3	+6.614e+01	+3.379e+00
2	2	+6.952e+01	+2.401e+00
3	3	+7.192e+01	+1.634e+00
2	2	+7.355e+01	+2.139e+00
3	3	+7.569e+01	+1.439e+00
1	1	+7.713e+01	+1.137e+00
2	2	+7.827e+01	+1.113e-01
0	0	+7.838e+01	+Inf
