%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+7.290e-01
2	2	+7.290e-01	+1.057e+00
3	3	+1.786e+00	+1.020e+00
2	2	+2.806e+00	+2.663e+00
1	1	+5.469e+00	+9.953e-01
2	2	+6.464e+00	+2.109e+00
3	3	+8.574e+00	+1.283e-01
2	2	+8.702e+00	+3.416e-01
1	1	+9.044e+00	+5.382e-01
2	2	+9.582e+00	+1.810e+00
3	3	+1.139e+01	+4.379e-01
2	2	+1.183e+01	+7.195e-01
3	3	+1.255e+01	+2.280e-01
2	2	+1.278e+01	+8.617e-01
3	3	+1.364e+01	+1.818e+00
1	1	+1.546e+01	+4.323e-01
2	2	+1.589e+01	+5.718e+00
1	1	+2.161e+01	+1.792e+00
2	2	+2.340e+01	+1.205e+00
3	3	+2.460e+01	+2.203e+00
2	2	+2.681e+01	+4.885e-02
3	3	+2.686e+01	+2.103e-01
2	2	+2.707e+01	+3.513e-01
1	1	+2.742e+01	+1.665e+00
2	2	+2.908e+01	+8.688e+00
3	3	+3.777e+01	+1.460e+00
2	2	+3.923e+01	+3.303e+00
3	3	+4.253e+01	+2.412e+00
1	1	+4.495e+01	+1.757e+00
2	2	+4.670e+01	+9.412e-01
3	3	+4.764e+01	+3.832e+00
2	2	+5.148e+01	+1.143e-01
1	1	+5.159e+01	+3.311e-01
2	2	+5.192e+01	+3.577e+00
1	1	+5.550e+01	+2.435e+00
2	2	+5.793e+01	+3.932e-01
3	3	+5.833e+01	+4.199e-01
1	1	+5.875e+01	+5.298e+00
2	2	+6.404e+01	+1.239e+00
3	3	+6.528e+01	+6.400e-01
2	2	+6.592e+01	+4.749e+00
3	3	+7.067e+01	+1.909e-02
2	2	+7.069e+01	+9.841e-01
3	3	+7.167e+01	+5.046e-02
2	2	+7.172e+01	+2.118e+00
3	3	+7.384e+01	+7.382e-01
2	2	+7.458e+01	+7.071e-01
3	3	+7.529e+01	+8.589e-01
2	2	+7.615e+01	+1.773e+00
3	3	+7.792e+01	+2.757e+00
2	2	+8.068e+01	+3.692e+00
1	1	+8.437e+01	+1.647e+00
2	2	+8.602e+01	+2.540e-02
3	3	+8.604e+01	+1.042e+00
2	2	+8.708e+01	+1.449e+00
1	1	+8.853e+01	+3.333e+00
2	2	+9.187e+01	+2.270e-01
1	1	+9.209e+01	+4.190e+00
2	2	+9.628e+01	+3.925e-01
3	3	+9.667e+01	+1.197e+00
2	2	+9.787e+01	+1.065e+00
1	1	+9.894e+01	+1.177e+00
2	2	+1.001e+02	+1.054e+01
3	3	+1.106e+02	+1.421e+00
1	1	+1.121e+02	+1.150e+01
2	2	+1.236e+02	+7.958e+00
3	3	+1.315e+02	+2.917e+00
2	2	+1.344e+02	+8.795e-01
3	3	+1.353e+02	+1.389e+00
2	2	+1.367e+02	+1.012e+00
1	1	+1.377e+02	+1.842e+00
2	2	+1.396e+02	+2.880e+00
3	3	+1.425e+02	+2.963e+00
2	2	+1.454e+02	+1.713e-02
3	3	+1.454e+02	+2.651e+00
1	1	+1.481e+02	+2.115e+00
2	2	+1.502e+02	+7.490e-01
3	3	+1.509e+02	+8.738e+00
2	2	+1.597e+02	+5.842e-01
1	1	+1.603e+02	+5.508e+00
2	2	+1.658e+02	+4.570e+00
3	3	+1.703e+02	+2.401e+00
2	2	+1.727e+02	+6.297e+00
3	3	+1.790e+02	+2.449e+00
2	2	+1.815e+02	+2.865e+00
3	3	+1.844e+02	+1.361e-02
2	2	+1.844e+02	+1.085e+01
3	3	+1.952e+02	+6.456e-01
2	2	+1.959e+02	+3.038e+00
0	0	+1.989e+02	+Inf
