%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.747e+03	+7.357e+03	+9.793e+03	+0.808
0.100	+3.101e+03	+9.131e+03	+9.937e+03	+0.747
0.200	+2.268e+03	+6.892e+03	+1.093e+04	+0.752
0.300	+2.312e+03	+9.249e+03	+1.046e+04	+0.800
0.400	+1.254e+03	+7.794e+03	+1.118e+04	+0.861
0.500	+2.465e+03	+7.103e+03	+1.038e+04	+0.742
0.600	+2.064e+03	+7.063e+03	+1.062e+04	+0.774
0.700	+3.269e+03	+8.300e+03	+1.013e+04	+0.717
0.800	+1.474e+03	+8.582e+03	+1.012e+04	+0.853
0.900	+2.134e+03	+6.686e+03	+1.056e+04	+0.758
1.000	+9.030e+02	+7.955e+03	+9.744e+03	+0.898
1.100	+1.729e+03	+7.851e+03	+9.657e+03	+0.820
1.200	+2.543e+03	+8.152e+03	+1.064e+04	+0.762
1.300	+2.473e+03	+8.644e+03	+1.015e+04	+0.778
1.400	+1.453e+03	+7.283e+03	+1.077e+04	+0.834
1.500	+1.346e+03	+8.686e+03	+9.909e+03	+0.866
1.600	+2.114e+03	+8.747e+03	+9.300e+03	+0.805
1.700	+5.583e+02	+8.206e+03	+1.109e+04	+0.936
1.800	+2.985e+03	+8.285e+03	+1.067e+04	+0.735
1.900	+1.174e+03	+7.561e+03	+9.327e+03	+0.866
2.000	+1.052e+03	+8.407e+03	+1.060e+04	+0.889
2.100	+2.675e+03	+7.659e+03	+9.504e+03	+0.741
2.200	+1.409e+03	+7.468e+03	+1.040e+04	+0.841
2.300	+1.780e+03	+7.742e+03	+1.060e+04	+0.813
2.400	+2.239e+03	+7.738e+03	+1.033e+04	+0.776
2.500	+2.203e+03	+8.739e+03	+9.330e+03	+0.799
2.600	+1.940e+03	+8.926e+03	+1.002e+04	+0.821
2.700	+1.408e+03	+7.305e+03	+9.532e+03	+0.838
2.800	+2.559e+03	+8.119e+03	+1.111e+04	+0.760
2.900	+1.554e+03	+7.903e+03	+9.554e+03	+0.836
3.000	+2.235e+03	+8.508e+03	+1.061e+04	+0.792
3.100	+2.217e+03	+7.316e+03	+1.055e+04	+0.767
3.200	+1.023e+03	+7.463e+03	+9.588e+03	+0.879
3.300	+2.703e+03	+8.076e+03	+9.786e+03	+0.749
3.400	+1.752e+03	+7.481e+03	+1.051e+04	+0.810
3.500	+1.735e+03	+7.802e+03	+9.231e+03	+0.818
3.600	+3.299e+03	+7.025e+03	+1.009e+04	+0.680
3.700	+2.304e+03	+7.050e+03	+1.074e+04	+0.754
3.800	+1.315e+03	+8.676e+03	+1.014e+04	+0.868
3.900	+1.719e+03	+8.297e+03	+1.005e+04	+0.828
4.000	+1.526e+03	+6.873e+03	+1.063e+04	+0.818
4.100	+1.878e+03	+8.681e+03	+1.112e+04	+0.822
4.200	+9.418e+02	+7.638e+03	+9.992e+03	+0.890
4.300	+2.830e+03	+6.533e+03	+9.438e+03	+0.698
4.400	+8.527e+02	+7.166e+03	+1.038e+04	+0.894
4.500	+1.905e+03	+7.482e+03	+1.144e+04	+0.797
4.600	+2.064e+03	+9.201e+03	+1.050e+04	+0.817
4.700	+3.811e+03	+6.604e+03	+1.043e+04	+0.634
4.800	+3.647e+03	+6.935e+03	+9.523e+03	+0.655
4.900	+1.521e+03	+7.765e+03	+9.704e+03	+0.836
5.000	+3.009e+03	+6.536e+03	+1.051e+04	+0.685
5.100	+1.670e+03	+8.204e+03	+7.607e+03	+0.831
5.200	+2.250e+03	+7.743e+03	+9.229e+03	+0.775
5.300	+2.145e+03	+8.183e+03	+8.867e+03	+0.792
5.400	+1.489e+03	+9.050e+03	+1.085e+04	+0.859
5.500	+1.443e+03	+8.265e+03	+9.609e+03	+0.851
5.600	+3.041e+03	+7.891e+03	+9.936e+03	+0.722
5.700	+2.058e+03	+7.379e+03	+1.005e+04	+0.782
5.800	+2.311e+03	+7.620e+03	+9.918e+03	+0.767
5.900	+2.140e+03	+8.278e+03	+9.445e+03	+0.795
6.000	+1.750e+03	+7.631e+03	+1.041e+04	+0.813
