%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.570e+03	+4.204e+03	+1.018e+04	+0.541
0.100	+4.748e+03	+5.506e+03	+9.366e+03	+0.537
0.200	+4.859e+03	+3.890e+03	+1.048e+04	+0.445
0.300	+4.253e+03	+5.622e+03	+1.042e+04	+0.569
0.400	+4.493e+03	+4.499e+03	+1.119e+04	+0.500
0.500	+5.992e+03	+6.167e+03	+1.114e+04	+0.507
0.600	+5.852e+03	+6.041e+03	+1.041e+04	+0.508
0.700	+4.391e+03	+5.445e+03	+9.309e+03	+0.554
0.800	+4.444e+03	+4.278e+03	+8.821e+03	+0.491
0.900	+5.020e+03	+5.115e+03	+1.027e+04	+0.505
1.000	+4.414e+03	+4.864e+03	+1.076e+04	+0.524
1.100	+4.322e+03	+6.047e+03	+1.056e+04	+0.583
1.200	+5.835e+02	+7.853e+03	+1.009e+04	+0.931
1.300	+9.497e+02	+7.349e+03	+1.089e+04	+0.886
1.400	+2.786e+03	+7.408e+03	+9.983e+03	+0.727
1.500	+5.210e+03	+4.187e+03	+1.012e+04	+0.446
1.600	+3.529e+03	+5.480e+03	+9.850e+03	+0.608
1.700	+5.924e+03	+4.497e+03	+1.012e+04	+0.432
1.800	+4.839e+03	+5.639e+03	+1.046e+04	+0.538
1.900	+4.856e+03	+4.443e+03	+8.993e+03	+0.478
2.000	+4.918e+03	+4.888e+03	+1.102e+04	+0.499
2.100	+4.929e+03	+3.714e+03	+9.992e+03	+0.430
2.200	+1.905e+03	+8.170e+03	+9.702e+03	+0.811
2.300	+2.192e+03	+7.000e+03	+9.726e+03	+0.762
2.400	+2.519e+03	+7.976e+03	+9.798e+03	+0.760
2.500	+2.276e+03	+7.335e+03	+1.015e+04	+0.763
2.600	+1.968e+03	+7.715e+03	+9.767e+03	+0.797
2.700	+3.691e+03	+7.936e+03	+1.124e+04	+0.683
2.800	+3.424e+03	+7.236e+03	+9.168e+03	+0.679
2.900	+2.017e+03	+6.367e+03	+1.013e+04	+0.759
3.000	+2.032e+03	+8.635e+03	+8.176e+03	+0.809
3.100	+2.033e+03	+8.307e+03	+9.545e+03	+0.803
3.200	+1.561e+03	+8.799e+03	+1.110e+04	+0.849
3.300	+1.769e+03	+8.241e+03	+1.060e+04	+0.823
3.400	+1.803e+03	+7.043e+03	+9.343e+03	+0.796
3.500	+2.542e+03	+8.690e+03	+8.992e+03	+0.774
3.600	+1.736e+03	+8.288e+03	+1.043e+04	+0.827
3.700	+2.024e+03	+8.031e+03	+1.097e+04	+0.799
3.800	+2.123e+03	+7.739e+03	+1.020e+04	+0.785
3.900	+2.885e+03	+8.074e+03	+1.035e+04	+0.737
4.000	+3.599e+03	+8.577e+03	+9.787e+03	+0.704
4.100	+2.104e+03	+7.675e+03	+1.023e+04	+0.785
4.200	+2.092e+03	+7.535e+03	+8.915e+03	+0.783
4.300	+2.190e+03	+8.298e+03	+8.929e+03	+0.791
4.400	+1.569e+03	+8.819e+03	+1.033e+04	+0.849
4.500	+1.631e+03	+7.670e+03	+9.725e+03	+0.825
4.600	+2.269e+03	+8.115e+03	+9.907e+03	+0.781
4.700	+3.289e+03	+8.493e+03	+1.045e+04	+0.721
4.800	+3.065e+03	+7.642e+03	+9.958e+03	+0.714
4.900	+9.622e+02	+6.999e+03	+8.987e+03	+0.879
5.000	+1.871e+03	+6.783e+03	+9.995e+03	+0.784
5.100	+1.524e+03	+8.488e+03	+9.886e+03	+0.848
5.200	+2.519e+03	+7.158e+03	+1.021e+04	+0.740
5.300	+1.493e+03	+7.572e+03	+9.499e+03	+0.835
5.400	+4.615e+03	+6.092e+03	+1.100e+04	+0.569
5.500	+4.289e+03	+4.784e+03	+1.023e+04	+0.527
5.600	+4.216e+03	+5.311e+03	+9.758e+03	+0.557
5.700	+5.530e+03	+4.675e+03	+1.121e+04	+0.458
5.800	+6.002e+03	+4.779e+03	+1.027e+04	+0.443
5.900	+4.825e+03	+3.505e+03	+9.130e+03	+0.421
6.000	+4.546e+03	+6.129e+03	+1.016e+04	+0.574
6.100	+5.848e+03	+4.203e+03	+1.063e+04	+0.418
6.200	+6.862e+03	+3.013e+03	+1.041e+04	+0.305
6.300	+7.930e+03	+1.895e+03	+9.305e+03	+0.193
6.400	+7.749e+03	+3.327e+03	+9.602e+03	+0.300
6.500	+6.716e+03	+2.923e+03	+9.911e+03	+0.303
6.600	+7.238e+03	+2.493e+03	+1.078e+04	+0.256
6.700	+8.399e+03	+2.447e+03	+8.169e+03	+0.226
6.800	+9.094e+03	+3.224e+03	+1.222e+04	+0.262
6.900	+8.380e+03	+2.811e+03	+1.051e+04	+0.251
7.000	+7.976e+03	+2.465e+03	+7.931e+03	+0.236
7.100	+6.829e+03	+2.491e+03	+8.879e+03	+0.267
7.200	+6.544e+03	+3.509e+03	+9.375e+03	+0.349
7.300	+6.464e+03	+1.552e+03	+9.785e+03	+0.194
7.400	+7.613e+03	+3.068e+03	+1.026e+04	+0.287
7.500	+7.840e+03	+3.661e+03	+9.960e+03	+0.318
7.600	+6.089e+03	+2.560e+03	+1.026e+04	+0.296
7.700	+7.791e+03	+3.234e+03	+1.045e+04	+0.293
7.800	+8.196e+03	+3.632e+03	+1.113e+04	+0.307
7.900	+7.917e+03	+2.856e+03	+9.236e+03	+0.265
8.000	+5.713e+03	+4.318e+03	+9.620e+03	+0.430
8.100	+5.848e+03	+3.777e+03	+9.887e+03	+0.392
