%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.531e+03	+2.464e+03	+9.075e+03	+0.274
0.100	+7.684e+03	+2.906e+03	+9.570e+03	+0.274
0.200	+7.789e+03	+1.483e+03	+1.067e+04	+0.160
0.300	+7.128e+03	+2.616e+03	+1.019e+04	+0.268
0.400	+7.139e+03	+2.806e+03	+1.131e+04	+0.282
0.500	+7.672e+03	+1.600e+03	+9.565e+03	+0.173
0.600	+6.544e+03	+2.690e+03	+1.016e+04	+0.291
0.700	+5.664e+03	+2.618e+03	+9.651e+03	+0.316
0.800	+7.665e+03	+2.688e+03	+9.445e+03	+0.260
0.900	+6.648e+03	+3.350e+03	+1.013e+04	+0.335
1.000	+4.647e+03	+4.938e+03	+1.042e+04	+0.515
1.100	+4.375e+03	+3.244e+03	+1.009e+04	+0.426
1.200	+5.389e+03	+3.847e+03	+1.028e+04	+0.417
1.300	+5.695e+03	+4.574e+03	+9.946e+03	+0.445
1.400	+3.068e+03	+8.642e+03	+9.819e+03	+0.738
1.500	+1.114e+03	+7.681e+03	+9.960e+03	+0.873
1.600	+1.960e+03	+8.752e+03	+1.022e+04	+0.817
1.700	+3.284e+03	+7.013e+03	+1.004e+04	+0.681
1.800	+1.579e+03	+7.184e+03	+9.848e+03	+0.820
1.900	+1.840e+03	+8.544e+03	+9.786e+03	+0.823
2.000	+2.062e+03	+8.264e+03	+9.743e+03	+0.800
2.100	+7.838e+03	+3.304e+03	+9.900e+03	+0.297
2.200	+6.372e+03	+2.245e+03	+8.822e+03	+0.260
2.300	+6.153e+03	+2.067e+03	+1.024e+04	+0.251
2.400	+7.718e+03	+2.590e+03	+1.149e+04	+0.251
2.500	+8.156e+03	+3.210e+03	+8.920e+03	+0.282
2.600	+7.287e+03	+2.584e+03	+1.006e+04	+0.262
2.700	+6.739e+03	+2.154e+03	+9.175e+03	+0.242
2.800	+7.381e+03	+2.927e+03	+9.795e+03	+0.284
2.900	+7.329e+03	+3.186e+03	+9.615e+03	+0.303
3.000	+7.183e+03	+2.438e+03	+1.009e+04	+0.253
3.100	+7.892e+03	+2.417e+03	+9.284e+03	+0.234
3.200	+7.564e+03	+2.329e+03	+9.508e+03	+0.235
3.300	+5.849e+03	+3.238e+03	+1.011e+04	+0.356
3.400	+7.675e+03	+2.247e+03	+8.903e+03	+0.226
3.500	+5.519e+03	+8.352e+02	+9.337e+03	+0.131
3.600	+7.534e+03	+1.996e+03	+1.015e+04	+0.209
