%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.024e+03	+5.854e+03	+8.254e+03	+0.538
0.100	+6.576e+03	+5.130e+03	+1.031e+04	+0.438
0.200	+3.954e+03	+4.054e+03	+9.740e+03	+0.506
0.300	+5.405e+03	+4.765e+03	+9.285e+03	+0.468
0.400	+6.391e+03	+5.812e+03	+1.048e+04	+0.476
0.500	+3.907e+03	+4.114e+03	+1.012e+04	+0.513
0.600	+5.365e+03	+4.506e+03	+9.601e+03	+0.456
0.700	+4.718e+03	+4.573e+03	+9.707e+03	+0.492
0.800	+4.656e+03	+3.720e+03	+9.264e+03	+0.444
0.900	+5.222e+03	+5.186e+03	+9.388e+03	+0.498
1.000	+6.502e+03	+5.460e+03	+8.651e+03	+0.456
1.100	+4.776e+03	+5.328e+03	+1.028e+04	+0.527
1.200	+5.150e+03	+7.343e+03	+1.015e+04	+0.588
1.300	+3.751e+03	+4.439e+03	+1.163e+04	+0.542
1.400	+6.353e+03	+5.060e+03	+1.004e+04	+0.443
1.500	+4.882e+03	+6.040e+03	+9.326e+03	+0.553
1.600	+5.065e+03	+4.747e+03	+9.815e+03	+0.484
1.700	+5.613e+03	+4.485e+03	+9.360e+03	+0.444
1.800	+5.447e+03	+5.574e+03	+9.515e+03	+0.506
1.900	+3.186e+03	+7.709e+03	+9.582e+03	+0.708
2.000	+2.567e+03	+8.224e+03	+9.476e+03	+0.762
2.100	+2.698e+03	+7.476e+03	+9.781e+03	+0.735
2.200	+1.870e+03	+7.560e+03	+9.417e+03	+0.802
2.300	+1.589e+03	+8.284e+03	+1.086e+04	+0.839
2.400	+1.945e+03	+8.717e+03	+9.943e+03	+0.818
2.500	+2.156e+03	+8.869e+03	+8.355e+03	+0.804
2.600	+1.841e+03	+7.723e+03	+9.529e+03	+0.808
2.700	+2.595e+03	+7.707e+03	+1.012e+04	+0.748
2.800	+2.942e+03	+7.292e+03	+1.019e+04	+0.713
2.900	+2.339e+03	+8.028e+03	+1.015e+04	+0.774
3.000	+1.660e+03	+8.646e+03	+9.941e+03	+0.839
3.100	+1.580e+03	+8.065e+03	+1.053e+04	+0.836
3.200	+3.878e+03	+5.520e+03	+1.063e+04	+0.587
3.300	+5.326e+03	+4.631e+03	+9.795e+03	+0.465
3.400	+5.399e+03	+4.590e+03	+9.490e+03	+0.460
3.500	+4.115e+03	+6.306e+03	+1.153e+04	+0.605
3.600	+3.330e+03	+7.608e+03	+9.647e+03	+0.696
3.700	+2.307e+03	+7.855e+03	+8.332e+03	+0.773
3.800	+6.824e+02	+7.657e+03	+9.377e+03	+0.918
3.900	+5.205e+02	+6.626e+03	+1.011e+04	+0.927
4.000	+2.693e+03	+7.528e+03	+8.921e+03	+0.737
4.100	+1.310e+03	+8.216e+03	+1.049e+04	+0.862
4.200	+1.788e+03	+9.434e+03	+1.140e+04	+0.841
4.300	+2.728e+03	+7.290e+03	+1.107e+04	+0.728
4.400	+1.409e+03	+7.294e+03	+1.122e+04	+0.838
4.500	+3.012e+03	+7.177e+03	+1.022e+04	+0.704
4.600	+2.221e+03	+8.571e+03	+9.717e+03	+0.794
4.700	+1.176e+03	+7.926e+03	+1.059e+04	+0.871
4.800	+1.527e+03	+8.730e+03	+9.932e+03	+0.851
4.900	+2.105e+03	+6.560e+03	+1.036e+04	+0.757
5.000	+1.750e+03	+7.827e+03	+1.032e+04	+0.817
5.100	+2.819e+03	+7.586e+03	+9.446e+03	+0.729
5.200	+1.277e+03	+7.417e+03	+1.095e+04	+0.853
5.300	+2.668e+03	+9.263e+03	+1.026e+04	+0.776
5.400	+1.012e+03	+7.863e+03	+1.084e+04	+0.886
5.500	+1.917e+03	+8.404e+03	+9.202e+03	+0.814
5.600	+3.054e+03	+7.989e+03	+9.543e+03	+0.723
5.700	+1.012e+03	+6.903e+03	+9.638e+03	+0.872
5.800	+1.242e+03	+8.122e+03	+1.008e+04	+0.867
5.900	+2.101e+03	+8.082e+03	+1.059e+04	+0.794
6.000	+1.790e+03	+7.793e+03	+9.713e+03	+0.813
6.100	+2.008e+03	+7.413e+03	+1.028e+04	+0.787
6.200	+1.133e+03	+7.992e+03	+9.400e+03	+0.876
6.300	+2.169e+03	+8.780e+03	+9.639e+03	+0.802
6.400	+2.500e+03	+8.824e+03	+8.875e+03	+0.779
6.500	+1.398e+03	+8.824e+03	+1.000e+04	+0.863
6.600	+1.690e+03	+8.701e+03	+9.425e+03	+0.837
6.700	+2.798e+03	+7.120e+03	+8.257e+03	+0.718
6.800	+1.416e+03	+9.270e+03	+9.107e+03	+0.867
6.900	+1.842e+03	+7.480e+03	+1.049e+04	+0.802
7.000	+2.014e+03	+8.780e+03	+1.011e+04	+0.813
7.100	+2.183e+03	+7.225e+03	+9.459e+03	+0.768
7.200	+2.338e+03	+8.135e+03	+9.932e+03	+0.777
7.300	+4.750e+01	+7.438e+03	+9.598e+03	+0.994
7.400	+2.564e+03	+7.805e+03	+1.068e+04	+0.753
7.500	+1.257e+03	+9.198e+03	+9.836e+03	+0.880
7.600	+2.632e+03	+7.217e+03	+1.060e+04	+0.733
7.700	+2.125e+03	+7.575e+03	+9.561e+03	+0.781
7.800	+2.009e+03	+9.207e+03	+1.061e+04	+0.821
7.900	+2.170e+03	+8.664e+03	+1.099e+04	+0.800
8.000	+1.724e+03	+8.100e+03	+9.913e+03	+0.824
8.100	+2.343e+03	+8.527e+03	+1.040e+04	+0.784
8.200	+3.017e+03	+7.754e+03	+1.003e+04	+0.720
8.300	+2.497e+03	+6.963e+03	+9.159e+03	+0.736
8.400	+1.357e+03	+8.356e+03	+1.037e+04	+0.860
8.500	+6.222e+02	+7.095e+03	+8.953e+03	+0.919
8.600	+1.753e+03	+7.933e+03	+1.051e+04	+0.819
8.700	+2.255e+03	+9.628e+03	+9.290e+03	+0.810
8.800	+1.910e+03	+6.673e+03	+8.134e+03	+0.777
8.900	+2.805e+03	+8.209e+03	+1.102e+04	+0.745
9.000	+2.589e+03	+8.644e+03	+1.026e+04	+0.770
9.100	+1.289e+03	+7.073e+03	+9.260e+03	+0.846
9.200	+2.004e+03	+6.871e+03	+9.328e+03	+0.774
9.300	+1.977e+03	+7.867e+03	+8.975e+03	+0.799
9.400	+2.241e+03	+7.491e+03	+9.591e+03	+0.770
9.500	+2.689e+03	+8.042e+03	+9.483e+03	+0.749
9.600	+2.530e+03	+9.703e+03	+9.096e+03	+0.793
9.700	+3.593e+03	+5.488e+03	+9.786e+03	+0.604
9.800	+3.919e+03	+4.779e+03	+9.913e+03	+0.549
9.900	+3.925e+03	+5.732e+03	+1.013e+04	+0.594
10.000	+1.434e+03	+7.653e+03	+1.082e+04	+0.842
10.100	+1.175e+03	+8.260e+03	+1.088e+04	+0.875
10.200	+1.042e+03	+8.296e+03	+1.054e+04	+0.888
10.300	+2.715e+03	+7.596e+03	+1.064e+04	+0.737
10.400	+1.898e+03	+8.591e+03	+1.021e+04	+0.819
10.500	+2.377e+03	+8.449e+03	+1.042e+04	+0.780
10.600	+1.783e+03	+7.845e+03	+8.971e+03	+0.815
10.700	+2.889e+03	+8.358e+03	+1.038e+04	+0.743
10.800	+2.814e+03	+6.886e+03	+1.018e+04	+0.710
10.900	+4.378e+02	+7.974e+03	+9.586e+03	+0.948
11.000	+1.445e+03	+8.595e+03	+1.041e+04	+0.856
11.100	+1.991e+03	+9.407e+03	+9.522e+03	+0.825
11.200	+2.491e+03	+7.578e+03	+1.021e+04	+0.753
11.300	+3.355e+03	+6.555e+03	+9.912e+03	+0.661
11.400	+5.482e+03	+4.826e+03	+1.011e+04	+0.468
11.500	+8.061e+03	+2.975e+03	+1.099e+04	+0.270
11.600	+8.436e+03	+2.912e+03	+1.024e+04	+0.257
11.700	+7.355e+03	+1.833e+03	+8.612e+03	+0.200
11.800	+8.058e+03	+2.156e+03	+9.159e+03	+0.211
11.900	+6.873e+03	+2.753e+03	+1.121e+04	+0.286
12.000	+8.155e+03	+3.510e+03	+1.039e+04	+0.301
12.100	+7.084e+03	+3.819e+03	+9.940e+03	+0.350
12.200	+6.541e+03	+2.475e+03	+1.031e+04	+0.275
12.300	+8.962e+03	+3.055e+03	+1.066e+04	+0.254
12.400	+5.906e+03	+2.958e+03	+8.637e+03	+0.334
12.500	+7.152e+03	+2.295e+03	+1.014e+04	+0.243
12.600	+7.589e+03	+2.808e+03	+9.524e+03	+0.270
12.700	+7.234e+03	+1.989e+03	+1.009e+04	+0.216
12.800	+7.256e+03	+2.124e+03	+9.922e+03	+0.226
12.900	+6.453e+03	+2.298e+03	+1.002e+04	+0.263
13.000	+5.570e+03	+5.342e+03	+9.632e+03	+0.490
13.100	+5.386e+03	+5.798e+03	+9.542e+03	+0.518
13.200	+4.653e+03	+5.067e+03	+9.933e+03	+0.521
