%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+8.482e+00
3	3	+8.482e+00	+2.378e+00
2	2	+1.086e+01	+1.206e+00
3	3	+1.207e+01	+1.280e+00
2	2	+1.335e+01	+1.964e+00
3	3	+1.531e+01	+4.322e+00
2	2	+1.963e+01	+3.632e-01
3	3	+2.000e+01	+3.728e+00
1	1	+2.372e+01	+1.251e+01
2	2	+3.624e+01	+3.646e+00
3	3	+3.989e+01	+1.296e+00
2	2	+4.118e+01	+2.531e+00
3	3	+4.371e+01	+3.991e+00
2	2	+4.770e+01	+2.765e+00
3	3	+5.047e+01	+3.187e+00
2	2	+5.366e+01	+1.211e+00
3	3	+5.487e+01	+6.996e-01
2	2	+5.557e+01	+3.445e+00
1	1	+5.901e+01	+8.327e-03
2	2	+5.902e+01	+8.418e-01
3	3	+5.986e+01	+1.600e+00
2	2	+6.146e+01	+2.632e+00
1	1	+6.409e+01	+4.342e-02
2	2	+6.414e+01	+3.486e+00
3	3	+6.762e+01	+4.188e-01
1	1	+6.804e+01	+5.154e-01
2	2	+6.856e+01	+4.077e-01
3	3	+6.897e+01	+4.926e-01
2	2	+6.946e+01	+5.711e-01
3	3	+7.003e+01	+1.276e+00
2	2	+7.131e+01	+1.386e+00
3	3	+7.269e+01	+5.505e+00
2	2	+7.820e+01	+7.848e+00
3	3	+8.604e+01	+1.540e+00
2	2	+8.758e+01	+2.484e+00
1	1	+9.007e+01	+1.225e+00
2	2	+9.129e+01	+6.207e-01
0	0	+9.191e+01	+Inf
