%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.854e+00
3	3	+4.854e+00	+4.185e+00
2	2	+9.039e+00	+7.852e-01
3	3	+9.824e+00	+3.100e+00
2	2	+1.292e+01	+2.637e-01
3	3	+1.319e+01	+8.431e-01
2	2	+1.403e+01	+2.339e+00
3	3	+1.637e+01	+2.550e+00
2	2	+1.892e+01	+1.163e+01
3	3	+3.055e+01	+4.081e+00
2	2	+3.463e+01	+7.203e+00
3	3	+4.183e+01	+8.080e-01
2	2	+4.264e+01	+1.548e+00
3	3	+4.419e+01	+5.242e-03
2	2	+4.420e+01	+7.048e-02
1	1	+4.427e+01	+1.756e+00
2	2	+4.602e+01	+5.946e-01
3	3	+4.662e+01	+1.416e+00
2	2	+4.803e+01	+6.088e-01
3	3	+4.864e+01	+3.183e-01
2	2	+4.896e+01	+3.153e+00
3	3	+5.211e+01	+7.964e-01
2	2	+5.291e+01	+4.260e+00
3	3	+5.717e+01	+1.236e+00
2	2	+5.840e+01	+7.337e-01
3	3	+5.914e+01	+1.656e+00
1	1	+6.079e+01	+1.958e+00
2	2	+6.275e+01	+4.201e-01
1	1	+6.317e+01	+2.406e-01
2	2	+6.341e+01	+4.567e+00
3	3	+6.798e+01	+1.342e+00
2	2	+6.932e+01	+5.278e-01
1	1	+6.985e+01	+2.108e+00
2	2	+7.196e+01	+2.265e+00
3	3	+7.422e+01	+1.849e-01
2	2	+7.441e+01	+2.077e+00
3	3	+7.648e+01	+1.118e+00
2	2	+7.760e+01	+3.822e-01
3	3	+7.798e+01	+3.130e-01
2	2	+7.830e+01	+1.704e+00
3	3	+8.000e+01	+1.314e+00
1	1	+8.132e+01	+8.362e-01
2	2	+8.215e+01	+5.015e+00
3	3	+8.717e+01	+1.225e-02
2	2	+8.718e+01	+1.800e-01
3	3	+8.736e+01	+2.490e+00
2	2	+8.985e+01	+3.526e+00
3	3	+9.337e+01	+4.523e+00
2	2	+9.790e+01	+2.259e+00
3	3	+1.002e+02	+1.704e-01
2	2	+1.003e+02	+3.940e+00
3	3	+1.043e+02	+1.653e+00
2	2	+1.059e+02	+4.492e+00
3	3	+1.104e+02	+3.739e+00
0	0	+1.142e+02	+Inf
