%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+7.828e-02
2	2	+7.828e-02	+4.113e-01
1	1	+4.896e-01	+6.934e-01
2	2	+1.183e+00	+1.173e+00
3	3	+2.356e+00	+3.382e-01
2	2	+2.694e+00	+4.678e-01
1	1	+3.162e+00	+4.281e+00
2	2	+7.443e+00	+1.619e+00
3	3	+9.062e+00	+1.862e+00
2	2	+1.092e+01	+2.423e+00
3	3	+1.335e+01	+9.557e-01
2	2	+1.430e+01	+1.673e+00
1	1	+1.598e+01	+3.191e+00
2	2	+1.917e+01	+2.479e+00
3	3	+2.165e+01	+1.285e+00
2	2	+2.293e+01	+7.617e-01
3	3	+2.369e+01	+1.812e-01
1	1	+2.387e+01	+3.900e+00
2	2	+2.777e+01	+1.660e-01
1	1	+2.794e+01	+5.914e-01
2	2	+2.853e+01	+4.634e+00
3	3	+3.317e+01	+1.059e+00
2	2	+3.422e+01	+6.570e+00
3	3	+4.079e+01	+1.614e+00
1	1	+4.241e+01	+1.903e-02
0	0	+4.243e+01	+Inf
