%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.270e+03	+3.893e+03	+9.486e+03	+0.544
0.100	+4.662e+03	+5.102e+03	+8.899e+03	+0.523
0.200	+5.315e+03	+6.179e+03	+1.028e+04	+0.538
0.300	+5.577e+03	+6.857e+03	+9.433e+03	+0.551
0.400	+4.568e+03	+5.413e+03	+1.037e+04	+0.542
0.500	+4.882e+03	+4.669e+03	+9.754e+03	+0.489
0.600	+4.299e+03	+6.022e+03	+9.476e+03	+0.583
0.700	+4.340e+03	+5.781e+03	+1.136e+04	+0.571
0.800	+5.948e+03	+5.859e+03	+1.100e+04	+0.496
0.900	+5.819e+03	+4.058e+03	+1.020e+04	+0.411
1.000	+4.263e+03	+4.908e+03	+9.735e+03	+0.535
1.100	+5.554e+03	+3.883e+03	+1.023e+04	+0.411
1.200	+5.508e+03	+4.724e+03	+1.074e+04	+0.462
1.300	+2.616e+03	+8.300e+03	+9.647e+03	+0.760
1.400	+3.102e+03	+8.218e+03	+8.851e+03	+0.726
1.500	+2.365e+03	+7.839e+03	+9.715e+03	+0.768
1.600	+2.572e+03	+8.092e+03	+9.717e+03	+0.759
1.700	+2.263e+03	+7.389e+03	+9.549e+03	+0.766
1.800	+2.816e+03	+8.731e+03	+9.575e+03	+0.756
1.900	+2.373e+03	+7.566e+03	+1.155e+04	+0.761
2.000	+2.669e+03	+7.726e+03	+1.033e+04	+0.743
2.100	+1.806e+03	+7.408e+03	+9.400e+03	+0.804
2.200	+2.475e+03	+7.845e+03	+9.902e+03	+0.760
2.300	+2.045e+03	+7.575e+03	+8.220e+03	+0.787
2.400	+1.391e+03	+8.654e+03	+1.012e+04	+0.862
2.500	+3.187e+03	+8.308e+03	+9.683e+03	+0.723
2.600	+2.767e+03	+7.196e+03	+9.003e+03	+0.722
2.700	+1.246e+03	+7.373e+03	+1.019e+04	+0.855
2.800	+1.254e+03	+8.247e+03	+1.057e+04	+0.868
2.900	+1.825e+03	+7.391e+03	+1.061e+04	+0.802
3.000	+2.546e+03	+8.071e+03	+9.774e+03	+0.760
3.100	+1.724e+03	+7.660e+03	+1.126e+04	+0.816
