%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.375e+03	+5.093e+03	+1.022e+04	+0.487
0.100	+4.327e+03	+5.398e+03	+9.029e+03	+0.555
0.200	+4.671e+03	+4.965e+03	+9.869e+03	+0.515
0.300	+5.056e+03	+5.509e+03	+1.114e+04	+0.521
0.400	+4.981e+03	+4.397e+03	+1.011e+04	+0.469
0.500	+5.658e+03	+5.737e+03	+1.127e+04	+0.503
0.600	+5.414e+03	+5.575e+03	+9.461e+03	+0.507
0.700	+5.315e+03	+6.401e+03	+9.982e+03	+0.546
0.800	+4.765e+03	+4.024e+03	+1.023e+04	+0.458
0.900	+5.129e+03	+5.525e+03	+1.034e+04	+0.519
1.000	+4.901e+03	+4.949e+03	+9.634e+03	+0.502
1.100	+4.908e+03	+3.885e+03	+9.903e+03	+0.442
1.200	+5.501e+03	+4.193e+03	+1.037e+04	+0.433
1.300	+5.881e+03	+5.654e+03	+9.462e+03	+0.490
1.400	+5.068e+03	+5.129e+03	+1.068e+04	+0.503
1.500	+4.089e+03	+4.222e+03	+9.886e+03	+0.508
1.600	+6.111e+03	+5.605e+03	+1.050e+04	+0.478
1.700	+5.017e+03	+5.221e+03	+9.556e+03	+0.510
1.800	+5.178e+03	+5.326e+03	+1.105e+04	+0.507
1.900	+6.071e+03	+5.228e+03	+9.599e+03	+0.463
2.000	+5.824e+03	+5.069e+03	+9.976e+03	+0.465
2.100	+4.654e+03	+4.822e+03	+9.132e+03	+0.509
2.200	+4.927e+03	+5.892e+03	+1.017e+04	+0.545
2.300	+5.502e+03	+5.461e+03	+9.409e+03	+0.498
2.400	+4.707e+03	+6.281e+03	+9.693e+03	+0.572
2.500	+6.022e+03	+5.796e+03	+1.090e+04	+0.490
2.600	+4.007e+03	+6.029e+03	+8.540e+03	+0.601
2.700	+4.804e+03	+4.215e+03	+1.009e+04	+0.467
2.800	+3.691e+03	+4.743e+03	+1.012e+04	+0.562
2.900	+5.027e+03	+5.493e+03	+9.936e+03	+0.522
3.000	+4.380e+03	+5.866e+03	+1.032e+04	+0.573
