%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.292e+03	+7.847e+03	+9.292e+03	+0.774
0.100	+1.743e+03	+8.687e+03	+8.960e+03	+0.833
0.200	+2.248e+03	+6.175e+03	+9.253e+03	+0.733
0.300	+2.893e+03	+7.156e+03	+9.671e+03	+0.712
0.400	+3.400e+03	+7.845e+03	+1.092e+04	+0.698
0.500	+2.312e+03	+6.929e+03	+1.035e+04	+0.750
0.600	+2.297e+03	+7.056e+03	+8.706e+03	+0.754
0.700	+1.741e+03	+9.038e+03	+1.100e+04	+0.838
0.800	+2.068e+03	+7.480e+03	+9.781e+03	+0.783
0.900	+2.296e+03	+9.667e+03	+1.016e+04	+0.808
1.000	+8.474e+02	+8.052e+03	+9.246e+03	+0.905
1.100	+2.214e+03	+7.071e+03	+9.143e+03	+0.762
1.200	+1.985e+03	+8.267e+03	+1.015e+04	+0.806
1.300	+1.965e+03	+8.855e+03	+9.959e+03	+0.818
1.400	+1.376e+03	+8.226e+03	+9.691e+03	+0.857
1.500	+2.602e+03	+7.264e+03	+9.705e+03	+0.736
1.600	+1.646e+03	+8.645e+03	+9.309e+03	+0.840
1.700	+1.922e+03	+8.571e+03	+1.021e+04	+0.817
1.800	+9.231e+02	+8.124e+03	+1.040e+04	+0.898
1.900	+2.630e+03	+8.160e+03	+9.719e+03	+0.756
2.000	+2.222e+03	+8.587e+03	+1.019e+04	+0.794
2.100	+1.370e+03	+9.711e+03	+9.521e+03	+0.876
2.200	+2.146e+03	+7.613e+03	+1.024e+04	+0.780
2.300	+1.808e+03	+8.235e+03	+9.865e+03	+0.820
2.400	+1.548e+03	+9.511e+03	+1.095e+04	+0.860
2.500	+2.369e+03	+8.357e+03	+1.114e+04	+0.779
2.600	+2.606e+03	+8.953e+03	+1.021e+04	+0.775
2.700	+9.777e+02	+7.631e+03	+9.185e+03	+0.886
2.800	+1.007e+03	+7.943e+03	+1.110e+04	+0.887
2.900	+1.675e+03	+8.185e+03	+9.651e+03	+0.830
3.000	+1.787e+03	+7.787e+03	+1.026e+04	+0.813
3.100	+3.319e+03	+7.518e+03	+9.938e+03	+0.694
3.200	+3.521e+03	+8.137e+03	+9.570e+03	+0.698
3.300	+1.626e+03	+8.630e+03	+9.863e+03	+0.841
3.400	+1.689e+03	+7.825e+03	+8.974e+03	+0.823
3.500	+2.564e+03	+7.570e+03	+1.086e+04	+0.747
3.600	+2.416e+03	+7.498e+03	+1.010e+04	+0.756
3.700	+3.446e+03	+6.728e+03	+8.476e+03	+0.661
3.800	+3.571e+03	+6.990e+03	+9.281e+03	+0.662
3.900	+4.834e+03	+5.026e+03	+9.889e+03	+0.510
4.000	+2.642e+03	+7.597e+03	+9.891e+03	+0.742
4.100	+4.054e+03	+9.391e+03	+9.969e+03	+0.699
4.200	+3.304e+03	+8.416e+03	+1.022e+04	+0.718
4.300	+1.992e+03	+7.432e+03	+1.082e+04	+0.789
4.400	+2.143e+03	+8.640e+03	+9.267e+03	+0.801
4.500	+2.267e+03	+7.738e+03	+9.250e+03	+0.773
4.600	+1.906e+03	+7.812e+03	+9.018e+03	+0.804
4.700	+2.094e+03	+8.387e+03	+1.073e+04	+0.800
4.800	+1.991e+03	+7.812e+03	+9.605e+03	+0.797
4.900	+2.452e+03	+8.289e+03	+9.549e+03	+0.772
5.000	+1.934e+03	+7.288e+03	+1.046e+04	+0.790
5.100	+1.848e+03	+9.155e+03	+9.978e+03	+0.832
5.200	+2.252e+03	+7.975e+03	+1.023e+04	+0.780
5.300	+3.240e+03	+8.245e+03	+1.043e+04	+0.718
5.400	+2.182e+03	+7.316e+03	+1.018e+04	+0.770
5.500	+2.510e+03	+8.540e+03	+1.064e+04	+0.773
5.600	+1.436e+03	+7.205e+03	+1.138e+04	+0.834
5.700	+7.360e+02	+8.652e+03	+1.082e+04	+0.922
5.800	+2.395e+03	+7.782e+03	+9.747e+03	+0.765
5.900	+1.951e+03	+8.534e+03	+1.011e+04	+0.814
6.000	+1.461e+03	+7.684e+03	+1.024e+04	+0.840
6.100	+2.016e+03	+7.737e+03	+8.185e+03	+0.793
6.200	+2.253e+03	+8.698e+03	+1.037e+04	+0.794
6.300	+2.838e+03	+7.865e+03	+9.375e+03	+0.735
6.400	+7.205e+03	+3.921e+03	+1.008e+04	+0.352
6.500	+5.375e+03	+5.350e+03	+8.837e+03	+0.499
6.600	+4.154e+03	+5.121e+03	+8.783e+03	+0.552
6.700	+5.228e+03	+5.156e+03	+9.855e+03	+0.497
6.800	+5.545e+03	+5.211e+03	+8.124e+03	+0.484
6.900	+6.060e+03	+3.993e+03	+1.094e+04	+0.397
7.000	+6.604e+03	+5.079e+03	+1.034e+04	+0.435
7.100	+5.033e+03	+4.801e+03	+1.030e+04	+0.488
7.200	+5.535e+03	+6.315e+03	+9.643e+03	+0.533
7.300	+5.395e+03	+6.339e+03	+9.977e+03	+0.540
7.400	+5.324e+03	+5.699e+03	+9.765e+03	+0.517
7.500	+4.818e+03	+4.564e+03	+1.077e+04	+0.486
7.600	+5.976e+03	+6.045e+03	+9.147e+03	+0.503
7.700	+4.200e+03	+4.274e+03	+9.212e+03	+0.504
7.800	+5.051e+03	+4.054e+03	+9.612e+03	+0.445
7.900	+2.906e+03	+7.135e+03	+9.682e+03	+0.711
8.000	+3.381e+03	+8.695e+03	+9.567e+03	+0.720
8.100	+1.677e+03	+8.163e+03	+1.048e+04	+0.830
8.200	+2.744e+03	+8.158e+03	+1.166e+04	+0.748
8.300	+2.923e+03	+8.247e+03	+8.482e+03	+0.738
8.400	+5.293e+03	+5.129e+03	+1.134e+04	+0.492
8.500	+3.999e+03	+4.408e+03	+9.539e+03	+0.524
8.600	+5.445e+03	+5.677e+03	+1.033e+04	+0.510
8.700	+5.076e+03	+5.446e+03	+9.602e+03	+0.518
8.800	+4.830e+03	+5.570e+03	+9.243e+03	+0.536
8.900	+5.371e+03	+5.321e+03	+9.607e+03	+0.498
9.000	+5.576e+03	+4.062e+03	+1.149e+04	+0.421
9.100	+4.983e+03	+5.796e+03	+9.200e+03	+0.538
9.200	+2.915e+03	+4.805e+03	+1.019e+04	+0.622
9.300	+3.153e+03	+5.133e+03	+9.466e+03	+0.619
9.400	+4.783e+03	+5.091e+03	+1.031e+04	+0.516
9.500	+5.670e+03	+4.780e+03	+1.047e+04	+0.457
9.600	+4.618e+03	+4.875e+03	+1.037e+04	+0.514
9.700	+4.812e+03	+4.284e+03	+9.648e+03	+0.471
9.800	+4.883e+03	+5.401e+03	+1.021e+04	+0.525
9.900	+3.917e+03	+6.629e+03	+9.167e+03	+0.629
10.000	+2.000e+03	+8.569e+03	+1.017e+04	+0.811
10.100	+2.580e+03	+8.799e+03	+9.682e+03	+0.773
10.200	+2.132e+03	+7.547e+03	+1.054e+04	+0.780
