%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.308e+00
3	3	+1.308e+00	+2.877e+00
2	2	+4.184e+00	+4.450e-01
3	3	+4.629e+00	+3.989e-01
2	2	+5.028e+00	+1.785e+00
3	3	+6.813e+00	+1.349e+00
2	2	+8.162e+00	+2.636e+00
3	3	+1.080e+01	+1.980e+00
2	2	+1.278e+01	+2.087e+00
1	1	+1.487e+01	+1.887e+00
2	2	+1.675e+01	+1.400e+00
3	3	+1.815e+01	+3.193e+00
2	2	+2.134e+01	+9.253e-01
1	1	+2.227e+01	+5.548e-01
2	2	+2.282e+01	+6.678e-01
1	1	+2.349e+01	+6.402e+00
2	2	+2.989e+01	+4.590e-01
1	1	+3.035e+01	+4.156e+00
2	2	+3.451e+01	+1.665e-01
0	0	+3.468e+01	+Inf
