%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.415e+03	+7.666e+03	+1.004e+04	+0.760
0.100	+3.327e+03	+6.854e+03	+1.063e+04	+0.673
0.200	+1.669e+03	+9.343e+03	+1.135e+04	+0.848
0.300	+1.246e+03	+7.105e+03	+7.599e+03	+0.851
0.400	+1.582e+03	+7.651e+03	+8.715e+03	+0.829
0.500	+2.535e+03	+6.857e+03	+9.335e+03	+0.730
0.600	+2.544e+03	+7.377e+03	+9.966e+03	+0.744
0.700	+4.152e+03	+5.245e+03	+1.014e+04	+0.558
0.800	+5.087e+03	+5.029e+03	+1.068e+04	+0.497
0.900	+4.561e+03	+5.341e+03	+1.053e+04	+0.539
1.000	+4.808e+03	+5.045e+03	+9.683e+03	+0.512
1.100	+5.498e+03	+4.868e+03	+1.063e+04	+0.470
1.200	+6.323e+03	+4.508e+03	+1.076e+04	+0.416
1.300	+5.778e+03	+5.550e+03	+1.116e+04	+0.490
1.400	+4.854e+03	+4.365e+03	+1.065e+04	+0.473
1.500	+4.848e+03	+4.160e+03	+1.033e+04	+0.462
1.600	+5.097e+03	+5.701e+03	+9.984e+03	+0.528
1.700	+4.932e+03	+5.044e+03	+1.018e+04	+0.506
1.800	+2.817e+03	+7.817e+03	+1.027e+04	+0.735
1.900	+1.962e+03	+8.825e+03	+9.439e+03	+0.818
2.000	+2.278e+03	+7.233e+03	+1.028e+04	+0.760
2.100	+2.244e+03	+6.928e+03	+1.088e+04	+0.755
2.200	+2.271e+03	+8.712e+03	+1.007e+04	+0.793
2.300	+3.343e+03	+7.827e+03	+9.580e+03	+0.701
2.400	+2.178e+03	+7.213e+03	+9.756e+03	+0.768
2.500	+2.528e+03	+6.921e+03	+1.022e+04	+0.733
2.600	+1.822e+03	+7.595e+03	+1.083e+04	+0.807
2.700	+2.896e+03	+8.459e+03	+9.664e+03	+0.745
2.800	+4.114e+03	+5.285e+03	+1.036e+04	+0.562
2.900	+5.000e+03	+4.857e+03	+1.040e+04	+0.493
3.000	+5.216e+03	+4.477e+03	+8.089e+03	+0.462
3.100	+6.248e+03	+6.460e+03	+9.555e+03	+0.508
3.200	+6.122e+03	+4.851e+03	+9.523e+03	+0.442
3.300	+6.587e+03	+4.813e+03	+1.081e+04	+0.422
3.400	+6.018e+03	+4.581e+03	+9.519e+03	+0.432
3.500	+4.965e+03	+4.779e+03	+1.027e+04	+0.490
3.600	+5.062e+03	+4.312e+03	+1.024e+04	+0.460
3.700	+4.572e+03	+4.643e+03	+9.962e+03	+0.504
3.800	+4.973e+03	+5.006e+03	+9.967e+03	+0.502
3.900	+3.624e+03	+4.987e+03	+9.975e+03	+0.579
4.000	+6.136e+03	+4.190e+03	+1.001e+04	+0.406
4.100	+5.715e+03	+4.781e+03	+1.095e+04	+0.456
4.200	+3.326e+03	+5.082e+03	+9.084e+03	+0.604
4.300	+4.997e+03	+4.701e+03	+1.075e+04	+0.485
4.400	+4.016e+03	+4.832e+03	+9.680e+03	+0.546
4.500	+5.195e+03	+4.403e+03	+9.891e+03	+0.459
4.600	+3.116e+03	+5.132e+03	+1.169e+04	+0.622
4.700	+6.223e+03	+3.942e+03	+1.102e+04	+0.388
4.800	+5.597e+03	+4.973e+03	+1.023e+04	+0.470
4.900	+5.706e+03	+5.267e+03	+8.712e+03	+0.480
5.000	+4.539e+03	+5.284e+03	+9.610e+03	+0.538
5.100	+5.009e+03	+5.802e+03	+9.508e+03	+0.537
5.200	+5.091e+03	+5.896e+03	+1.100e+04	+0.537
5.300	+3.685e+03	+4.109e+03	+1.018e+04	+0.527
5.400	+6.012e+03	+4.123e+03	+9.152e+03	+0.407
5.500	+7.989e+03	+3.399e+03	+1.013e+04	+0.298
5.600	+6.898e+03	+1.636e+03	+1.031e+04	+0.192
5.700	+6.942e+03	+1.286e+03	+1.066e+04	+0.156
5.800	+7.343e+03	+1.412e+03	+1.133e+04	+0.161
5.900	+6.991e+03	+2.427e+03	+1.004e+04	+0.258
6.000	+8.039e+03	+2.368e+03	+1.043e+04	+0.228
6.100	+8.468e+03	+2.827e+03	+9.400e+03	+0.250
6.200	+8.433e+03	+2.737e+03	+9.972e+03	+0.245
6.300	+7.278e+03	+2.521e+03	+8.411e+03	+0.257
6.400	+6.629e+03	+3.570e+03	+9.665e+03	+0.350
6.500	+4.545e+03	+5.410e+03	+1.094e+04	+0.543
6.600	+3.829e+03	+6.079e+03	+9.588e+03	+0.614
6.700	+5.797e+03	+5.630e+03	+1.009e+04	+0.493
6.800	+4.981e+03	+4.493e+03	+8.193e+03	+0.474
6.900	+6.287e+03	+4.878e+03	+9.726e+03	+0.437
7.000	+5.701e+03	+4.075e+03	+9.807e+03	+0.417
7.100	+4.772e+03	+4.147e+03	+1.093e+04	+0.465
7.200	+4.276e+03	+5.399e+03	+9.735e+03	+0.558
7.300	+5.415e+03	+5.289e+03	+1.056e+04	+0.494
7.400	+5.152e+03	+5.615e+03	+1.009e+04	+0.522
7.500	+4.177e+03	+4.844e+03	+9.022e+03	+0.537
7.600	+4.306e+03	+4.397e+03	+1.099e+04	+0.505
7.700	+4.845e+03	+3.870e+03	+9.372e+03	+0.444
7.800	+3.505e+03	+3.692e+03	+1.013e+04	+0.513
7.900	+4.173e+03	+4.080e+03	+8.880e+03	+0.494
8.000	+4.136e+03	+5.070e+03	+1.037e+04	+0.551
8.100	+5.293e+03	+5.209e+03	+1.035e+04	+0.496
8.200	+5.234e+03	+6.519e+03	+1.018e+04	+0.555
8.300	+5.607e+03	+5.106e+03	+9.001e+03	+0.477
8.400	+4.014e+03	+4.344e+03	+1.118e+04	+0.520
8.500	+4.096e+03	+5.308e+03	+9.806e+03	+0.564
8.600	+2.181e+03	+7.490e+03	+9.538e+03	+0.774
8.700	+6.068e+03	+3.802e+03	+9.141e+03	+0.385
8.800	+6.238e+03	+5.401e+03	+9.600e+03	+0.464
8.900	+4.742e+03	+4.644e+03	+1.061e+04	+0.495
9.000	+6.768e+03	+4.600e+03	+1.005e+04	+0.405
9.100	+8.183e+03	+3.310e+03	+1.024e+04	+0.288
9.200	+7.560e+03	+2.250e+03	+9.819e+03	+0.229
9.300	+8.404e+03	+2.955e+03	+9.704e+03	+0.260
9.400	+8.072e+03	+1.469e+03	+1.028e+04	+0.154
9.500	+6.211e+03	+3.211e+03	+1.077e+04	+0.341
9.600	+3.599e+03	+3.696e+03	+9.330e+03	+0.507
9.700	+5.715e+03	+5.643e+03	+1.003e+04	+0.497
9.800	+3.270e+03	+3.196e+03	+9.760e+03	+0.494
9.900	+6.048e+03	+5.558e+03	+1.042e+04	+0.479
10.000	+5.785e+03	+4.313e+03	+1.017e+04	+0.427
10.100	+3.989e+03	+4.443e+03	+1.015e+04	+0.527
10.200	+5.081e+03	+5.080e+03	+1.050e+04	+0.500
10.300	+6.039e+03	+5.348e+03	+9.237e+03	+0.470
10.400	+4.926e+03	+5.076e+03	+1.077e+04	+0.507
10.500	+6.203e+03	+4.293e+03	+9.942e+03	+0.409
10.600	+5.577e+03	+4.386e+03	+1.060e+04	+0.440
10.700	+5.607e+03	+5.336e+03	+1.071e+04	+0.488
10.800	+6.444e+03	+4.645e+03	+1.074e+04	+0.419
10.900	+5.258e+03	+4.996e+03	+9.984e+03	+0.487
11.000	+5.099e+03	+4.946e+03	+1.017e+04	+0.492
11.100	+5.637e+03	+4.342e+03	+8.227e+03	+0.435
11.200	+4.649e+03	+3.838e+03	+9.933e+03	+0.452
11.300	+4.805e+03	+4.985e+03	+1.011e+04	+0.509
11.400	+1.586e+03	+8.113e+03	+1.047e+04	+0.836
11.500	+1.585e+03	+7.946e+03	+1.059e+04	+0.834
11.600	+2.024e+03	+1.034e+04	+1.088e+04	+0.836
