%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+8.590e-01
2	2	+8.590e-01	+1.352e+00
1	1	+2.211e+00	+6.194e+00
2	2	+8.405e+00	+1.081e+00
3	3	+9.486e+00	+2.466e+00
2	2	+1.195e+01	+1.551e+00
3	3	+1.350e+01	+1.775e+00
1	1	+1.528e+01	+1.405e+00
2	2	+1.668e+01	+1.478e+00
1	1	+1.816e+01	+9.696e-01
2	2	+1.913e+01	+2.423e-01
3	3	+1.937e+01	+8.699e-01
2	2	+2.024e+01	+3.308e-01
1	1	+2.057e+01	+6.182e+00
2	2	+2.676e+01	+1.073e+00
1	1	+2.783e+01	+1.377e+00
2	2	+2.921e+01	+1.789e+00
1	1	+3.100e+01	+9.072e+00
2	2	+4.007e+01	+2.502e-01
3	3	+4.032e+01	+8.793e-01
2	2	+4.120e+01	+1.088e-01
3	3	+4.131e+01	+2.419e+00
2	2	+4.372e+01	+7.587e-01
3	3	+4.448e+01	+1.423e+00
2	2	+4.591e+01	+4.456e-02
3	3	+4.595e+01	+8.807e-01
2	2	+4.683e+01	+5.180e-01
3	3	+4.735e+01	+2.392e+00
2	2	+4.974e+01	+3.539e+00
3	3	+5.328e+01	+1.219e+00
2	2	+5.450e+01	+3.545e+00
3	3	+5.805e+01	+1.064e+00
0	0	+5.911e+01	+Inf
