%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.633e+03	+1.367e+03	+9.809e+03	+0.137
0.100	+8.184e+03	+1.547e+03	+8.779e+03	+0.159
0.200	+7.195e+03	+3.037e+03	+8.898e+03	+0.297
0.300	+6.993e+03	+2.251e+03	+9.760e+03	+0.243
0.400	+6.193e+03	+3.494e+03	+8.792e+03	+0.361
0.500	+6.614e+03	+4.371e+03	+1.158e+04	+0.398
0.600	+5.057e+03	+3.948e+03	+1.040e+04	+0.438
0.700	+5.413e+03	+4.749e+03	+9.363e+03	+0.467
0.800	+6.026e+03	+4.990e+03	+1.009e+04	+0.453
0.900	+5.527e+03	+4.181e+03	+1.102e+04	+0.431
1.000	+3.533e+03	+4.355e+03	+1.039e+04	+0.552
1.100	+4.447e+03	+5.031e+03	+9.272e+03	+0.531
1.200	+5.227e+03	+3.726e+03	+9.712e+03	+0.416
1.300	+4.214e+03	+5.419e+03	+9.756e+03	+0.563
1.400	+4.935e+03	+4.763e+03	+9.573e+03	+0.491
1.500	+4.919e+03	+3.605e+03	+1.017e+04	+0.423
1.600	+4.067e+03	+5.213e+03	+1.056e+04	+0.562
1.700	+5.850e+03	+4.517e+03	+1.056e+04	+0.436
1.800	+4.231e+03	+5.446e+03	+9.604e+03	+0.563
1.900	+4.408e+03	+4.346e+03	+1.058e+04	+0.496
2.000	+5.118e+03	+5.573e+03	+1.039e+04	+0.521
2.100	+4.911e+03	+4.459e+03	+1.066e+04	+0.476
2.200	+5.264e+03	+5.215e+03	+1.070e+04	+0.498
2.300	+5.215e+03	+4.828e+03	+9.543e+03	+0.481
2.400	+5.335e+03	+4.146e+03	+8.841e+03	+0.437
2.500	+4.291e+03	+5.697e+03	+1.043e+04	+0.570
2.600	+4.971e+03	+4.752e+03	+8.716e+03	+0.489
2.700	+5.128e+03	+5.644e+03	+1.005e+04	+0.524
2.800	+4.996e+03	+5.227e+03	+1.044e+04	+0.511
2.900	+6.026e+03	+3.599e+03	+9.982e+03	+0.374
3.000	+7.272e+03	+1.938e+03	+1.036e+04	+0.210
3.100	+7.825e+03	+2.490e+03	+9.232e+03	+0.241
3.200	+8.226e+03	+1.755e+03	+1.076e+04	+0.176
3.300	+7.702e+03	+2.326e+03	+9.178e+03	+0.232
3.400	+8.321e+03	+2.271e+03	+9.828e+03	+0.214
3.500	+7.905e+03	+1.060e+03	+9.873e+03	+0.118
3.600	+7.828e+03	+4.048e+03	+1.050e+04	+0.341
3.700	+7.670e+03	+1.446e+03	+1.103e+04	+0.159
3.800	+7.437e+03	+1.388e+03	+9.569e+03	+0.157
3.900	+8.196e+03	+3.104e+03	+9.691e+03	+0.275
4.000	+7.805e+03	+2.402e+03	+1.042e+04	+0.235
4.100	+8.030e+03	+2.354e+03	+1.001e+04	+0.227
4.200	+7.134e+03	+2.356e+03	+8.449e+03	+0.248
4.300	+7.270e+03	+2.124e+03	+9.938e+03	+0.226
4.400	+6.945e+03	+2.844e+03	+9.455e+03	+0.291
4.500	+6.727e+03	+3.036e+03	+9.843e+03	+0.311
4.600	+7.555e+03	+3.112e+03	+9.684e+03	+0.292
4.700	+7.514e+03	+3.465e+03	+9.645e+03	+0.316
4.800	+7.743e+03	+1.511e+03	+1.063e+04	+0.163
4.900	+7.461e+03	+1.708e+03	+1.021e+04	+0.186
5.000	+8.871e+03	+2.851e+03	+9.746e+03	+0.243
5.100	+6.807e+03	+2.706e+03	+1.077e+04	+0.284
5.200	+7.516e+03	+2.896e+03	+1.084e+04	+0.278
5.300	+7.725e+03	+2.738e+03	+9.578e+03	+0.262
5.400	+8.249e+03	+1.708e+03	+1.037e+04	+0.172
5.500	+7.994e+03	+5.181e+02	+1.064e+04	+0.061
5.600	+8.014e+03	+2.669e+03	+1.039e+04	+0.250
5.700	+7.367e+03	+2.450e+03	+9.195e+03	+0.250
5.800	+7.009e+03	+2.215e+03	+9.934e+03	+0.240
