%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.003e-01
3	3	+2.003e-01	+1.590e+00
1	1	+1.790e+00	+1.039e+00
2	2	+2.829e+00	+1.997e+00
3	3	+4.826e+00	+4.412e+00
2	2	+9.238e+00	+4.997e+00
3	3	+1.424e+01	+8.720e+00
1	1	+2.296e+01	+6.586e-01
2	2	+2.361e+01	+1.089e+01
1	1	+3.450e+01	+5.534e+00
2	2	+4.004e+01	+2.027e-02
3	3	+4.006e+01	+8.886e-02
2	2	+4.015e+01	+3.144e+00
3	3	+4.329e+01	+1.758e+00
2	2	+4.505e+01	+2.290e+00
1	1	+4.734e+01	+7.240e-01
2	2	+4.806e+01	+1.744e+00
3	3	+4.981e+01	+2.806e+00
2	2	+5.261e+01	+5.909e-01
1	1	+5.320e+01	+2.617e+00
2	2	+5.582e+01	+3.920e-01
3	3	+5.621e+01	+1.548e+00
1	1	+5.776e+01	+3.384e+00
2	2	+6.114e+01	+6.910e-01
3	3	+6.184e+01	+9.433e-01
2	2	+6.278e+01	+7.416e-02
3	3	+6.285e+01	+3.368e+00
2	2	+6.622e+01	+1.340e+00
3	3	+6.756e+01	+1.130e-01
0	0	+6.767e+01	+Inf
