%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.443e+00
2	2	+1.443e+00	+1.250e+00
1	1	+2.694e+00	+6.273e-01
2	2	+3.321e+00	+4.223e-01
3	3	+3.744e+00	+4.791e+00
2	2	+8.534e+00	+4.140e-02
3	3	+8.576e+00	+8.733e+00
2	2	+1.731e+01	+5.186e+00
3	3	+2.250e+01	+8.795e-01
2	2	+2.337e+01	+7.033e+00
3	3	+3.041e+01	+3.036e+00
2	2	+3.344e+01	+7.026e-02
3	3	+3.351e+01	+1.662e+00
2	2	+3.518e+01	+1.616e+00
3	3	+3.679e+01	+3.743e+00
2	2	+4.054e+01	+2.908e+00
3	3	+4.344e+01	+2.779e+00
2	2	+4.622e+01	+3.453e+00
3	3	+4.968e+01	+4.514e-01
2	2	+5.013e+01	+1.358e+00
3	3	+5.148e+01	+2.881e+00
2	2	+5.437e+01	+3.525e+00
3	3	+5.789e+01	+4.853e-01
2	2	+5.838e+01	+2.289e+00
3	3	+6.066e+01	+7.834e-01
2	2	+6.145e+01	+1.415e-01
3	3	+6.159e+01	+2.300e+00
2	2	+6.389e+01	+1.003e+00
3	3	+6.489e+01	+1.397e-01
2	2	+6.503e+01	+2.676e-01
1	1	+6.530e+01	+3.166e+00
2	2	+6.847e+01	+2.780e+00
3	3	+7.125e+01	+2.157e+00
2	2	+7.340e+01	+1.656e+00
3	3	+7.506e+01	+7.698e-01
2	2	+7.583e+01	+8.859e-01
3	3	+7.671e+01	+1.053e-01
2	2	+7.682e+01	+2.427e+00
3	3	+7.925e+01	+3.905e-01
2	2	+7.964e+01	+3.156e-01
1	1	+7.995e+01	+2.997e+00
2	2	+8.295e+01	+1.069e+00
3	3	+8.402e+01	+5.490e-01
2	2	+8.457e+01	+3.210e+00
1	1	+8.778e+01	+1.098e+00
2	2	+8.888e+01	+2.796e+00
3	3	+9.167e+01	+2.247e-01
2	2	+9.190e+01	+2.521e+00
3	3	+9.442e+01	+7.585e+00
2	2	+1.020e+02	+1.597e+00
1	1	+1.036e+02	+6.747e-01
0	0	+1.043e+02	+Inf
