%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.680e+03	+7.987e+03	+1.007e+04	+0.826
0.100	+3.114e+03	+7.789e+03	+1.006e+04	+0.714
0.200	+1.948e+03	+8.048e+03	+9.287e+03	+0.805
0.300	+1.065e+03	+7.504e+03	+8.996e+03	+0.876
0.400	+3.714e+03	+7.800e+03	+1.006e+04	+0.677
0.500	+2.261e+03	+8.605e+03	+1.027e+04	+0.792
0.600	+1.475e+03	+7.697e+03	+1.072e+04	+0.839
0.700	+2.988e+03	+7.810e+03	+8.744e+03	+0.723
0.800	+2.042e+03	+7.420e+03	+8.221e+03	+0.784
0.900	+2.887e+03	+6.860e+03	+9.574e+03	+0.704
1.000	+3.733e+03	+5.619e+03	+9.777e+03	+0.601
1.100	+6.178e+03	+4.718e+03	+1.051e+04	+0.433
1.200	+4.788e+03	+4.239e+03	+9.111e+03	+0.470
1.300	+6.368e+03	+3.573e+03	+9.780e+03	+0.359
1.400	+7.296e+03	+2.440e+03	+9.906e+03	+0.251
1.500	+8.352e+03	+3.534e+03	+1.019e+04	+0.297
1.600	+8.293e+03	+3.270e+03	+1.085e+04	+0.283
1.700	+7.277e+03	+2.217e+03	+1.004e+04	+0.234
1.800	+7.016e+03	+3.187e+03	+1.000e+04	+0.312
1.900	+6.186e+03	+2.971e+03	+9.896e+03	+0.324
2.000	+7.233e+03	+2.330e+03	+9.814e+03	+0.244
2.100	+7.024e+03	+2.225e+03	+8.984e+03	+0.241
2.200	+4.758e+03	+4.225e+03	+9.239e+03	+0.470
2.300	+6.285e+03	+4.717e+03	+1.029e+04	+0.429
2.400	+5.418e+03	+5.529e+03	+1.052e+04	+0.505
2.500	+5.646e+03	+5.671e+03	+1.095e+04	+0.501
2.600	+5.279e+03	+4.463e+03	+1.068e+04	+0.458
2.700	+4.340e+03	+5.127e+03	+9.125e+03	+0.542
2.800	+4.972e+03	+4.707e+03	+9.840e+03	+0.486
2.900	+4.779e+03	+4.907e+03	+8.005e+03	+0.507
3.000	+5.223e+03	+3.725e+03	+1.066e+04	+0.416
3.100	+4.977e+03	+4.553e+03	+9.351e+03	+0.478
3.200	+5.539e+03	+5.466e+03	+1.033e+04	+0.497
3.300	+5.216e+03	+4.134e+03	+1.023e+04	+0.442
3.400	+5.423e+03	+5.740e+03	+1.043e+04	+0.514
3.500	+5.216e+03	+5.561e+03	+9.908e+03	+0.516
3.600	+5.415e+03	+7.298e+03	+9.764e+03	+0.574
3.700	+5.253e+03	+4.628e+03	+9.786e+03	+0.468
3.800	+4.777e+03	+5.060e+03	+9.010e+03	+0.514
3.900	+6.172e+03	+6.121e+03	+9.713e+03	+0.498
4.000	+4.802e+03	+4.453e+03	+1.079e+04	+0.481
4.100	+5.213e+03	+6.351e+03	+9.787e+03	+0.549
4.200	+1.748e+03	+7.971e+03	+9.953e+03	+0.820
4.300	+1.475e+03	+7.058e+03	+9.969e+03	+0.827
4.400	+1.433e+03	+7.593e+03	+1.081e+04	+0.841
4.500	+2.874e+03	+8.266e+03	+9.949e+03	+0.742
4.600	+1.787e+03	+8.426e+03	+9.856e+03	+0.825
4.700	+1.436e+03	+6.090e+03	+1.057e+04	+0.809
4.800	+2.684e+03	+8.101e+03	+9.434e+03	+0.751
4.900	+2.403e+03	+7.843e+03	+1.012e+04	+0.765
5.000	+1.436e+03	+8.048e+03	+1.028e+04	+0.849
5.100	+2.690e+03	+7.815e+03	+9.535e+03	+0.744
5.200	+1.945e+03	+9.277e+03	+9.740e+03	+0.827
5.300	+4.281e+03	+6.187e+03	+1.017e+04	+0.591
5.400	+8.169e+03	+2.474e+03	+1.095e+04	+0.232
5.500	+5.848e+03	+2.612e+03	+1.071e+04	+0.309
5.600	+6.637e+03	+3.429e+03	+1.051e+04	+0.341
5.700	+7.029e+03	+2.439e+03	+9.677e+03	+0.258
5.800	+7.486e+03	+2.541e+03	+9.568e+03	+0.253
5.900	+6.766e+03	+2.485e+03	+1.014e+04	+0.269
6.000	+9.044e+03	+3.027e+03	+9.097e+03	+0.251
6.100	+6.596e+03	+1.643e+03	+1.006e+04	+0.199
6.200	+7.873e+03	+2.573e+03	+1.069e+04	+0.246
6.300	+7.927e+03	+1.981e+03	+9.381e+03	+0.200
6.400	+7.112e+03	+2.025e+03	+1.055e+04	+0.222
6.500	+8.356e+03	+1.401e+03	+1.043e+04	+0.144
6.600	+8.003e+03	+2.071e+03	+1.013e+04	+0.206
6.700	+6.390e+03	+1.454e+03	+1.075e+04	+0.185
6.800	+7.686e+03	+2.169e+03	+9.844e+03	+0.220
6.900	+8.649e+03	+3.096e+03	+9.700e+03	+0.264
7.000	+7.811e+03	+1.668e+03	+9.716e+03	+0.176
7.100	+6.536e+03	+1.743e+03	+9.835e+03	+0.211
7.200	+7.865e+03	+1.780e+03	+1.041e+04	+0.185
7.300	+8.635e+03	+2.162e+03	+1.098e+04	+0.200
7.400	+7.997e+03	+1.840e+03	+9.794e+03	+0.187
7.500	+6.915e+03	+3.468e+03	+1.043e+04	+0.334
7.600	+7.555e+03	+1.842e+03	+1.009e+04	+0.196
7.700	+8.287e+03	+2.821e+03	+1.056e+04	+0.254
7.800	+8.018e+03	+2.103e+03	+8.894e+03	+0.208
7.900	+7.548e+03	+2.993e+03	+1.006e+04	+0.284
8.000	+6.771e+03	+2.486e+03	+9.459e+03	+0.269
8.100	+7.825e+03	+1.969e+03	+9.563e+03	+0.201
8.200	+7.967e+03	+1.921e+03	+1.028e+04	+0.194
8.300	+5.890e+03	+2.784e+03	+9.755e+03	+0.321
8.400	+7.644e+03	+2.237e+03	+1.044e+04	+0.226
8.500	+7.730e+03	+2.329e+03	+1.014e+04	+0.232
8.600	+7.678e+03	+2.720e+03	+1.063e+04	+0.262
8.700	+7.661e+03	+1.735e+03	+9.149e+03	+0.185
8.800	+7.285e+03	+1.496e+03	+9.356e+03	+0.170
8.900	+6.266e+03	+2.143e+03	+9.801e+03	+0.255
9.000	+7.433e+03	+3.188e+03	+1.140e+04	+0.300
9.100	+7.388e+03	+2.596e+03	+1.026e+04	+0.260
