%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+5.396e+00
2	2	+5.396e+00	+5.914e+00
3	3	+1.131e+01	+3.998e+00
2	2	+1.531e+01	+1.604e+00
3	3	+1.691e+01	+2.719e+00
2	2	+1.963e+01	+2.085e-01
3	3	+1.984e+01	+8.417e-01
2	2	+2.068e+01	+9.133e+00
3	3	+2.981e+01	+1.623e-01
2	2	+2.998e+01	+9.848e-01
3	3	+3.096e+01	+3.403e+00
2	2	+3.436e+01	+7.819e+00
1	1	+4.218e+01	+2.200e-01
2	2	+4.240e+01	+2.428e+00
3	3	+4.483e+01	+4.122e-02
2	2	+4.487e+01	+4.902e-03
3	3	+4.488e+01	+1.687e+00
2	2	+4.657e+01	+1.294e+00
3	3	+4.786e+01	+3.061e+00
2	2	+5.092e+01	+5.682e-01
3	3	+5.149e+01	+2.507e+00
2	2	+5.399e+01	+1.599e+00
1	1	+5.559e+01	+3.417e+00
2	2	+5.901e+01	+3.643e-01
3	3	+5.938e+01	+3.835e+00
2	2	+6.321e+01	+3.818e-01
3	3	+6.359e+01	+1.546e+00
2	2	+6.514e+01	+3.952e+00
3	3	+6.909e+01	+7.656e-02
2	2	+6.917e+01	+1.482e+00
3	3	+7.065e+01	+1.103e+00
2	2	+7.175e+01	+3.085e+00
1	1	+7.484e+01	+6.529e+00
2	2	+8.137e+01	+4.451e-01
3	3	+8.181e+01	+1.327e+00
1	1	+8.314e+01	+1.578e+00
2	2	+8.472e+01	+8.501e-01
3	3	+8.557e+01	+5.440e-01
2	2	+8.611e+01	+5.943e-01
1	1	+8.671e+01	+5.966e+00
2	2	+9.267e+01	+4.216e-01
1	1	+9.309e+01	+2.825e+00
2	2	+9.592e+01	+2.267e+00
1	1	+9.818e+01	+2.308e+00
2	2	+1.005e+02	+2.780e-01
3	3	+1.008e+02	+3.062e-01
2	2	+1.011e+02	+8.527e-01
1	1	+1.019e+02	+2.496e+00
2	2	+1.044e+02	+8.598e-01
3	3	+1.053e+02	+1.034e+00
2	2	+1.063e+02	+1.160e+00
3	3	+1.075e+02	+4.702e+00
2	2	+1.122e+02	+1.558e-02
0	0	+1.122e+02	+Inf
