%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+7.668e-01
2	2	+7.668e-01	+3.036e+00
3	3	+3.803e+00	+5.302e-01
2	2	+4.333e+00	+2.652e+00
3	3	+6.984e+00	+1.037e+01
1	1	+1.736e+01	+2.870e+00
2	2	+2.022e+01	+3.551e+00
3	3	+2.378e+01	+1.725e+00
2	2	+2.550e+01	+1.349e+00
3	3	+2.685e+01	+2.473e+00
2	2	+2.932e+01	+4.819e-01
3	3	+2.980e+01	+7.717e-01
2	2	+3.058e+01	+2.862e+00
3	3	+3.344e+01	+9.613e-01
2	2	+3.440e+01	+1.019e+00
3	3	+3.542e+01	+2.722e+00
2	2	+3.814e+01	+1.483e+00
3	3	+3.962e+01	+5.742e-02
1	1	+3.968e+01	+3.078e+00
2	2	+4.276e+01	+1.503e+00
3	3	+4.426e+01	+1.767e+00
2	2	+4.603e+01	+3.893e+00
3	3	+4.992e+01	+3.244e-01
2	2	+5.025e+01	+3.856e-01
3	3	+5.063e+01	+4.832e-01
2	2	+5.111e+01	+1.026e+00
3	3	+5.214e+01	+1.120e+00
2	2	+5.326e+01	+1.121e+00
3	3	+5.438e+01	+9.599e-01
2	2	+5.534e+01	+8.853e+00
1	1	+6.419e+01	+1.092e+01
2	2	+7.511e+01	+4.510e+00
1	1	+7.962e+01	+1.695e+00
2	2	+8.132e+01	+2.184e+00
3	3	+8.350e+01	+4.328e+00
2	2	+8.783e+01	+1.668e+00
3	3	+8.950e+01	+8.931e-01
2	2	+9.039e+01	+3.527e+00
1	1	+9.392e+01	+2.972e+00
2	2	+9.689e+01	+1.039e+00
1	1	+9.793e+01	+4.624e-01
2	2	+9.839e+01	+9.270e+00
3	3	+1.077e+02	+1.777e-02
1	1	+1.077e+02	+7.149e+00
2	2	+1.148e+02	+8.075e-01
3	3	+1.156e+02	+3.101e-01
2	2	+1.159e+02	+4.351e+00
1	1	+1.203e+02	+4.165e-01
2	2	+1.207e+02	+3.507e+00
3	3	+1.242e+02	+1.881e+00
2	2	+1.261e+02	+5.648e+00
3	3	+1.317e+02	+1.207e+00
1	1	+1.330e+02	+4.962e-01
2	2	+1.334e+02	+1.386e+00
1	1	+1.348e+02	+9.065e+00
2	2	+1.439e+02	+1.355e+00
3	3	+1.453e+02	+3.731e+00
2	2	+1.490e+02	+3.648e-01
3	3	+1.494e+02	+3.536e+00
2	2	+1.529e+02	+1.590e-01
3	3	+1.530e+02	+1.499e+00
2	2	+1.545e+02	+1.445e+00
3	3	+1.560e+02	+2.356e-01
2	2	+1.562e+02	+3.826e-01
3	3	+1.566e+02	+6.555e-01
2	2	+1.573e+02	+8.602e-01
3	3	+1.581e+02	+4.017e-01
2	2	+1.585e+02	+5.928e+00
3	3	+1.645e+02	+6.415e-02
2	2	+1.645e+02	+1.637e+00
3	3	+1.662e+02	+3.400e+00
2	2	+1.696e+02	+7.850e-01
1	1	+1.703e+02	+1.878e-01
2	2	+1.705e+02	+1.890e+00
3	3	+1.724e+02	+2.030e+00
1	1	+1.744e+02	+1.301e+00
2	2	+1.757e+02	+2.112e-01
1	1	+1.760e+02	+1.641e+00
2	2	+1.776e+02	+1.351e+00
3	3	+1.790e+02	+5.821e+00
2	2	+1.848e+02	+1.112e-01
1	1	+1.849e+02	+1.219e+00
2	2	+1.861e+02	+5.446e+00
3	3	+1.916e+02	+1.597e+00
2	2	+1.931e+02	+3.110e-01
3	3	+1.935e+02	+1.303e+00
2	2	+1.948e+02	+5.772e-01
3	3	+1.953e+02	+2.152e-01
2	2	+1.956e+02	+1.410e+00
3	3	+1.970e+02	+1.685e-01
2	2	+1.971e+02	+4.036e-01
3	3	+1.975e+02	+3.203e+00
2	2	+2.007e+02	+5.307e-01
3	3	+2.013e+02	+5.204e-02
1	1	+2.013e+02	+9.452e-01
2	2	+2.023e+02	+5.156e-01
3	3	+2.028e+02	+1.105e+00
2	2	+2.039e+02	+6.115e+00
1	1	+2.100e+02	+2.919e+00
2	2	+2.129e+02	+2.074e-01
