%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+5.986e-01
3	3	+5.986e-01	+2.465e+00
2	2	+3.064e+00	+1.123e+00
3	3	+4.187e+00	+2.098e+00
2	2	+6.284e+00	+1.128e+00
3	3	+7.412e+00	+1.521e+00
2	2	+8.932e+00	+3.172e+00
3	3	+1.210e+01	+6.719e+00
2	2	+1.882e+01	+1.676e+00
1	1	+2.050e+01	+1.468e+00
2	2	+2.197e+01	+2.164e+00
3	3	+2.413e+01	+7.100e-01
2	2	+2.484e+01	+3.904e+00
3	3	+2.874e+01	+2.537e+00
2	2	+3.128e+01	+1.162e-01
3	3	+3.140e+01	+2.448e-02
1	1	+3.142e+01	+7.433e+00
2	2	+3.886e+01	+5.666e-01
3	3	+3.942e+01	+2.060e+00
1	1	+4.148e+01	+2.629e-01
2	2	+4.174e+01	+3.769e+00
3	3	+4.551e+01	+6.548e-01
2	2	+4.617e+01	+7.322e+00
1	1	+5.349e+01	+3.759e-01
2	2	+5.387e+01	+1.377e+00
1	1	+5.524e+01	+1.879e+00
2	2	+5.712e+01	+2.275e+00
3	3	+5.940e+01	+3.705e-01
1	1	+5.977e+01	+5.834e+00
2	2	+6.560e+01	+3.156e+00
3	3	+6.876e+01	+1.476e+00
2	2	+7.023e+01	+3.762e+00
3	3	+7.400e+01	+9.159e+00
1	1	+8.315e+01	+1.684e+00
2	2	+8.484e+01	+8.709e-01
3	3	+8.571e+01	+4.365e-01
2	2	+8.615e+01	+4.694e+00
3	3	+9.084e+01	+5.807e-01
2	2	+9.142e+01	+1.225e-01
0	0	+9.154e+01	+Inf
