%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+3.700e+00
1	1	+3.700e+00	+4.368e+00
2	2	+8.068e+00	+1.081e+00
1	1	+9.148e+00	+3.220e+00
2	2	+1.237e+01	+5.506e+00
1	1	+1.787e+01	+9.783e+00
2	2	+2.766e+01	+5.227e+00
1	1	+3.288e+01	+7.821e+00
2	2	+4.071e+01	+1.062e+00
1	1	+4.177e+01	+8.476e-01
3	3	+4.262e+01	+1.125e+01
2	2	+5.386e+01	+3.685e+00
1	1	+5.755e+01	+2.232e+00
3	3	+5.978e+01	+2.803e+01
2	2	+8.781e+01	+3.194e+00
1	1	+9.100e+01	+9.890e+00
3	3	+1.009e+02	+4.038e+00
2	2	+1.049e+02	+1.038e+00
1	1	+1.060e+02	+4.106e+00
2	2	+1.101e+02	+1.196e+00
1	1	+1.113e+02	+3.050e+00
2	2	+1.143e+02	+7.375e-01
1	1	+1.151e+02	+1.934e-01
2	2	+1.153e+02	+2.364e+00
1	1	+1.176e+02	+2.159e+00
3	3	+1.198e+02	+1.725e+01
2	2	+1.370e+02	+1.461e+00
1	1	+1.385e+02	+6.609e+00
2	2	+1.451e+02	+1.649e+00
1	1	+1.467e+02	+5.689e+00
2	2	+1.524e+02	+1.825e+00
1	1	+1.543e+02	+2.910e+00
3	3	+1.572e+02	+1.080e-01
2	2	+1.573e+02	+1.650e+00
1	1	+1.589e+02	+3.302e-01
2	2	+1.593e+02	+6.698e+00
1	1	+1.660e+02	+4.937e+01
2	2	+2.153e+02	+1.710e+00
1	1	+2.170e+02	+2.593e+00
3	3	+2.196e+02	+1.998e+00
2	2	+2.216e+02	+3.380e+00
1	1	+2.250e+02	+1.301e+01
2	2	+2.380e+02	+2.722e+00
1	1	+2.407e+02	+3.433e+01
3	3	+2.751e+02	+9.631e-01
2	2	+2.760e+02	+3.338e+00
1	1	+2.794e+02	+5.188e+00
2	2	+2.846e+02	+3.843e+00
1	1	+2.884e+02	+7.465e+00
3	3	+2.959e+02	+4.468e+01
1	1	+3.405e+02	+5.196e+00
2	2	+3.457e+02	+1.062e+01
1	1	+3.564e+02	+2.612e+00
3	3	+3.590e+02	+1.210e+01
1	1	+3.711e+02	+1.588e+00
2	2	+3.727e+02	+1.402e+00
1	1	+3.741e+02	+9.074e+00
3	3	+3.831e+02	+1.827e+01
2	2	+4.014e+02	+2.685e+00
1	1	+4.041e+02	+2.756e+00
3	3	+4.068e+02	+4.022e+00
2	2	+4.109e+02	+6.732e+00
1	1	+4.176e+02	+7.627e-01
2	2	+4.184e+02	+2.661e+00
1	1	+4.210e+02	+4.577e+00
3	3	+4.256e+02	+2.011e+01
1	1	+4.457e+02	+4.875e+00
2	2	+4.506e+02	+7.750e+00
1	1	+4.583e+02	+1.953e+00
2	2	+4.603e+02	+4.803e-01
1	1	+4.608e+02	+8.655e+00
2	2	+4.694e+02	+8.864e+00
1	1	+4.783e+02	+1.234e+01
3	3	+4.906e+02	+9.369e+00
0	0	+5.000e+02	+Inf
