%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.218e+03	+4.788e+03	+9.969e+03	+0.532
0.100	+4.447e+03	+5.101e+03	+9.343e+03	+0.534
0.200	+4.187e+03	+4.284e+03	+1.056e+04	+0.506
0.300	+4.516e+03	+4.464e+03	+9.910e+03	+0.497
0.400	+3.941e+03	+4.855e+03	+1.031e+04	+0.552
0.500	+5.118e+03	+4.638e+03	+9.897e+03	+0.475
0.600	+5.716e+03	+5.495e+03	+9.461e+03	+0.490
0.700	+4.233e+03	+4.126e+03	+9.575e+03	+0.494
0.800	+4.933e+03	+5.342e+03	+8.748e+03	+0.520
0.900	+4.960e+03	+5.416e+03	+9.403e+03	+0.522
1.000	+4.653e+03	+4.256e+03	+1.053e+04	+0.478
1.100	+4.708e+03	+3.956e+03	+1.028e+04	+0.457
1.200	+5.263e+03	+3.791e+03	+9.703e+03	+0.419
1.300	+7.430e+03	+1.760e+03	+1.047e+04	+0.192
1.400	+8.826e+03	+1.592e+03	+9.821e+03	+0.153
1.500	+7.704e+03	+2.451e+03	+9.910e+03	+0.241
1.600	+8.395e+03	+3.083e+03	+1.025e+04	+0.269
1.700	+6.791e+03	+1.815e+03	+1.023e+04	+0.211
1.800	+7.833e+03	+4.003e+03	+9.766e+03	+0.338
1.900	+6.943e+03	+3.755e+03	+9.411e+03	+0.351
2.000	+6.746e+03	+1.830e+03	+9.260e+03	+0.213
2.100	+7.281e+03	+2.240e+03	+9.835e+03	+0.235
2.200	+8.508e+03	+1.747e+03	+1.045e+04	+0.170
2.300	+7.198e+03	+2.834e+03	+1.120e+04	+0.283
2.400	+6.334e+03	+2.633e+03	+1.058e+04	+0.294
2.500	+8.096e+03	+1.780e+03	+9.664e+03	+0.180
2.600	+8.298e+03	+1.551e+03	+1.042e+04	+0.157
2.700	+8.546e+03	+3.535e+03	+1.048e+04	+0.293
2.800	+7.139e+03	+1.812e+03	+9.850e+03	+0.202
2.900	+7.007e+03	+1.164e+03	+8.710e+03	+0.142
3.000	+6.882e+03	+3.971e+03	+9.948e+03	+0.366
