%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.410e+01
3	3	+1.410e+01	+6.564e-02
1	1	+1.417e+01	+1.068e+00
2	2	+1.524e+01	+3.904e+00
1	1	+1.914e+01	+5.021e+00
2	2	+2.416e+01	+4.436e+00
1	1	+2.860e+01	+2.621e+00
2	2	+3.122e+01	+5.103e+00
1	1	+3.632e+01	+2.949e+00
2	2	+3.927e+01	+3.841e+00
1	1	+4.311e+01	+2.201e+00
2	2	+4.531e+01	+4.943e+00
1	1	+5.026e+01	+1.657e+00
3	3	+5.191e+01	+3.095e+01
2	2	+8.286e+01	+1.359e+00
1	1	+8.422e+01	+1.111e+01
2	2	+9.533e+01	+1.060e+01
1	1	+1.059e+02	+1.847e-01
2	2	+1.061e+02	+1.713e+00
1	1	+1.078e+02	+2.370e+01
2	2	+1.315e+02	+3.284e+00
1	1	+1.348e+02	+4.044e+00
3	3	+1.389e+02	+1.407e+00
1	1	+1.403e+02	+2.645e+00
3	3	+1.429e+02	+2.812e+00
2	2	+1.457e+02	+2.660e+00
1	1	+1.484e+02	+2.243e+00
2	2	+1.506e+02	+7.626e-01
1	1	+1.514e+02	+1.625e+01
2	2	+1.676e+02	+2.816e+00
1	1	+1.705e+02	+1.328e+00
2	2	+1.718e+02	+2.216e+01
1	1	+1.939e+02	+2.429e+00
3	3	+1.964e+02	+2.727e+01
2	2	+2.236e+02	+2.986e-01
1	1	+2.239e+02	+3.417e+00
3	3	+2.274e+02	+1.061e+00
2	2	+2.284e+02	+5.474e+00
1	1	+2.339e+02	+8.678e+00
2	2	+2.426e+02	+5.254e-01
1	1	+2.431e+02	+3.303e-01
3	3	+2.434e+02	+1.084e+01
2	2	+2.543e+02	+1.543e+01
1	1	+2.697e+02	+1.721e+01
2	2	+2.869e+02	+6.816e+00
1	1	+2.937e+02	+1.294e+01
2	2	+3.067e+02	+1.479e+01
1	1	+3.215e+02	+6.229e-01
3	3	+3.221e+02	+7.615e+00
2	2	+3.297e+02	+1.842e+00
1	1	+3.315e+02	+2.053e+01
2	2	+3.521e+02	+3.459e+00
1	1	+3.555e+02	+5.719e+00
2	2	+3.612e+02	+2.969e+00
1	1	+3.642e+02	+1.239e+01
2	2	+3.766e+02	+5.918e+00
1	1	+3.825e+02	+2.065e+00
2	2	+3.846e+02	+1.585e+00
1	1	+3.862e+02	+1.106e+01
3	3	+3.972e+02	+9.459e+00
2	2	+4.067e+02	+5.124e+00
1	1	+4.118e+02	+2.385e+00
3	3	+4.142e+02	+3.849e+00
1	1	+4.180e+02	+2.550e+00
2	2	+4.206e+02	+2.194e+00
1	1	+4.228e+02	+1.763e+00
2	2	+4.246e+02	+6.474e+00
1	1	+4.310e+02	+5.758e+00
2	2	+4.368e+02	+2.729e+00
1	1	+4.395e+02	+1.545e+01
3	3	+4.550e+02	+3.215e+00
1	1	+4.582e+02	+2.329e-01
2	2	+4.584e+02	+2.243e+00
1	1	+4.607e+02	+3.011e+00
2	2	+4.637e+02	+8.514e-01
1	1	+4.645e+02	+5.371e-01
2	2	+4.651e+02	+5.718e-01
1	1	+4.656e+02	+2.644e-02
2	2	+4.657e+02	+2.205e+00
1	1	+4.679e+02	+6.088e+00
2	2	+4.739e+02	+1.137e+00
1	1	+4.751e+02	+1.297e+00
2	2	+4.764e+02	+1.705e-01
1	1	+4.766e+02	+2.678e+00
2	2	+4.792e+02	+9.775e+00
1	1	+4.890e+02	+8.209e+00
3	3	+4.972e+02	+2.178e+00
1	1	+4.994e+02	+6.070e-01
0	0	+5.000e+02	+Inf
