%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.310e+03	+2.324e+03	+8.991e+03	+0.241
0.100	+8.525e+03	+2.987e+03	+9.880e+03	+0.259
0.200	+6.782e+03	+2.755e+03	+9.889e+03	+0.289
0.300	+6.779e+03	+3.805e+03	+9.738e+03	+0.359
0.400	+7.692e+03	+2.032e+03	+9.323e+03	+0.209
0.500	+8.476e+03	+1.402e+03	+8.657e+03	+0.142
0.600	+7.548e+03	+3.064e+03	+1.043e+04	+0.289
0.700	+8.276e+03	+1.331e+03	+1.038e+04	+0.139
0.800	+7.927e+03	+1.994e+03	+8.327e+03	+0.201
0.900	+6.196e+03	+2.090e+03	+1.028e+04	+0.252
1.000	+5.918e+03	+3.222e+03	+9.044e+03	+0.353
1.100	+6.815e+03	+3.267e+03	+8.611e+03	+0.324
1.200	+7.157e+03	+1.250e+03	+1.112e+04	+0.149
1.300	+7.641e+03	+2.185e+03	+1.070e+04	+0.222
1.400	+7.762e+03	+2.309e+03	+9.897e+03	+0.229
1.500	+7.099e+03	+1.451e+03	+9.826e+03	+0.170
1.600	+8.196e+03	+3.888e+03	+9.966e+03	+0.322
1.700	+7.302e+03	+2.794e+03	+9.495e+03	+0.277
1.800	+7.242e+03	+2.022e+03	+1.121e+04	+0.218
1.900	+6.917e+03	+3.058e+03	+9.840e+03	+0.307
2.000	+6.900e+03	+2.913e+03	+1.056e+04	+0.297
2.100	+6.761e+03	+2.154e+03	+9.766e+03	+0.242
2.200	+7.793e+03	+3.043e+03	+1.070e+04	+0.281
2.300	+6.831e+03	+3.037e+03	+1.039e+04	+0.308
2.400	+7.101e+03	+2.690e+03	+1.053e+04	+0.275
2.500	+6.686e+03	+2.382e+03	+1.016e+04	+0.263
2.600	+7.134e+03	+3.076e+03	+9.625e+03	+0.301
2.700	+8.412e+03	+3.293e+03	+1.075e+04	+0.281
2.800	+8.242e+03	+3.332e+03	+1.006e+04	+0.288
2.900	+7.372e+03	+3.323e+03	+1.025e+04	+0.311
3.000	+7.715e+03	+1.274e+03	+9.445e+03	+0.142
3.100	+8.341e+03	+2.810e+03	+9.659e+03	+0.252
3.200	+7.137e+03	+2.355e+03	+8.907e+03	+0.248
3.300	+6.540e+03	+2.164e+03	+9.711e+03	+0.249
3.400	+8.950e+03	+3.338e+03	+1.008e+04	+0.272
3.500	+7.913e+03	+2.557e+03	+8.761e+03	+0.244
3.600	+7.823e+03	+3.062e+03	+1.110e+04	+0.281
3.700	+7.693e+03	+2.483e+03	+8.866e+03	+0.244
3.800	+7.787e+03	+3.042e+03	+1.066e+04	+0.281
3.900	+7.913e+03	+2.513e+03	+9.364e+03	+0.241
4.000	+7.954e+03	+2.629e+03	+8.737e+03	+0.248
4.100	+8.584e+03	+3.002e+03	+1.109e+04	+0.259
4.200	+7.599e+03	+2.502e+03	+9.497e+03	+0.248
4.300	+8.491e+03	+3.140e+03	+1.070e+04	+0.270
4.400	+6.858e+03	+2.432e+03	+8.885e+03	+0.262
4.500	+7.160e+03	+2.780e+03	+9.459e+03	+0.280
4.600	+7.125e+03	+2.365e+03	+9.510e+03	+0.249
4.700	+8.472e+03	+2.710e+03	+8.735e+03	+0.242
4.800	+7.475e+03	+2.452e+03	+1.083e+04	+0.247
4.900	+7.160e+03	+3.380e+03	+9.562e+03	+0.321
5.000	+6.328e+03	+3.379e+03	+8.964e+03	+0.348
5.100	+5.117e+03	+5.174e+03	+9.513e+03	+0.503
5.200	+5.208e+03	+4.547e+03	+9.110e+03	+0.466
5.300	+3.922e+03	+5.937e+03	+1.025e+04	+0.602
5.400	+3.740e+03	+5.011e+03	+9.590e+03	+0.573
5.500	+4.500e+03	+5.559e+03	+1.087e+04	+0.553
5.600	+5.311e+03	+4.967e+03	+9.314e+03	+0.483
5.700	+4.645e+03	+3.904e+03	+1.039e+04	+0.457
5.800	+4.478e+03	+5.206e+03	+1.030e+04	+0.538
5.900	+3.916e+03	+4.990e+03	+9.957e+03	+0.560
6.000	+4.884e+03	+4.222e+03	+1.018e+04	+0.464
6.100	+5.723e+03	+6.145e+03	+1.083e+04	+0.518
6.200	+4.673e+03	+5.818e+03	+1.103e+04	+0.555
6.300	+5.567e+03	+4.914e+03	+9.997e+03	+0.469
6.400	+5.298e+03	+5.119e+03	+9.623e+03	+0.491
6.500	+4.937e+03	+4.199e+03	+9.599e+03	+0.460
6.600	+3.899e+03	+4.933e+03	+9.800e+03	+0.559
6.700	+4.900e+03	+5.355e+03	+1.043e+04	+0.522
6.800	+4.914e+03	+4.756e+03	+9.191e+03	+0.492
6.900	+5.395e+03	+4.955e+03	+9.772e+03	+0.479
7.000	+5.585e+03	+4.409e+03	+1.008e+04	+0.441
7.100	+5.784e+03	+5.630e+03	+9.777e+03	+0.493
7.200	+5.585e+03	+3.873e+03	+9.242e+03	+0.409
7.300	+5.302e+03	+4.983e+03	+1.008e+04	+0.485
7.400	+5.319e+03	+4.931e+03	+9.935e+03	+0.481
