%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.269e+03	+4.146e+03	+9.398e+03	+0.559
0.100	+4.826e+03	+5.204e+03	+1.036e+04	+0.519
0.200	+5.003e+03	+5.609e+03	+1.096e+04	+0.529
0.300	+5.447e+03	+5.798e+03	+1.079e+04	+0.516
0.400	+4.390e+03	+4.954e+03	+9.125e+03	+0.530
0.500	+5.028e+03	+3.523e+03	+9.581e+03	+0.412
0.600	+4.709e+03	+5.585e+03	+9.637e+03	+0.543
0.700	+3.936e+03	+5.097e+03	+1.003e+04	+0.564
0.800	+4.657e+03	+5.003e+03	+1.159e+04	+0.518
0.900	+5.612e+03	+4.224e+03	+1.072e+04	+0.429
1.000	+5.146e+03	+6.011e+03	+9.192e+03	+0.539
1.100	+5.373e+03	+4.811e+03	+9.935e+03	+0.472
1.200	+4.275e+03	+5.517e+03	+1.056e+04	+0.563
1.300	+4.579e+03	+4.952e+03	+9.123e+03	+0.520
1.400	+5.570e+03	+6.768e+03	+9.863e+03	+0.549
1.500	+3.870e+03	+4.870e+03	+1.006e+04	+0.557
1.600	+5.012e+03	+5.352e+03	+9.822e+03	+0.516
1.700	+4.819e+03	+4.492e+03	+1.119e+04	+0.482
1.800	+5.086e+03	+4.166e+03	+1.051e+04	+0.450
1.900	+4.466e+03	+4.020e+03	+1.119e+04	+0.474
2.000	+4.012e+03	+6.699e+03	+9.959e+03	+0.625
2.100	+5.477e+03	+4.652e+03	+1.106e+04	+0.459
2.200	+6.938e+03	+4.681e+03	+8.382e+03	+0.403
2.300	+4.902e+03	+3.844e+03	+9.516e+03	+0.440
2.400	+6.016e+03	+5.871e+03	+8.886e+03	+0.494
2.500	+5.039e+03	+7.013e+03	+9.939e+03	+0.582
2.600	+4.328e+03	+5.109e+03	+9.605e+03	+0.541
2.700	+4.758e+03	+6.465e+03	+8.994e+03	+0.576
2.800	+4.063e+03	+6.016e+03	+9.348e+03	+0.597
2.900	+4.927e+03	+3.788e+03	+1.083e+04	+0.435
3.000	+4.660e+03	+5.722e+03	+1.062e+04	+0.551
3.100	+5.305e+03	+4.730e+03	+9.502e+03	+0.471
3.200	+4.772e+03	+5.938e+03	+1.019e+04	+0.554
3.300	+4.008e+03	+4.632e+03	+1.017e+04	+0.536
3.400	+5.175e+03	+5.099e+03	+9.812e+03	+0.496
3.500	+5.930e+03	+6.150e+03	+1.049e+04	+0.509
3.600	+3.815e+03	+6.193e+03	+9.928e+03	+0.619
3.700	+5.792e+03	+5.341e+03	+9.606e+03	+0.480
3.800	+3.689e+03	+3.838e+03	+8.936e+03	+0.510
3.900	+5.744e+03	+4.842e+03	+1.101e+04	+0.457
4.000	+5.003e+03	+5.449e+03	+9.542e+03	+0.521
4.100	+3.623e+03	+4.875e+03	+9.287e+03	+0.574
4.200	+5.303e+03	+5.079e+03	+1.084e+04	+0.489
4.300	+5.450e+03	+5.483e+03	+1.091e+04	+0.501
4.400	+5.782e+03	+5.003e+03	+9.098e+03	+0.464
4.500	+5.310e+03	+4.256e+03	+9.245e+03	+0.445
4.600	+4.733e+03	+5.551e+03	+9.614e+03	+0.540
4.700	+3.834e+03	+4.162e+03	+1.088e+04	+0.521
4.800	+6.001e+03	+4.791e+03	+9.687e+03	+0.444
4.900	+5.402e+03	+3.792e+03	+9.836e+03	+0.412
5.000	+5.206e+03	+4.833e+03	+9.733e+03	+0.481
5.100	+5.071e+03	+4.554e+03	+9.789e+03	+0.473
5.200	+5.869e+03	+5.206e+03	+1.106e+04	+0.470
5.300	+5.073e+03	+5.627e+03	+9.169e+03	+0.526
5.400	+4.135e+03	+5.237e+03	+1.030e+04	+0.559
5.500	+4.685e+03	+4.813e+03	+9.378e+03	+0.507
5.600	+6.074e+03	+4.042e+03	+1.018e+04	+0.400
5.700	+4.921e+03	+5.559e+03	+1.020e+04	+0.530
5.800	+4.381e+03	+5.640e+03	+1.011e+04	+0.563
5.900	+5.180e+03	+5.092e+03	+1.101e+04	+0.496
6.000	+5.865e+03	+4.125e+03	+9.686e+03	+0.413
6.100	+5.193e+03	+6.070e+03	+9.984e+03	+0.539
6.200	+5.666e+03	+4.618e+03	+1.034e+04	+0.449
6.300	+4.704e+03	+4.094e+03	+1.038e+04	+0.465
6.400	+4.707e+03	+5.098e+03	+1.092e+04	+0.520
6.500	+5.615e+03	+4.545e+03	+1.020e+04	+0.447
6.600	+4.340e+03	+5.829e+03	+9.465e+03	+0.573
6.700	+4.732e+03	+4.336e+03	+1.027e+04	+0.478
6.800	+4.918e+03	+5.267e+03	+1.043e+04	+0.517
6.900	+4.483e+03	+5.470e+03	+9.395e+03	+0.550
7.000	+5.288e+03	+4.089e+03	+9.046e+03	+0.436
7.100	+5.058e+03	+4.259e+03	+9.812e+03	+0.457
7.200	+5.600e+03	+5.335e+03	+9.804e+03	+0.488
7.300	+4.571e+03	+5.056e+03	+9.762e+03	+0.525
7.400	+6.085e+03	+5.518e+03	+1.001e+04	+0.476
7.500	+5.974e+03	+3.843e+03	+1.008e+04	+0.391
7.600	+4.182e+03	+4.780e+03	+9.625e+03	+0.533
7.700	+3.691e+03	+4.470e+03	+1.185e+04	+0.548
7.800	+4.459e+03	+5.194e+03	+9.662e+03	+0.538
7.900	+6.010e+03	+5.131e+03	+1.099e+04	+0.461
8.000	+6.025e+03	+5.738e+03	+1.093e+04	+0.488
8.100	+4.686e+03	+6.014e+03	+1.032e+04	+0.562
8.200	+5.232e+03	+5.385e+03	+1.011e+04	+0.507
8.300	+4.760e+03	+5.034e+03	+1.139e+04	+0.514
8.400	+4.934e+03	+5.417e+03	+9.656e+03	+0.523
8.500	+4.761e+03	+4.606e+03	+9.544e+03	+0.492
8.600	+4.960e+03	+5.367e+03	+1.042e+04	+0.520
8.700	+5.159e+03	+5.257e+03	+1.012e+04	+0.505
8.800	+4.558e+03	+4.145e+03	+1.081e+04	+0.476
8.900	+5.603e+03	+5.932e+03	+9.773e+03	+0.514
9.000	+5.683e+03	+3.982e+03	+1.053e+04	+0.412
9.100	+5.458e+03	+5.191e+03	+9.982e+03	+0.487
9.200	+4.470e+03	+4.455e+03	+1.109e+04	+0.499
9.300	+5.790e+03	+4.632e+03	+9.703e+03	+0.444
9.400	+6.459e+03	+5.852e+03	+9.394e+03	+0.475
9.500	+5.680e+03	+4.006e+03	+9.887e+03	+0.414
9.600	+4.128e+03	+5.326e+03	+9.990e+03	+0.563
9.700	+3.804e+03	+4.850e+03	+9.739e+03	+0.560
9.800	+5.206e+03	+5.080e+03	+8.960e+03	+0.494
9.900	+5.158e+03	+4.467e+03	+9.692e+03	+0.464
10.000	+3.732e+03	+4.735e+03	+1.078e+04	+0.559
10.100	+5.185e+03	+5.248e+03	+1.049e+04	+0.503
10.200	+4.756e+03	+3.744e+03	+9.984e+03	+0.440
10.300	+4.848e+03	+5.254e+03	+9.955e+03	+0.520
10.400	+4.100e+03	+4.427e+03	+1.040e+04	+0.519
10.500	+5.412e+03	+5.929e+03	+9.835e+03	+0.523
10.600	+5.986e+03	+3.975e+03	+9.866e+03	+0.399
10.700	+3.672e+03	+4.102e+03	+9.983e+03	+0.528
10.800	+6.230e+03	+5.317e+03	+1.023e+04	+0.460
10.900	+5.415e+03	+4.616e+03	+8.343e+03	+0.460
11.000	+6.685e+03	+5.305e+03	+1.108e+04	+0.442
11.100	+4.548e+03	+5.323e+03	+9.907e+03	+0.539
11.200	+5.155e+03	+4.391e+03	+9.326e+03	+0.460
11.300	+5.929e+03	+4.254e+03	+1.009e+04	+0.418
11.400	+5.596e+03	+5.181e+03	+1.066e+04	+0.481
11.500	+5.822e+03	+5.004e+03	+9.836e+03	+0.462
11.600	+4.949e+03	+3.821e+03	+9.788e+03	+0.436
11.700	+4.515e+03	+5.202e+03	+9.822e+03	+0.535
11.800	+5.790e+03	+5.874e+03	+1.140e+04	+0.504
11.900	+5.114e+03	+4.769e+03	+8.898e+03	+0.483
12.000	+5.307e+03	+3.769e+03	+1.064e+04	+0.415
12.100	+5.833e+03	+4.659e+03	+1.055e+04	+0.444
12.200	+5.051e+03	+3.912e+03	+1.006e+04	+0.436
12.300	+4.228e+03	+5.164e+03	+1.040e+04	+0.550
12.400	+5.383e+03	+4.090e+03	+1.088e+04	+0.432
12.500	+5.848e+03	+5.091e+03	+9.158e+03	+0.465
12.600	+3.905e+03	+5.689e+03	+1.008e+04	+0.593
12.700	+5.499e+03	+4.685e+03	+1.030e+04	+0.460
12.800	+5.049e+03	+5.421e+03	+9.535e+03	+0.518
12.900	+6.474e+03	+6.498e+03	+1.009e+04	+0.501
13.000	+4.944e+03	+5.542e+03	+9.728e+03	+0.529
13.100	+5.715e+03	+5.902e+03	+9.450e+03	+0.508
13.200	+5.007e+03	+4.831e+03	+8.955e+03	+0.491
13.300	+5.231e+03	+5.645e+03	+1.040e+04	+0.519
13.400	+5.606e+03	+4.339e+03	+9.409e+03	+0.436
13.500	+4.908e+03	+4.578e+03	+9.542e+03	+0.483
13.600	+4.043e+03	+5.166e+03	+1.024e+04	+0.561
13.700	+5.165e+03	+5.236e+03	+9.724e+03	+0.503
13.800	+5.356e+03	+4.534e+03	+1.088e+04	+0.458
13.900	+4.660e+03	+4.624e+03	+9.437e+03	+0.498
14.000	+4.698e+03	+4.667e+03	+1.037e+04	+0.498
14.100	+5.104e+03	+5.903e+03	+1.034e+04	+0.536
14.200	+4.417e+03	+4.447e+03	+9.293e+03	+0.502
14.300	+4.795e+03	+4.635e+03	+9.826e+03	+0.492
14.400	+6.045e+03	+5.412e+03	+9.909e+03	+0.472
14.500	+5.621e+03	+5.534e+03	+8.611e+03	+0.496
14.600	+4.762e+03	+4.709e+03	+1.135e+04	+0.497
14.700	+4.488e+03	+4.793e+03	+9.398e+03	+0.516
14.800	+5.381e+03	+4.241e+03	+1.046e+04	+0.441
14.900	+7.045e+03	+2.411e+03	+1.098e+04	+0.255
15.000	+7.823e+03	+2.440e+03	+1.122e+04	+0.238
15.100	+7.822e+03	+3.557e+03	+9.361e+03	+0.313
15.200	+7.854e+03	+3.229e+03	+1.021e+04	+0.291
15.300	+7.696e+03	+1.171e+03	+1.068e+04	+0.132
15.400	+7.814e+03	+2.686e+03	+8.752e+03	+0.256
15.500	+7.822e+03	+2.511e+03	+9.125e+03	+0.243
15.600	+8.895e+03	+2.123e+03	+1.003e+04	+0.193
