%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.915e+03	+8.333e+03	+9.995e+03	+0.813
0.100	+2.087e+03	+8.284e+03	+1.003e+04	+0.799
0.200	+9.821e+02	+8.690e+03	+1.016e+04	+0.898
0.300	+2.292e+03	+8.921e+03	+9.294e+03	+0.796
0.400	+2.441e+03	+8.116e+03	+9.744e+03	+0.769
0.500	+1.458e+03	+8.360e+03	+9.659e+03	+0.851
0.600	+1.229e+03	+8.281e+03	+9.956e+03	+0.871
0.700	+1.992e+03	+8.861e+03	+1.009e+04	+0.816
0.800	+1.664e+03	+8.845e+03	+1.020e+04	+0.842
0.900	+1.849e+03	+7.911e+03	+1.021e+04	+0.811
1.000	+2.013e+03	+8.553e+03	+1.079e+04	+0.809
1.100	+3.120e+03	+8.703e+03	+8.765e+03	+0.736
1.200	+2.735e+03	+8.345e+03	+1.146e+04	+0.753
1.300	+2.083e+03	+8.559e+03	+1.030e+04	+0.804
1.400	+2.602e+03	+8.840e+03	+1.007e+04	+0.773
1.500	+2.127e+03	+8.354e+03	+9.977e+03	+0.797
1.600	+1.938e+03	+7.133e+03	+9.589e+03	+0.786
1.700	+1.139e+03	+7.897e+03	+1.074e+04	+0.874
1.800	+1.840e+03	+7.808e+03	+1.105e+04	+0.809
1.900	+1.711e+03	+7.272e+03	+9.993e+03	+0.809
2.000	+1.544e+03	+7.894e+03	+9.876e+03	+0.836
2.100	+1.870e+03	+8.088e+03	+1.065e+04	+0.812
2.200	+2.650e+03	+8.245e+03	+1.034e+04	+0.757
2.300	+2.203e+03	+8.305e+03	+1.028e+04	+0.790
2.400	+1.558e+03	+8.849e+03	+9.457e+03	+0.850
2.500	+2.587e+03	+8.506e+03	+1.019e+04	+0.767
2.600	+1.390e+03	+7.419e+03	+9.244e+03	+0.842
2.700	+1.608e+03	+6.675e+03	+1.047e+04	+0.806
2.800	+2.426e+03	+7.445e+03	+9.135e+03	+0.754
2.900	+2.875e+03	+8.047e+03	+8.860e+03	+0.737
3.000	+2.211e+03	+9.041e+03	+1.014e+04	+0.803
3.100	+1.900e+03	+6.734e+03	+9.963e+03	+0.780
3.200	+2.216e+03	+8.280e+03	+8.972e+03	+0.789
3.300	+2.207e+03	+8.039e+03	+1.013e+04	+0.785
3.400	+1.959e+03	+9.090e+03	+1.024e+04	+0.823
3.500	+2.621e+03	+8.724e+03	+9.932e+03	+0.769
3.600	+2.906e+03	+8.250e+03	+1.070e+04	+0.739
3.700	+3.293e+03	+7.733e+03	+1.084e+04	+0.701
3.800	+1.626e+03	+8.132e+03	+9.753e+03	+0.833
3.900	+2.628e+03	+6.481e+03	+9.988e+03	+0.711
4.000	+2.459e+03	+7.298e+03	+9.705e+03	+0.748
4.100	+2.856e+03	+8.413e+03	+9.201e+03	+0.747
4.200	+2.900e+03	+8.508e+03	+1.038e+04	+0.746
4.300	+2.694e+03	+9.448e+03	+1.044e+04	+0.778
4.400	+1.749e+03	+8.631e+03	+8.873e+03	+0.832
4.500	+1.759e+03	+8.499e+03	+1.045e+04	+0.829
4.600	+1.866e+03	+8.041e+03	+1.004e+04	+0.812
4.700	+2.079e+03	+7.979e+03	+1.003e+04	+0.793
4.800	+1.937e+03	+7.697e+03	+1.062e+04	+0.799
4.900	+1.598e+03	+7.920e+03	+1.118e+04	+0.832
5.000	+2.154e+03	+7.053e+03	+1.057e+04	+0.766
5.100	+5.419e+02	+8.398e+03	+1.076e+04	+0.939
5.200	+2.800e+03	+8.692e+03	+9.395e+03	+0.756
5.300	+1.728e+03	+8.052e+03	+1.006e+04	+0.823
5.400	+1.874e+03	+7.657e+03	+1.043e+04	+0.803
5.500	+1.004e+03	+7.931e+03	+1.145e+04	+0.888
5.600	+1.380e+03	+7.453e+03	+1.056e+04	+0.844
5.700	+2.390e+03	+7.803e+03	+9.901e+03	+0.766
5.800	+1.299e+03	+7.867e+03	+9.642e+03	+0.858
5.900	+4.082e+03	+5.110e+03	+1.006e+04	+0.556
6.000	+5.265e+03	+5.723e+03	+1.095e+04	+0.521
6.100	+5.243e+03	+5.610e+03	+9.984e+03	+0.517
6.200	+4.472e+03	+5.898e+03	+1.011e+04	+0.569
6.300	+4.830e+03	+4.044e+03	+9.715e+03	+0.456
6.400	+4.379e+03	+4.399e+03	+9.187e+03	+0.501
6.500	+5.100e+03	+5.436e+03	+1.045e+04	+0.516
6.600	+5.906e+03	+4.945e+03	+1.028e+04	+0.456
6.700	+3.962e+03	+6.448e+03	+9.689e+03	+0.619
6.800	+5.984e+03	+4.231e+03	+1.018e+04	+0.414
6.900	+4.810e+03	+5.192e+03	+9.513e+03	+0.519
7.000	+4.760e+03	+5.954e+03	+9.587e+03	+0.556
7.100	+4.843e+03	+6.300e+03	+9.229e+03	+0.565
7.200	+4.978e+03	+4.257e+03	+9.494e+03	+0.461
7.300	+5.685e+03	+4.764e+03	+9.878e+03	+0.456
7.400	+5.601e+03	+5.702e+03	+9.452e+03	+0.504
7.500	+4.767e+03	+4.745e+03	+1.040e+04	+0.499
7.600	+7.523e+03	+2.987e+03	+1.036e+04	+0.284
7.700	+6.760e+03	+1.984e+03	+9.662e+03	+0.227
7.800	+7.267e+03	+1.609e+03	+9.416e+03	+0.181
7.900	+6.847e+03	+2.776e+03	+9.342e+03	+0.288
8.000	+7.824e+03	+2.473e+03	+1.044e+04	+0.240
8.100	+7.584e+03	+2.642e+03	+9.103e+03	+0.258
8.200	+7.180e+03	+2.174e+03	+1.009e+04	+0.232
8.300	+8.537e+03	+1.930e+03	+1.053e+04	+0.184
8.400	+7.885e+03	+1.647e+03	+1.002e+04	+0.173
8.500	+6.982e+03	+1.952e+03	+1.005e+04	+0.218
8.600	+8.123e+03	+3.367e+03	+9.954e+03	+0.293
8.700	+7.276e+03	+2.514e+03	+1.069e+04	+0.257
8.800	+8.252e+03	+2.619e+03	+9.185e+03	+0.241
8.900	+8.182e+03	+2.370e+03	+1.078e+04	+0.225
9.000	+6.882e+03	+1.871e+03	+1.101e+04	+0.214
9.100	+7.576e+03	+1.316e+03	+9.865e+03	+0.148
9.200	+6.743e+03	+2.904e+03	+1.002e+04	+0.301
9.300	+8.062e+03	+2.702e+03	+1.041e+04	+0.251
9.400	+6.973e+03	+2.699e+03	+9.773e+03	+0.279
9.500	+9.089e+03	+2.087e+03	+1.010e+04	+0.187
9.600	+7.936e+03	+2.885e+03	+1.031e+04	+0.267
9.700	+7.590e+03	+2.542e+03	+1.100e+04	+0.251
9.800	+7.103e+03	+1.922e+03	+9.493e+03	+0.213
9.900	+6.983e+03	+3.150e+03	+1.020e+04	+0.311
10.000	+8.444e+03	+2.885e+03	+9.940e+03	+0.255
10.100	+8.762e+03	+2.708e+03	+1.109e+04	+0.236
10.200	+6.826e+03	+2.933e+03	+1.043e+04	+0.301
10.300	+5.948e+03	+1.574e+03	+9.390e+03	+0.209
10.400	+6.902e+03	+1.894e+03	+1.085e+04	+0.215
10.500	+6.118e+03	+1.966e+03	+9.860e+03	+0.243
10.600	+7.470e+03	+2.819e+03	+1.033e+04	+0.274
10.700	+6.250e+03	+2.162e+03	+1.018e+04	+0.257
10.800	+8.295e+03	+1.388e+03	+1.106e+04	+0.143
10.900	+7.581e+03	+2.865e+03	+8.844e+03	+0.274
11.000	+7.706e+03	+2.837e+03	+9.105e+03	+0.269
11.100	+8.408e+03	+8.681e+02	+1.056e+04	+0.094
11.200	+7.910e+03	+3.465e+03	+1.060e+04	+0.305
11.300	+2.594e+03	+5.554e+03	+9.857e+03	+0.682
11.400	+2.835e+03	+8.419e+03	+1.035e+04	+0.748
11.500	+5.239e+02	+9.370e+03	+9.788e+03	+0.947
11.600	+5.465e+02	+7.633e+03	+1.051e+04	+0.933
11.700	+1.911e+03	+7.239e+03	+8.941e+03	+0.791
11.800	+2.256e+03	+7.360e+03	+9.613e+03	+0.765
11.900	+2.686e+03	+7.969e+03	+1.019e+04	+0.748
12.000	+2.656e+03	+8.965e+03	+9.082e+03	+0.771
12.100	+2.624e+03	+8.437e+03	+9.387e+03	+0.763
12.200	+1.905e+03	+7.219e+03	+1.013e+04	+0.791
12.300	+2.250e+03	+8.143e+03	+8.893e+03	+0.784
12.400	+1.895e+03	+8.415e+03	+9.166e+03	+0.816
12.500	+2.559e+03	+8.511e+03	+9.910e+03	+0.769
12.600	+3.618e+03	+7.786e+03	+9.677e+03	+0.683
12.700	+1.424e+03	+8.468e+03	+1.039e+04	+0.856
12.800	+2.315e+03	+7.861e+03	+1.085e+04	+0.772
12.900	+2.366e+03	+7.157e+03	+1.028e+04	+0.752
13.000	+1.581e+03	+8.351e+03	+1.101e+04	+0.841
13.100	+1.620e+03	+8.602e+03	+1.084e+04	+0.842
13.200	+1.855e+03	+8.606e+03	+8.332e+03	+0.823
13.300	+1.699e+03	+7.171e+03	+8.681e+03	+0.808
13.400	+2.192e+03	+8.865e+03	+1.108e+04	+0.802
13.500	+1.573e+03	+7.250e+03	+9.533e+03	+0.822
13.600	+1.272e+03	+8.107e+03	+1.025e+04	+0.864
13.700	+1.436e+03	+9.464e+03	+9.315e+03	+0.868
13.800	+2.133e+03	+8.000e+03	+9.607e+03	+0.789
13.900	+1.926e+03	+8.975e+03	+9.587e+03	+0.823
14.000	+1.284e+03	+8.504e+03	+9.685e+03	+0.869
14.100	+2.086e+03	+7.739e+03	+8.726e+03	+0.788
14.200	+2.413e+03	+7.744e+03	+9.692e+03	+0.762
14.300	+2.148e+03	+8.785e+03	+1.015e+04	+0.804
14.400	+2.547e+03	+8.257e+03	+9.122e+03	+0.764
14.500	+2.072e+03	+8.328e+03	+9.264e+03	+0.801
14.600	+1.470e+03	+8.501e+03	+1.022e+04	+0.853
14.700	+1.415e+03	+7.980e+03	+9.894e+03	+0.849
14.800	+1.575e+03	+7.885e+03	+1.046e+04	+0.833
14.900	+1.090e+03	+8.601e+03	+9.776e+03	+0.887
15.000	+2.569e+03	+9.107e+03	+1.015e+04	+0.780
15.100	+2.515e+03	+8.802e+03	+9.119e+03	+0.778
15.200	+2.375e+03	+9.206e+03	+1.080e+04	+0.795
15.300	+1.510e+03	+7.233e+03	+1.040e+04	+0.827
15.400	+9.934e+02	+9.293e+03	+1.095e+04	+0.903
15.500	+4.272e+02	+8.312e+03	+1.010e+04	+0.951
15.600	+1.553e+03	+7.806e+03	+1.075e+04	+0.834
15.700	+5.587e+02	+8.576e+03	+1.052e+04	+0.939
15.800	+2.138e+03	+8.668e+03	+9.049e+03	+0.802
15.900	+1.120e+03	+7.103e+03	+1.007e+04	+0.864
16.000	+1.347e+03	+8.854e+03	+1.033e+04	+0.868
16.100	+3.321e+03	+8.785e+03	+1.124e+04	+0.726
16.200	+1.237e+03	+8.222e+03	+9.036e+03	+0.869
16.300	+2.807e+03	+8.232e+03	+9.126e+03	+0.746
16.400	+1.245e+03	+7.291e+03	+1.075e+04	+0.854
16.500	+2.066e+03	+7.618e+03	+1.044e+04	+0.787
16.600	+2.468e+03	+8.750e+03	+1.053e+04	+0.780
16.700	+1.408e+03	+8.531e+03	+1.042e+04	+0.858
16.800	+1.816e+03	+8.814e+03	+9.484e+03	+0.829
16.900	+1.570e+03	+8.937e+03	+1.080e+04	+0.851
17.000	+2.494e+03	+7.770e+03	+1.020e+04	+0.757
17.100	+1.011e+03	+7.699e+03	+9.068e+03	+0.884
17.200	+2.968e+03	+8.339e+03	+1.117e+04	+0.738
17.300	+1.686e+03	+9.012e+03	+9.735e+03	+0.842
17.400	+3.057e+03	+8.148e+03	+9.460e+03	+0.727
17.500	+2.089e+03	+8.354e+03	+9.552e+03	+0.800
