%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+2.769e+01
1	1	+2.769e+01	+4.189e+00
2	2	+3.188e+01	+1.655e+00
1	1	+3.353e+01	+3.930e+00
3	3	+3.746e+01	+1.016e+01
2	2	+4.763e+01	+7.242e+00
1	1	+5.487e+01	+2.969e-01
2	2	+5.517e+01	+2.073e+00
1	1	+5.724e+01	+8.000e+00
3	3	+6.524e+01	+4.037e+01
1	1	+1.056e+02	+1.950e+01
2	2	+1.251e+02	+2.104e+00
1	1	+1.272e+02	+5.261e+00
3	3	+1.325e+02	+1.540e+01
2	2	+1.479e+02	+6.263e+00
1	1	+1.541e+02	+2.469e+00
3	3	+1.566e+02	+1.617e+01
2	2	+1.728e+02	+2.325e-01
1	1	+1.730e+02	+1.199e+00
2	2	+1.742e+02	+5.389e+00
1	1	+1.796e+02	+8.303e+00
0	0	+1.879e+02	+Inf
