%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+8.835e+00
2	2	+8.835e+00	+2.394e+00
1	1	+1.123e+01	+2.772e+01
3	3	+3.895e+01	+3.013e+01
1	1	+6.908e+01	+3.343e+00
2	2	+7.242e+01	+6.619e+00
1	1	+7.904e+01	+3.543e+00
2	2	+8.258e+01	+5.115e+00
1	1	+8.770e+01	+3.497e+00
3	3	+9.119e+01	+3.452e+00
2	2	+9.465e+01	+1.165e+00
1	1	+9.581e+01	+3.958e+00
2	2	+9.977e+01	+3.404e+00
1	1	+1.032e+02	+1.289e+01
3	3	+1.161e+02	+5.310e+00
2	2	+1.214e+02	+4.826e+00
1	1	+1.262e+02	+1.891e-01
2	2	+1.264e+02	+1.694e+00
1	1	+1.281e+02	+5.509e+00
2	2	+1.336e+02	+3.210e+00
1	1	+1.368e+02	+7.696e+00
2	2	+1.445e+02	+7.422e-02
1	1	+1.446e+02	+5.187e+00
2	2	+1.498e+02	+2.516e+00
1	1	+1.523e+02	+1.266e+00
2	2	+1.535e+02	+1.296e+01
1	1	+1.665e+02	+6.291e+00
2	2	+1.728e+02	+6.030e+00
1	1	+1.788e+02	+1.929e+01
3	3	+1.981e+02	+8.088e-01
2	2	+1.989e+02	+7.365e+00
1	1	+2.063e+02	+2.556e+00
2	2	+2.088e+02	+1.019e+00
1	1	+2.099e+02	+1.307e+01
2	2	+2.229e+02	+9.751e+00
1	1	+2.327e+02	+1.880e+01
3	3	+2.515e+02	+1.750e+00
1	1	+2.532e+02	+1.088e+00
2	2	+2.543e+02	+4.360e+00
1	1	+2.587e+02	+2.343e+00
2	2	+2.610e+02	+3.265e+00
1	1	+2.643e+02	+1.165e+00
2	2	+2.655e+02	+7.914e+00
1	1	+2.734e+02	+2.135e-02
2	2	+2.734e+02	+1.023e+01
1	1	+2.836e+02	+1.857e+00
2	2	+2.855e+02	+4.762e+00
1	1	+2.902e+02	+9.310e+00
2	2	+2.996e+02	+1.582e+00
1	1	+3.011e+02	+9.933e+00
2	2	+3.111e+02	+3.408e+00
1	1	+3.145e+02	+4.756e+00
3	3	+3.192e+02	+7.567e+00
1	1	+3.268e+02	+1.038e+00
2	2	+3.278e+02	+1.509e+00
1	1	+3.294e+02	+1.765e+01
3	3	+3.470e+02	+1.220e+01
2	2	+3.592e+02	+5.184e+00
1	1	+3.644e+02	+1.882e+00
2	2	+3.663e+02	+1.615e+00
1	1	+3.679e+02	+2.062e+00
2	2	+3.699e+02	+5.977e+00
1	1	+3.759e+02	+5.347e+00
2	2	+3.813e+02	+2.886e+00
1	1	+3.842e+02	+1.428e+00
2	2	+3.856e+02	+3.828e-01
1	1	+3.860e+02	+1.153e+01
2	2	+3.975e+02	+2.344e-01
1	1	+3.977e+02	+3.430e+00
3	3	+4.012e+02	+1.961e+00
2	2	+4.031e+02	+1.169e+01
1	1	+4.148e+02	+2.028e+00
2	2	+4.168e+02	+1.646e+01
1	1	+4.333e+02	+7.670e+00
2	2	+4.410e+02	+5.863e-01
1	1	+4.416e+02	+5.999e+00
2	2	+4.476e+02	+9.844e+00
1	1	+4.574e+02	+4.485e+00
3	3	+4.619e+02	+1.319e+00
2	2	+4.632e+02	+8.096e+00
1	1	+4.713e+02	+8.470e-02
0	0	+4.714e+02	+Inf
