%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.394e+03	+2.515e+03	+1.078e+04	+0.254
0.100	+7.399e+03	+2.212e+03	+1.093e+04	+0.230
0.200	+6.898e+03	+2.832e+03	+9.456e+03	+0.291
0.300	+7.178e+03	+3.237e+03	+9.064e+03	+0.311
0.400	+7.878e+03	+2.725e+03	+1.163e+04	+0.257
0.500	+7.865e+03	+2.536e+03	+1.066e+04	+0.244
0.600	+6.698e+03	+1.567e+03	+1.052e+04	+0.190
0.700	+7.670e+03	+2.814e+03	+9.077e+03	+0.268
0.800	+6.636e+03	+1.611e+03	+1.095e+04	+0.195
0.900	+7.032e+03	+2.569e+03	+9.926e+03	+0.268
1.000	+7.874e+03	+1.391e+03	+1.057e+04	+0.150
1.100	+7.881e+03	+3.149e+03	+1.110e+04	+0.286
1.200	+7.513e+03	+2.320e+03	+1.002e+04	+0.236
1.300	+7.841e+03	+2.170e+03	+9.580e+03	+0.217
1.400	+8.703e+03	+2.786e+03	+9.868e+03	+0.242
1.500	+8.047e+03	+1.473e+03	+1.026e+04	+0.155
1.600	+8.221e+03	+3.343e+03	+1.026e+04	+0.289
1.700	+7.887e+03	+2.533e+03	+9.862e+03	+0.243
1.800	+6.482e+03	+3.143e+03	+9.873e+03	+0.327
1.900	+7.277e+03	+3.110e+03	+9.460e+03	+0.299
2.000	+8.597e+03	+2.315e+03	+1.005e+04	+0.212
2.100	+6.609e+03	+2.994e+03	+1.058e+04	+0.312
2.200	+7.463e+03	+2.918e+03	+9.535e+03	+0.281
2.300	+7.689e+03	+1.819e+03	+9.939e+03	+0.191
2.400	+7.482e+03	+2.514e+03	+9.967e+03	+0.252
2.500	+6.703e+03	+2.617e+03	+9.301e+03	+0.281
2.600	+7.929e+03	+3.756e+02	+8.974e+03	+0.045
2.700	+6.755e+03	+2.820e+03	+9.892e+03	+0.295
2.800	+7.738e+03	+3.270e+03	+1.125e+04	+0.297
2.900	+6.415e+03	+1.418e+03	+1.072e+04	+0.181
3.000	+8.552e+03	+1.649e+03	+9.144e+03	+0.162
3.100	+6.306e+03	+2.037e+03	+1.117e+04	+0.244
3.200	+8.787e+03	+1.551e+03	+1.055e+04	+0.150
3.300	+8.385e+03	+3.431e+03	+9.387e+03	+0.290
3.400	+6.905e+03	+1.890e+03	+9.921e+03	+0.215
3.500	+7.226e+03	+1.325e+03	+9.304e+03	+0.155
3.600	+7.809e+03	+2.229e+03	+1.051e+04	+0.222
3.700	+7.757e+03	+2.593e+03	+1.110e+04	+0.250
3.800	+8.318e+03	+2.001e+03	+9.949e+03	+0.194
3.900	+7.435e+03	+2.660e+03	+9.160e+03	+0.264
