%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+6.979e+00
1	1	+6.979e+00	+1.829e+01
2	2	+2.527e+01	+1.104e+01
1	1	+3.631e+01	+1.070e+01
3	3	+4.701e+01	+1.497e+00
2	2	+4.851e+01	+4.082e-01
1	1	+4.892e+01	+9.968e+00
2	2	+5.889e+01	+5.257e-01
1	1	+5.941e+01	+5.258e+00
3	3	+6.467e+01	+2.712e+01
2	2	+9.179e+01	+8.512e+00
1	1	+1.003e+02	+1.521e+01
2	2	+1.155e+02	+1.032e+01
1	1	+1.258e+02	+4.428e+00
3	3	+1.303e+02	+5.717e+00
2	2	+1.360e+02	+7.953e+00
1	1	+1.439e+02	+1.448e+01
2	2	+1.584e+02	+5.261e+00
1	1	+1.637e+02	+4.230e+00
3	3	+1.679e+02	+1.554e+01
1	1	+1.834e+02	+1.827e+00
3	3	+1.853e+02	+1.136e-01
2	2	+1.854e+02	+4.002e+00
1	1	+1.894e+02	+1.354e+00
2	2	+1.907e+02	+2.748e+00
1	1	+1.935e+02	+3.524e+00
2	2	+1.970e+02	+5.415e-01
1	1	+1.975e+02	+6.589e+00
2	2	+2.041e+02	+3.948e+00
1	1	+2.081e+02	+8.928e-01
2	2	+2.090e+02	+3.072e+00
1	1	+2.121e+02	+2.353e+01
2	2	+2.356e+02	+2.553e+00
1	1	+2.381e+02	+1.152e+00
3	3	+2.393e+02	+2.079e+01
1	1	+2.601e+02	+8.360e+00
2	2	+2.684e+02	+1.825e+00
1	1	+2.703e+02	+8.960e+00
3	3	+2.792e+02	+2.228e+01
2	2	+3.015e+02	+3.987e+00
1	1	+3.055e+02	+1.130e+01
2	2	+3.168e+02	+5.640e+00
1	1	+3.224e+02	+3.606e+00
2	2	+3.260e+02	+1.347e-01
1	1	+3.262e+02	+4.168e+00
3	3	+3.303e+02	+1.955e+01
2	2	+3.499e+02	+4.664e+00
1	1	+3.546e+02	+6.395e+00
2	2	+3.609e+02	+1.090e+00
1	1	+3.620e+02	+6.451e-01
2	2	+3.627e+02	+9.987e-01
1	1	+3.637e+02	+8.046e-01
2	2	+3.645e+02	+2.879e+00
1	1	+3.674e+02	+3.255e+00
3	3	+3.706e+02	+5.696e+00
2	2	+3.763e+02	+9.470e-01
1	1	+3.773e+02	+1.196e+00
2	2	+3.785e+02	+5.593e+00
1	1	+3.841e+02	+6.336e+00
3	3	+3.904e+02	+9.666e+00
2	2	+4.001e+02	+3.435e+00
1	1	+4.035e+02	+3.694e+00
2	2	+4.072e+02	+2.112e+00
1	1	+4.093e+02	+3.330e+01
3	3	+4.426e+02	+4.394e+00
1	1	+4.470e+02	+3.704e+00
2	2	+4.507e+02	+1.535e+01
1	1	+4.660e+02	+9.783e-01
2	2	+4.670e+02	+1.954e+00
1	1	+4.690e+02	+3.927e+00
2	2	+4.729e+02	+2.225e-02
1	1	+4.729e+02	+6.417e+00
2	2	+4.793e+02	+8.456e+00
1	1	+4.878e+02	+1.415e+00
2	2	+4.892e+02	+3.275e+00
1	1	+4.925e+02	+4.014e+00
2	2	+4.965e+02	+1.207e+00
1	1	+4.977e+02	+6.870e-01
3	3	+4.984e+02	+1.605e+00
0	0	+5.000e+02	+Inf
