%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.091e+00
1	1	+2.091e+00	+1.980e+01
2	2	+2.189e+01	+8.002e-01
1	1	+2.269e+01	+1.305e+01
3	3	+3.575e+01	+3.887e+00
2	2	+3.963e+01	+2.228e-01
1	1	+3.986e+01	+3.995e+00
2	2	+4.385e+01	+8.666e+00
1	1	+5.252e+01	+2.001e-02
3	3	+5.254e+01	+4.836e+00
2	2	+5.737e+01	+8.074e+00
1	1	+6.545e+01	+4.544e+00
2	2	+6.999e+01	+1.667e+00
1	1	+7.166e+01	+1.688e+01
2	2	+8.854e+01	+1.441e+00
1	1	+8.998e+01	+4.426e+00
2	2	+9.440e+01	+2.673e+00
1	1	+9.708e+01	+9.396e-01
2	2	+9.802e+01	+7.659e-01
1	1	+9.878e+01	+6.353e-01
3	3	+9.942e+01	+1.417e+01
2	2	+1.136e+02	+1.022e-01
1	1	+1.137e+02	+1.162e+01
2	2	+1.253e+02	+1.268e+00
1	1	+1.266e+02	+7.515e+00
2	2	+1.341e+02	+1.221e+01
1	1	+1.463e+02	+7.328e+00
2	2	+1.536e+02	+5.643e+00
1	1	+1.593e+02	+1.557e+01
3	3	+1.748e+02	+2.232e+00
2	2	+1.771e+02	+7.368e+00
1	1	+1.844e+02	+3.821e+00
2	2	+1.883e+02	+7.737e-01
1	1	+1.890e+02	+4.529e+00
2	2	+1.936e+02	+3.306e+00
1	1	+1.969e+02	+4.188e+00
2	2	+2.011e+02	+4.252e+00
1	1	+2.053e+02	+6.835e-01
2	2	+2.060e+02	+7.011e+00
1	1	+2.130e+02	+4.985e+00
3	3	+2.180e+02	+1.852e+01
2	2	+2.365e+02	+1.173e+01
1	1	+2.482e+02	+3.078e+00
2	2	+2.513e+02	+9.617e-01
1	1	+2.523e+02	+5.048e+00
2	2	+2.573e+02	+3.517e+00
1	1	+2.608e+02	+9.812e+00
2	2	+2.707e+02	+3.710e+00
1	1	+2.744e+02	+1.649e-02
2	2	+2.744e+02	+1.465e+01
1	1	+2.890e+02	+1.038e+01
2	2	+2.994e+02	+7.692e-01
1	1	+3.002e+02	+1.958e+01
2	2	+3.198e+02	+1.016e+00
1	1	+3.208e+02	+9.541e-01
0	0	+3.217e+02	+Inf
