%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.495e+03	+4.201e+03	+8.782e+03	+0.483
0.100	+4.659e+03	+4.395e+03	+9.823e+03	+0.485
0.200	+4.946e+03	+5.385e+03	+1.081e+04	+0.521
0.300	+7.033e+03	+4.200e+03	+9.809e+03	+0.374
0.400	+5.292e+03	+5.565e+03	+1.019e+04	+0.513
0.500	+5.568e+03	+3.384e+03	+1.018e+04	+0.378
0.600	+5.518e+03	+5.438e+03	+1.121e+04	+0.496
0.700	+3.423e+03	+3.532e+03	+1.047e+04	+0.508
0.800	+4.981e+03	+4.709e+03	+1.017e+04	+0.486
0.900	+4.936e+03	+4.496e+03	+1.038e+04	+0.477
1.000	+4.615e+03	+5.334e+03	+1.005e+04	+0.536
1.100	+4.858e+03	+4.383e+03	+8.969e+03	+0.474
1.200	+5.648e+03	+5.432e+03	+9.742e+03	+0.490
1.300	+4.837e+03	+5.521e+03	+9.899e+03	+0.533
1.400	+4.579e+03	+4.589e+03	+9.831e+03	+0.501
1.500	+5.635e+03	+5.053e+03	+9.869e+03	+0.473
1.600	+4.558e+03	+5.049e+03	+9.865e+03	+0.526
1.700	+4.263e+03	+6.493e+03	+1.017e+04	+0.604
1.800	+4.846e+03	+4.033e+03	+1.150e+04	+0.454
1.900	+5.286e+03	+4.290e+03	+1.021e+04	+0.448
2.000	+5.076e+03	+4.785e+03	+1.170e+04	+0.485
2.100	+5.302e+03	+5.275e+03	+8.950e+03	+0.499
2.200	+5.257e+03	+4.649e+03	+1.070e+04	+0.469
2.300	+5.499e+03	+4.471e+03	+1.056e+04	+0.448
2.400	+4.605e+03	+3.391e+03	+1.019e+04	+0.424
2.500	+4.881e+03	+5.724e+03	+1.004e+04	+0.540
2.600	+5.139e+03	+3.858e+03	+9.605e+03	+0.429
2.700	+4.595e+03	+4.137e+03	+1.063e+04	+0.474
2.800	+5.860e+03	+4.477e+03	+1.018e+04	+0.433
2.900	+4.238e+03	+4.607e+03	+9.578e+03	+0.521
3.000	+4.670e+03	+5.031e+03	+8.653e+03	+0.519
3.100	+4.105e+03	+4.959e+03	+1.155e+04	+0.547
3.200	+6.390e+03	+5.423e+03	+1.008e+04	+0.459
3.300	+5.323e+03	+5.097e+03	+1.040e+04	+0.489
3.400	+4.999e+03	+4.407e+03	+1.024e+04	+0.469
3.500	+5.820e+03	+5.378e+03	+9.444e+03	+0.480
3.600	+4.087e+03	+4.668e+03	+9.761e+03	+0.533
3.700	+4.714e+03	+5.587e+03	+1.010e+04	+0.542
3.800	+4.601e+03	+4.723e+03	+9.152e+03	+0.507
3.900	+5.597e+03	+4.444e+03	+9.759e+03	+0.443
4.000	+5.019e+03	+5.242e+03	+9.316e+03	+0.511
4.100	+5.549e+03	+4.243e+03	+9.568e+03	+0.433
4.200	+5.897e+03	+4.146e+03	+1.042e+04	+0.413
4.300	+5.286e+03	+4.780e+03	+1.106e+04	+0.475
4.400	+4.401e+03	+7.146e+03	+9.184e+03	+0.619
4.500	+5.553e+03	+6.623e+03	+9.802e+03	+0.544
4.600	+5.962e+03	+4.645e+03	+1.027e+04	+0.438
4.700	+5.793e+03	+4.426e+03	+9.620e+03	+0.433
4.800	+5.469e+03	+3.993e+03	+1.061e+04	+0.422
4.900	+8.277e+03	+2.119e+03	+1.001e+04	+0.204
5.000	+7.261e+03	+3.186e+03	+9.757e+03	+0.305
5.100	+7.149e+03	+1.358e+03	+1.003e+04	+0.160
5.200	+9.283e+03	+1.153e+03	+1.031e+04	+0.111
5.300	+7.794e+03	+2.646e+03	+1.057e+04	+0.253
5.400	+8.099e+03	+2.234e+03	+1.115e+04	+0.216
5.500	+7.336e+03	+1.922e+03	+1.030e+04	+0.208
5.600	+8.441e+03	+2.148e+03	+9.025e+03	+0.203
5.700	+7.815e+03	+1.773e+03	+1.041e+04	+0.185
5.800	+8.334e+03	+2.218e+03	+1.046e+04	+0.210
5.900	+9.077e+03	+2.700e+03	+9.431e+03	+0.229
6.000	+7.856e+03	+1.962e+03	+9.861e+03	+0.200
6.100	+8.232e+03	+1.680e+03	+1.038e+04	+0.169
6.200	+6.002e+03	+1.499e+03	+1.032e+04	+0.200
6.300	+7.744e+03	+1.605e+03	+1.060e+04	+0.172
6.400	+7.480e+03	+2.802e+03	+1.047e+04	+0.272
6.500	+6.501e+03	+1.270e+03	+1.103e+04	+0.163
6.600	+7.949e+03	+2.063e+03	+1.048e+04	+0.206
6.700	+8.196e+03	+3.138e+03	+1.038e+04	+0.277
6.800	+8.285e+03	+2.612e+03	+1.016e+04	+0.240
6.900	+7.273e+03	+2.654e+03	+9.402e+03	+0.267
7.000	+6.754e+03	+2.114e+03	+1.213e+04	+0.238
7.100	+7.508e+03	+1.544e+03	+1.023e+04	+0.171
7.200	+7.324e+03	+2.119e+03	+9.970e+03	+0.224
7.300	+8.228e+03	+2.321e+03	+9.499e+03	+0.220
7.400	+8.343e+03	+1.321e+03	+8.651e+03	+0.137
7.500	+7.078e+03	+3.036e+03	+9.794e+03	+0.300
7.600	+8.090e+03	+3.472e+03	+8.715e+03	+0.300
7.700	+6.302e+03	+3.261e+03	+9.584e+03	+0.341
7.800	+7.051e+03	+2.097e+03	+1.089e+04	+0.229
7.900	+6.052e+03	+3.160e+03	+1.070e+04	+0.343
8.000	+7.394e+03	+2.340e+03	+9.872e+03	+0.240
8.100	+6.422e+03	+3.164e+03	+1.078e+04	+0.330
8.200	+6.854e+03	+2.385e+03	+1.004e+04	+0.258
8.300	+7.071e+03	+1.540e+03	+9.687e+03	+0.179
8.400	+8.143e+03	+2.124e+03	+1.128e+04	+0.207
8.500	+8.035e+03	+2.994e+03	+1.042e+04	+0.271
8.600	+7.308e+03	+2.979e+03	+8.915e+03	+0.290
8.700	+8.995e+03	+3.347e+03	+1.076e+04	+0.271
8.800	+8.220e+03	+3.877e+03	+9.864e+03	+0.320
8.900	+8.230e+03	+3.083e+03	+9.052e+03	+0.273
9.000	+8.502e+03	+2.384e+03	+1.017e+04	+0.219
9.100	+7.824e+03	+2.553e+03	+1.013e+04	+0.246
9.200	+8.055e+03	+2.777e+03	+1.055e+04	+0.256
9.300	+6.190e+03	+1.033e+03	+1.023e+04	+0.143
9.400	+7.664e+03	+1.752e+03	+8.887e+03	+0.186
9.500	+7.473e+03	+3.047e+03	+8.966e+03	+0.290
9.600	+7.272e+03	+1.601e+03	+9.831e+03	+0.180
9.700	+7.249e+03	+1.798e+03	+1.011e+04	+0.199
9.800	+7.247e+03	+2.251e+03	+9.840e+03	+0.237
9.900	+9.167e+03	+2.899e+03	+1.049e+04	+0.240
10.000	+7.042e+03	+1.516e+03	+9.052e+03	+0.177
10.100	+7.419e+03	+2.387e+03	+9.622e+03	+0.243
10.200	+6.801e+03	+3.468e+03	+1.000e+04	+0.338
10.300	+7.668e+03	+3.325e+03	+1.000e+04	+0.302
10.400	+7.556e+03	+1.189e+03	+9.725e+03	+0.136
10.500	+7.627e+03	+2.660e+03	+1.144e+04	+0.259
10.600	+7.403e+03	+2.975e+03	+1.128e+04	+0.287
10.700	+7.654e+03	+3.058e+03	+9.853e+03	+0.285
10.800	+8.534e+03	+2.460e+03	+1.052e+04	+0.224
10.900	+6.953e+03	+2.731e+03	+1.081e+04	+0.282
11.000	+7.355e+03	+1.716e+03	+1.038e+04	+0.189
11.100	+7.007e+03	+1.915e+03	+9.911e+03	+0.215
11.200	+7.821e+03	+2.064e+03	+9.534e+03	+0.209
11.300	+7.798e+03	+3.164e+03	+9.758e+03	+0.289
11.400	+8.442e+03	+2.737e+03	+1.052e+04	+0.245
11.500	+7.847e+03	+1.800e+03	+9.368e+03	+0.187
11.600	+7.241e+03	+2.232e+03	+1.030e+04	+0.236
11.700	+8.447e+03	+3.649e+03	+8.390e+03	+0.302
11.800	+6.519e+03	+2.025e+03	+1.063e+04	+0.237
11.900	+7.466e+03	+2.782e+03	+1.083e+04	+0.271
12.000	+7.308e+03	+1.060e+03	+9.421e+03	+0.127
12.100	+8.411e+03	+3.119e+03	+9.105e+03	+0.270
12.200	+7.146e+03	+1.737e+03	+8.561e+03	+0.196
12.300	+6.902e+03	+2.246e+03	+9.383e+03	+0.246
12.400	+7.029e+03	+2.984e+03	+9.434e+03	+0.298
12.500	+7.258e+03	+1.500e+03	+1.019e+04	+0.171
12.600	+5.761e+03	+1.745e+03	+9.766e+03	+0.232
12.700	+8.428e+03	+2.577e+03	+9.546e+03	+0.234
12.800	+6.468e+03	+1.545e+03	+1.103e+04	+0.193
12.900	+7.167e+03	+2.712e+03	+1.038e+04	+0.275
13.000	+6.430e+03	+3.361e+03	+9.344e+03	+0.343
13.100	+7.827e+03	+3.407e+03	+8.611e+03	+0.303
13.200	+8.733e+03	+2.813e+03	+1.069e+04	+0.244
13.300	+7.098e+03	+3.057e+03	+9.844e+03	+0.301
13.400	+5.127e+03	+6.056e+03	+9.408e+03	+0.542
13.500	+4.917e+03	+5.520e+03	+1.014e+04	+0.529
13.600	+5.147e+03	+5.382e+03	+1.024e+04	+0.511
13.700	+5.467e+03	+5.068e+03	+8.733e+03	+0.481
13.800	+4.536e+03	+4.870e+03	+1.008e+04	+0.518
