%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+5.492e-01
1	1	+5.492e-01	+6.015e+00
2	2	+6.564e+00	+1.432e+00
1	1	+7.997e+00	+7.185e+00
2	2	+1.518e+01	+3.132e+00
1	1	+1.831e+01	+1.547e-02
2	2	+1.833e+01	+7.225e+00
1	1	+2.555e+01	+1.333e+01
2	2	+3.888e+01	+6.913e-01
1	1	+3.958e+01	+2.754e+01
2	2	+6.712e+01	+3.727e+00
1	1	+7.085e+01	+1.615e+00
3	3	+7.246e+01	+9.104e+00
1	1	+8.157e+01	+4.163e+00
3	3	+8.573e+01	+2.613e+00
1	1	+8.834e+01	+4.458e+00
3	3	+9.280e+01	+4.831e+00
2	2	+9.763e+01	+1.302e-01
1	1	+9.776e+01	+7.758e+00
2	2	+1.055e+02	+4.907e+00
1	1	+1.104e+02	+3.913e+00
3	3	+1.143e+02	+2.114e+00
1	1	+1.165e+02	+6.506e+00
3	3	+1.230e+02	+1.388e+00
2	2	+1.243e+02	+1.202e+00
1	1	+1.255e+02	+4.743e+00
2	2	+1.303e+02	+1.070e+00
1	1	+1.314e+02	+3.776e+00
2	2	+1.351e+02	+9.290e+00
1	1	+1.444e+02	+3.413e+00
2	2	+1.478e+02	+5.672e+00
1	1	+1.535e+02	+5.014e+00
3	3	+1.585e+02	+3.270e+00
1	1	+1.618e+02	+1.795e+01
3	3	+1.797e+02	+4.152e+00
2	2	+1.839e+02	+2.823e+00
1	1	+1.867e+02	+2.384e+00
2	2	+1.891e+02	+1.972e-01
1	1	+1.893e+02	+1.114e+01
3	3	+2.004e+02	+2.755e+00
1	1	+2.032e+02	+1.118e-01
2	2	+2.033e+02	+1.161e+00
1	1	+2.045e+02	+1.369e+00
3	3	+2.058e+02	+1.770e+00
1	1	+2.076e+02	+2.422e+00
3	3	+2.100e+02	+6.148e-01
2	2	+2.106e+02	+2.795e+00
1	1	+2.134e+02	+4.259e+00
3	3	+2.177e+02	+1.320e+01
2	2	+2.309e+02	+9.245e-01
1	1	+2.318e+02	+1.636e+01
2	2	+2.482e+02	+2.667e+00
1	1	+2.509e+02	+1.232e+01
2	2	+2.632e+02	+1.368e+00
1	1	+2.645e+02	+1.245e+01
2	2	+2.770e+02	+4.856e+00
1	1	+2.818e+02	+1.738e+01
2	2	+2.992e+02	+5.036e-01
1	1	+2.997e+02	+4.833e+00
3	3	+3.046e+02	+4.496e+00
1	1	+3.091e+02	+1.453e+01
3	3	+3.236e+02	+3.449e+00
1	1	+3.270e+02	+5.302e+00
2	2	+3.323e+02	+5.209e+00
1	1	+3.375e+02	+7.029e+00
2	2	+3.446e+02	+1.209e+00
1	1	+3.458e+02	+1.788e+01
2	2	+3.637e+02	+9.511e-01
1	1	+3.646e+02	+2.870e-01
2	2	+3.649e+02	+7.180e+00
1	1	+3.721e+02	+2.206e+00
2	2	+3.743e+02	+8.064e+00
1	1	+3.824e+02	+2.120e+01
2	2	+4.036e+02	+5.040e+00
1	1	+4.086e+02	+1.638e+01
2	2	+4.250e+02	+7.170e-01
1	1	+4.257e+02	+1.227e+01
2	2	+4.380e+02	+9.421e-01
1	1	+4.389e+02	+2.152e+01
2	2	+4.604e+02	+2.418e+00
1	1	+4.628e+02	+2.855e+01
2	2	+4.914e+02	+3.807e+00
1	1	+4.952e+02	+4.476e+00
2	2	+4.997e+02	+3.193e-01
0	0	+5.000e+02	+Inf
