%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+6.537e+00
1	1	+6.537e+00	+1.327e+01
2	2	+1.981e+01	+5.301e+00
1	1	+2.511e+01	+4.021e+00
2	2	+2.913e+01	+3.965e+00
1	1	+3.310e+01	+3.594e+00
2	2	+3.669e+01	+3.303e+00
1	1	+3.999e+01	+4.666e+00
2	2	+4.466e+01	+1.060e+00
1	1	+4.572e+01	+6.850e-01
2	2	+4.641e+01	+6.438e+00
1	1	+5.284e+01	+4.836e+00
2	2	+5.768e+01	+8.176e-01
1	1	+5.850e+01	+3.039e+00
2	2	+6.154e+01	+7.455e+00
1	1	+6.899e+01	+6.972e+00
3	3	+7.596e+01	+5.548e+00
2	2	+8.151e+01	+6.470e+00
1	1	+8.798e+01	+4.901e+00
2	2	+9.288e+01	+4.969e-01
1	1	+9.338e+01	+8.070e-01
2	2	+9.419e+01	+3.003e+00
1	1	+9.719e+01	+7.019e-01
3	3	+9.789e+01	+1.627e+01
2	2	+1.142e+02	+7.134e+00
1	1	+1.213e+02	+2.870e+01
3	3	+1.500e+02	+5.603e+00
2	2	+1.556e+02	+4.933e+00
1	1	+1.605e+02	+8.220e+00
2	2	+1.688e+02	+2.894e+00
1	1	+1.716e+02	+7.197e+00
2	2	+1.788e+02	+1.496e-01
1	1	+1.790e+02	+3.933e+00
2	2	+1.829e+02	+2.621e+00
1	1	+1.855e+02	+1.071e+00
2	2	+1.866e+02	+3.408e-01
1	1	+1.870e+02	+9.927e+00
2	2	+1.969e+02	+2.884e-01
1	1	+1.972e+02	+1.240e+01
2	2	+2.096e+02	+6.057e+00
1	1	+2.156e+02	+3.671e-01
2	2	+2.160e+02	+1.145e+01
1	1	+2.274e+02	+1.453e+01
2	2	+2.420e+02	+2.049e+00
1	1	+2.440e+02	+3.535e+01
3	3	+2.794e+02	+2.174e+01
2	2	+3.011e+02	+8.951e-01
1	1	+3.020e+02	+2.436e+00
3	3	+3.044e+02	+1.757e+01
2	2	+3.220e+02	+4.552e+00
1	1	+3.266e+02	+7.954e+00
2	2	+3.345e+02	+5.523e+00
1	1	+3.400e+02	+1.530e+01
3	3	+3.553e+02	+2.489e+01
1	1	+3.802e+02	+2.478e+00
3	3	+3.827e+02	+2.503e+01
2	2	+4.077e+02	+4.303e+00
1	1	+4.120e+02	+5.026e+00
2	2	+4.171e+02	+1.382e+00
1	1	+4.184e+02	+1.868e+01
2	2	+4.371e+02	+5.069e+00
1	1	+4.422e+02	+4.614e+00
2	2	+4.468e+02	+1.071e+00
1	1	+4.479e+02	+2.043e+01
3	3	+4.683e+02	+3.124e+00
2	2	+4.714e+02	+1.792e+00
1	1	+4.732e+02	+2.174e+01
2	2	+4.950e+02	+4.733e+00
1	1	+4.997e+02	+2.959e-01
0	0	+5.000e+02	+Inf
