%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.970e+03	+4.163e+03	+9.892e+03	+0.411
0.100	+5.182e+03	+5.093e+03	+1.021e+04	+0.496
0.200	+5.764e+03	+5.546e+03	+9.350e+03	+0.490
0.300	+5.274e+03	+4.771e+03	+9.181e+03	+0.475
0.400	+4.790e+03	+4.843e+03	+9.087e+03	+0.503
0.500	+4.671e+03	+4.247e+03	+8.742e+03	+0.476
0.600	+5.049e+03	+5.336e+03	+1.040e+04	+0.514
0.700	+5.585e+03	+6.000e+03	+9.803e+03	+0.518
0.800	+5.581e+03	+5.417e+03	+9.505e+03	+0.493
0.900	+6.144e+03	+4.545e+03	+8.991e+03	+0.425
1.000	+5.725e+03	+4.931e+03	+9.969e+03	+0.463
1.100	+6.244e+03	+5.295e+03	+1.060e+04	+0.459
1.200	+4.742e+03	+5.091e+03	+1.090e+04	+0.518
1.300	+3.515e+03	+5.459e+03	+9.620e+03	+0.608
1.400	+4.036e+03	+4.565e+03	+1.049e+04	+0.531
1.500	+5.130e+03	+3.698e+03	+1.024e+04	+0.419
1.600	+4.747e+03	+4.807e+03	+1.039e+04	+0.503
1.700	+4.796e+03	+5.377e+03	+9.624e+03	+0.529
1.800	+4.858e+03	+5.111e+03	+1.107e+04	+0.513
1.900	+4.720e+03	+5.371e+03	+8.595e+03	+0.532
2.000	+5.562e+03	+4.326e+03	+1.003e+04	+0.437
2.100	+5.913e+03	+4.737e+03	+1.023e+04	+0.445
2.200	+3.565e+03	+4.437e+03	+1.084e+04	+0.555
2.300	+5.760e+03	+6.507e+03	+9.159e+03	+0.530
2.400	+4.134e+03	+5.487e+03	+1.058e+04	+0.570
2.500	+4.710e+03	+6.247e+03	+9.623e+03	+0.570
2.600	+3.509e+03	+5.204e+03	+1.012e+04	+0.597
2.700	+5.653e+03	+4.834e+03	+9.444e+03	+0.461
2.800	+4.706e+03	+5.079e+03	+9.926e+03	+0.519
2.900	+5.554e+03	+4.133e+03	+1.099e+04	+0.427
3.000	+4.279e+03	+6.239e+03	+9.220e+03	+0.593
3.100	+3.706e+03	+4.385e+03	+1.005e+04	+0.542
3.200	+3.412e+03	+4.256e+03	+9.437e+03	+0.555
3.300	+5.158e+03	+5.611e+03	+8.949e+03	+0.521
3.400	+5.655e+03	+5.053e+03	+1.061e+04	+0.472
3.500	+5.503e+03	+5.141e+03	+1.058e+04	+0.483
