%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+7.356e-01
1	1	+7.356e-01	+8.429e+00
2	2	+9.165e+00	+1.610e-01
1	1	+9.326e+00	+1.209e+01
2	2	+2.141e+01	+2.015e+00
1	1	+2.343e+01	+6.054e+00
3	3	+2.948e+01	+2.146e+01
2	2	+5.095e+01	+1.321e+00
1	1	+5.227e+01	+2.031e+00
2	2	+5.430e+01	+1.038e-01
1	1	+5.440e+01	+1.887e+00
2	2	+5.629e+01	+1.456e+00
1	1	+5.774e+01	+3.103e+00
2	2	+6.085e+01	+2.716e-01
1	1	+6.112e+01	+3.960e+00
2	2	+6.508e+01	+1.365e+00
1	1	+6.644e+01	+3.011e+00
2	2	+6.946e+01	+4.147e+00
1	1	+7.360e+01	+1.147e+00
3	3	+7.475e+01	+7.195e+00
1	1	+8.194e+01	+2.166e+01
3	3	+1.036e+02	+5.674e+00
1	1	+1.093e+02	+5.325e+00
3	3	+1.146e+02	+8.819e+00
2	2	+1.234e+02	+6.224e-01
1	1	+1.240e+02	+4.519e-01
2	2	+1.245e+02	+4.965e-01
1	1	+1.250e+02	+1.407e+01
2	2	+1.391e+02	+3.070e+00
1	1	+1.421e+02	+3.179e+00
3	3	+1.453e+02	+2.556e+00
1	1	+1.479e+02	+4.739e+00
3	3	+1.526e+02	+1.811e+01
0	0	+1.707e+02	+Inf
