%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+5.073e+00
2	2	+5.073e+00	+3.147e+00
1	1	+8.220e+00	+2.204e+00
3	3	+1.042e+01	+3.151e+00
1	1	+1.357e+01	+2.245e+01
2	2	+3.603e+01	+8.712e+00
1	1	+4.474e+01	+1.490e+01
2	2	+5.964e+01	+1.501e+00
1	1	+6.114e+01	+1.243e+00
2	2	+6.238e+01	+6.291e+00
1	1	+6.867e+01	+3.260e+01
3	3	+1.013e+02	+1.857e+00
2	2	+1.031e+02	+1.552e+01
1	1	+1.187e+02	+1.717e+00
3	3	+1.204e+02	+3.578e+00
2	2	+1.239e+02	+2.669e+00
1	1	+1.266e+02	+3.117e+00
2	2	+1.297e+02	+6.950e-01
1	1	+1.304e+02	+3.675e+00
2	2	+1.341e+02	+1.757e+00
1	1	+1.359e+02	+5.491e+00
3	3	+1.413e+02	+5.861e+00
2	2	+1.472e+02	+2.674e+00
1	1	+1.499e+02	+1.118e+00
2	2	+1.510e+02	+3.678e-01
1	1	+1.514e+02	+2.658e+00
2	2	+1.540e+02	+1.427e+01
1	1	+1.683e+02	+2.287e+01
2	2	+1.912e+02	+1.386e+00
1	1	+1.926e+02	+1.207e+01
2	2	+2.046e+02	+5.260e+00
1	1	+2.099e+02	+2.524e-01
3	3	+2.101e+02	+1.180e+01
2	2	+2.219e+02	+1.003e+01
1	1	+2.320e+02	+3.707e+00
2	2	+2.357e+02	+2.027e+00
1	1	+2.377e+02	+3.791e+00
2	2	+2.415e+02	+3.987e+00
1	1	+2.455e+02	+1.512e+01
3	3	+2.606e+02	+6.510e-01
2	2	+2.612e+02	+7.314e+00
1	1	+2.686e+02	+5.978e+00
3	3	+2.745e+02	+9.884e+00
2	2	+2.844e+02	+2.013e+00
1	1	+2.864e+02	+1.340e+00
2	2	+2.878e+02	+6.603e+00
1	1	+2.944e+02	+3.346e+00
2	2	+2.977e+02	+2.966e+00
1	1	+3.007e+02	+1.055e+01
2	2	+3.112e+02	+7.129e-01
1	1	+3.119e+02	+3.116e+00
3	3	+3.151e+02	+1.592e+01
2	2	+3.310e+02	+5.723e+00
1	1	+3.367e+02	+7.993e+00
2	2	+3.447e+02	+3.393e+00
1	1	+3.481e+02	+7.539e-01
3	3	+3.488e+02	+9.039e+00
2	2	+3.579e+02	+1.136e+00
1	1	+3.590e+02	+3.464e-01
3	3	+3.594e+02	+1.315e+00
2	2	+3.607e+02	+4.689e+00
1	1	+3.654e+02	+3.467e+01
3	3	+4.000e+02	+4.858e+00
2	2	+4.049e+02	+7.090e+00
1	1	+4.120e+02	+2.476e+00
2	2	+4.145e+02	+1.816e+00
1	1	+4.163e+02	+1.188e+01
3	3	+4.282e+02	+1.429e+00
2	2	+4.296e+02	+5.639e+00
1	1	+4.352e+02	+5.255e+00
2	2	+4.405e+02	+1.926e+00
1	1	+4.424e+02	+9.334e+00
2	2	+4.517e+02	+1.104e+01
1	1	+4.628e+02	+1.070e+01
2	2	+4.735e+02	+5.688e+00
1	1	+4.792e+02	+3.871e+00
2	2	+4.830e+02	+5.660e+00
1	1	+4.887e+02	+1.129e+01
0	0	+5.000e+02	+Inf
