%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.244e+00
1	1	+2.244e+00	+3.175e+00
2	2	+5.419e+00	+1.259e+00
1	1	+6.678e+00	+5.590e+00
2	2	+1.227e+01	+6.502e+00
1	1	+1.877e+01	+4.474e+00
2	2	+2.324e+01	+2.455e+00
1	1	+2.570e+01	+1.854e+01
2	2	+4.424e+01	+1.102e+00
1	1	+4.534e+01	+7.379e-01
2	2	+4.608e+01	+2.929e+00
1	1	+4.901e+01	+1.262e+01
2	2	+6.163e+01	+6.839e-02
1	1	+6.170e+01	+1.069e+01
2	2	+7.239e+01	+6.047e+00
1	1	+7.844e+01	+3.036e+00
3	3	+8.147e+01	+7.299e-01
2	2	+8.220e+01	+6.511e-01
1	1	+8.285e+01	+2.171e+00
2	2	+8.502e+01	+1.181e+01
1	1	+9.684e+01	+4.120e+00
2	2	+1.010e+02	+5.807e+00
1	1	+1.068e+02	+5.204e+00
2	2	+1.120e+02	+2.775e+00
1	1	+1.147e+02	+3.907e+00
2	2	+1.187e+02	+1.971e+00
1	1	+1.206e+02	+1.028e+01
3	3	+1.309e+02	+1.205e+00
2	2	+1.321e+02	+4.458e+00
1	1	+1.366e+02	+1.444e+01
3	3	+1.510e+02	+1.052e+01
1	1	+1.615e+02	+1.791e+00
3	3	+1.633e+02	+2.364e+01
1	1	+1.870e+02	+7.037e+00
3	3	+1.940e+02	+5.655e+00
1	1	+1.997e+02	+7.483e+00
2	2	+2.071e+02	+1.497e+01
1	1	+2.221e+02	+1.942e+00
3	3	+2.240e+02	+3.987e+00
1	1	+2.280e+02	+1.065e+01
2	2	+2.387e+02	+1.192e+01
1	1	+2.506e+02	+6.092e-01
2	2	+2.512e+02	+3.076e+00
1	1	+2.543e+02	+1.001e+00
2	2	+2.553e+02	+1.068e+00
1	1	+2.564e+02	+8.916e-02
2	2	+2.565e+02	+8.584e+00
1	1	+2.650e+02	+1.089e+01
2	2	+2.759e+02	+2.276e+01
1	1	+2.987e+02	+2.089e+01
3	3	+3.196e+02	+1.334e+01
2	2	+3.329e+02	+8.888e-01
1	1	+3.338e+02	+1.153e+01
2	2	+3.453e+02	+7.942e-01
1	1	+3.461e+02	+2.687e+00
2	2	+3.488e+02	+1.156e+01
1	1	+3.604e+02	+2.618e-01
3	3	+3.606e+02	+1.013e+01
1	1	+3.708e+02	+1.137e+01
2	2	+3.821e+02	+4.831e+00
1	1	+3.870e+02	+2.723e+01
2	2	+4.142e+02	+6.933e-01
1	1	+4.149e+02	+5.995e+00
2	2	+4.209e+02	+1.535e+00
1	1	+4.224e+02	+2.576e+00
3	3	+4.250e+02	+8.308e+00
2	2	+4.333e+02	+2.927e+00
1	1	+4.362e+02	+1.178e+00
2	2	+4.374e+02	+5.285e-01
1	1	+4.380e+02	+2.763e+00
0	0	+4.407e+02	+Inf
