%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.979e+00
2	2	+1.979e+00	+1.907e+00
1	1	+3.887e+00	+1.081e+01
3	3	+1.470e+01	+3.246e+00
2	2	+1.794e+01	+3.589e+00
1	1	+2.153e+01	+8.996e-01
2	2	+2.243e+01	+1.601e+00
1	1	+2.403e+01	+3.411e+00
2	2	+2.744e+01	+9.254e+00
1	1	+3.670e+01	+4.927e+00
2	2	+4.163e+01	+7.916e+00
1	1	+4.954e+01	+4.279e-01
3	3	+4.997e+01	+8.168e+00
2	2	+5.814e+01	+2.593e+00
1	1	+6.073e+01	+8.155e+00
2	2	+6.888e+01	+2.722e+00
1	1	+7.161e+01	+6.772e+00
2	2	+7.838e+01	+5.799e+00
1	1	+8.418e+01	+9.211e-01
2	2	+8.510e+01	+3.080e+00
1	1	+8.818e+01	+2.931e+01
2	2	+1.175e+02	+3.184e+00
1	1	+1.207e+02	+1.061e+00
3	3	+1.217e+02	+5.971e+00
2	2	+1.277e+02	+5.125e+00
1	1	+1.328e+02	+1.296e+01
3	3	+1.458e+02	+1.556e+00
1	1	+1.474e+02	+6.989e-01
2	2	+1.480e+02	+7.068e+00
1	1	+1.551e+02	+1.693e+00
2	2	+1.568e+02	+2.376e+00
1	1	+1.592e+02	+1.691e+00
3	3	+1.609e+02	+1.175e+01
2	2	+1.726e+02	+2.092e+00
1	1	+1.747e+02	+4.503e-01
2	2	+1.752e+02	+7.581e+00
1	1	+1.828e+02	+3.210e-01
3	3	+1.831e+02	+1.737e+01
2	2	+2.004e+02	+5.563e+00
1	1	+2.060e+02	+7.074e+00
3	3	+2.131e+02	+2.360e+01
2	2	+2.367e+02	+2.375e+01
1	1	+2.604e+02	+2.311e+01
2	2	+2.835e+02	+3.749e+00
1	1	+2.873e+02	+1.845e+00
2	2	+2.891e+02	+1.059e+00
1	1	+2.902e+02	+1.259e+01
2	2	+3.028e+02	+2.533e+00
1	1	+3.053e+02	+5.302e-01
2	2	+3.059e+02	+5.360e+00
1	1	+3.112e+02	+8.298e-02
2	2	+3.113e+02	+4.694e-01
1	1	+3.118e+02	+5.648e+00
3	3	+3.174e+02	+3.802e+00
2	2	+3.212e+02	+1.029e+01
1	1	+3.315e+02	+2.601e+01
2	2	+3.575e+02	+3.260e+00
1	1	+3.608e+02	+5.845e-01
2	2	+3.614e+02	+1.846e+00
1	1	+3.632e+02	+5.887e+00
2	2	+3.691e+02	+8.352e+00
1	1	+3.774e+02	+1.914e+00
2	2	+3.794e+02	+4.831e-01
1	1	+3.798e+02	+6.510e-01
3	3	+3.805e+02	+1.622e+01
2	2	+3.967e+02	+3.712e+00
1	1	+4.004e+02	+9.458e+00
2	2	+4.099e+02	+9.018e+00
1	1	+4.189e+02	+8.795e-01
2	2	+4.198e+02	+1.257e+00
1	1	+4.210e+02	+2.813e+00
2	2	+4.238e+02	+3.945e+00
1	1	+4.278e+02	+4.526e+00
2	2	+4.323e+02	+3.991e+00
1	1	+4.363e+02	+6.327e+00
3	3	+4.426e+02	+5.186e+01
1	1	+4.945e+02	+3.290e-01
2	2	+4.948e+02	+5.173e+00
0	0	+5.000e+02	+Inf
