%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.205e+01
1	1	+1.205e+01	+3.282e+00
3	3	+1.533e+01	+1.362e+01
2	2	+2.895e+01	+7.327e-01
1	1	+2.968e+01	+7.623e-01
2	2	+3.044e+01	+9.517e-01
1	1	+3.139e+01	+1.502e+00
3	3	+3.290e+01	+1.856e+00
2	2	+3.475e+01	+3.389e+00
1	1	+3.814e+01	+9.761e+00
3	3	+4.790e+01	+1.148e+01
2	2	+5.938e+01	+6.597e+00
1	1	+6.598e+01	+2.040e+00
2	2	+6.802e+01	+6.768e+00
1	1	+7.478e+01	+3.672e+00
2	2	+7.846e+01	+1.760e+00
1	1	+8.021e+01	+2.259e+00
3	3	+8.247e+01	+1.069e+01
2	2	+9.316e+01	+3.991e+00
1	1	+9.715e+01	+2.704e+00
2	2	+9.986e+01	+3.788e+00
1	1	+1.036e+02	+2.653e+00
2	2	+1.063e+02	+7.182e-01
1	1	+1.070e+02	+1.986e+00
3	3	+1.090e+02	+3.709e+00
2	2	+1.127e+02	+7.575e-01
1	1	+1.135e+02	+2.356e+01
2	2	+1.370e+02	+6.490e+00
1	1	+1.435e+02	+4.237e-01
2	2	+1.439e+02	+7.811e+00
1	1	+1.517e+02	+9.434e+00
2	2	+1.612e+02	+1.537e+00
1	1	+1.627e+02	+3.906e+00
2	2	+1.666e+02	+3.083e+00
1	1	+1.697e+02	+1.801e+00
2	2	+1.715e+02	+6.715e-01
1	1	+1.722e+02	+1.539e+01
2	2	+1.876e+02	+2.897e+00
1	1	+1.905e+02	+4.815e+00
3	3	+1.953e+02	+1.307e+01
2	2	+2.084e+02	+5.454e+00
1	1	+2.138e+02	+2.036e+01
3	3	+2.342e+02	+2.463e+01
2	2	+2.588e+02	+1.909e+01
1	1	+2.779e+02	+3.355e+00
2	2	+2.812e+02	+3.153e+00
1	1	+2.844e+02	+2.359e+01
2	2	+3.080e+02	+2.934e+00
1	1	+3.109e+02	+3.439e+00
2	2	+3.144e+02	+5.574e+00
1	1	+3.199e+02	+2.075e+01
2	2	+3.407e+02	+7.346e+00
1	1	+3.480e+02	+1.417e+01
2	2	+3.622e+02	+7.216e-01
1	1	+3.629e+02	+1.967e+00
3	3	+3.649e+02	+1.639e+01
1	1	+3.813e+02	+1.122e+00
2	2	+3.824e+02	+2.265e+00
1	1	+3.847e+02	+1.884e+00
2	2	+3.865e+02	+4.646e+00
1	1	+3.912e+02	+3.923e+00
2	2	+3.951e+02	+5.207e-01
1	1	+3.956e+02	+6.340e-01
3	3	+3.963e+02	+9.368e+00
2	2	+4.056e+02	+4.360e-01
1	1	+4.061e+02	+7.395e+00
2	2	+4.135e+02	+3.857e+00
1	1	+4.173e+02	+8.034e+00
3	3	+4.254e+02	+1.242e+01
2	2	+4.378e+02	+2.340e-02
1	1	+4.378e+02	+9.643e-01
2	2	+4.388e+02	+1.367e+01
1	1	+4.524e+02	+2.052e+00
3	3	+4.545e+02	+9.314e+00
2	2	+4.638e+02	+1.569e+00
1	1	+4.654e+02	+1.597e+01
2	2	+4.813e+02	+2.823e+00
1	1	+4.842e+02	+5.513e-01
2	2	+4.847e+02	+4.026e+00
1	1	+4.887e+02	+4.571e+00
2	2	+4.933e+02	+3.523e-01
1	1	+4.937e+02	+2.171e+00
3	3	+4.958e+02	+4.171e+00
0	0	+5.000e+02	+Inf
