%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.684e+00
2	2	+1.684e+00	+5.815e+00
1	1	+7.499e+00	+2.609e+00
2	2	+1.011e+01	+5.089e+00
1	1	+1.520e+01	+4.517e+00
2	2	+1.971e+01	+4.678e+00
1	1	+2.439e+01	+3.675e-01
2	2	+2.476e+01	+1.463e+01
1	1	+3.939e+01	+9.484e-01
2	2	+4.034e+01	+4.226e+00
1	1	+4.457e+01	+1.767e+01
2	2	+6.224e+01	+3.404e+00
1	1	+6.564e+01	+1.654e+00
3	3	+6.730e+01	+3.023e-01
2	2	+6.760e+01	+1.412e+00
1	1	+6.901e+01	+1.007e+01
2	2	+7.908e+01	+9.907e-01
1	1	+8.007e+01	+5.898e+00
2	2	+8.597e+01	+2.262e+00
1	1	+8.823e+01	+7.764e-01
3	3	+8.901e+01	+7.660e+00
2	2	+9.667e+01	+1.436e+01
1	1	+1.110e+02	+8.677e+00
3	3	+1.197e+02	+3.544e+00
1	1	+1.233e+02	+2.004e+00
3	3	+1.253e+02	+5.439e+00
1	1	+1.307e+02	+6.119e+00
2	2	+1.368e+02	+2.668e+00
1	1	+1.395e+02	+3.906e+00
3	3	+1.434e+02	+1.259e+00
2	2	+1.446e+02	+2.948e+00
1	1	+1.476e+02	+4.089e+00
2	2	+1.517e+02	+2.641e+00
1	1	+1.543e+02	+1.370e+01
3	3	+1.680e+02	+9.735e-01
2	2	+1.690e+02	+3.749e+00
1	1	+1.727e+02	+3.640e+00
2	2	+1.764e+02	+1.116e+00
1	1	+1.775e+02	+4.379e+00
2	2	+1.819e+02	+6.178e+00
1	1	+1.881e+02	+2.831e+00
3	3	+1.909e+02	+1.893e+00
2	2	+1.928e+02	+4.334e+00
1	1	+1.971e+02	+4.554e+00
3	3	+2.017e+02	+1.649e+01
1	1	+2.182e+02	+8.438e-01
3	3	+2.190e+02	+9.602e+00
1	1	+2.286e+02	+1.256e+01
2	2	+2.412e+02	+2.916e+00
1	1	+2.441e+02	+1.592e+00
3	3	+2.457e+02	+9.935e+00
2	2	+2.556e+02	+4.520e+00
1	1	+2.601e+02	+1.033e+01
3	3	+2.705e+02	+7.095e+00
1	1	+2.776e+02	+1.377e+00
2	2	+2.789e+02	+2.579e+01
1	1	+3.047e+02	+5.131e-01
3	3	+3.052e+02	+1.147e+00
1	1	+3.064e+02	+1.760e+01
2	2	+3.240e+02	+4.196e+00
1	1	+3.282e+02	+1.928e+00
2	2	+3.301e+02	+1.701e+00
1	1	+3.318e+02	+8.444e+00
2	2	+3.402e+02	+3.222e-01
1	1	+3.406e+02	+3.454e+00
0	0	+3.440e+02	+Inf
