%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.183e+03	+5.721e+03	+1.065e+04	+0.578
0.100	+5.330e+03	+4.345e+03	+1.082e+04	+0.449
0.200	+6.652e+03	+5.922e+03	+1.148e+04	+0.471
0.300	+4.381e+03	+6.451e+03	+1.046e+04	+0.596
0.400	+4.105e+03	+4.788e+03	+9.188e+03	+0.538
0.500	+4.002e+03	+4.731e+03	+1.046e+04	+0.542
0.600	+4.099e+03	+5.377e+03	+8.558e+03	+0.567
0.700	+5.620e+03	+3.722e+03	+1.063e+04	+0.398
0.800	+4.735e+03	+4.097e+03	+9.514e+03	+0.464
0.900	+4.624e+03	+5.218e+03	+1.063e+04	+0.530
1.000	+5.609e+03	+4.847e+03	+9.516e+03	+0.464
1.100	+4.121e+03	+4.957e+03	+9.888e+03	+0.546
1.200	+4.263e+03	+3.167e+03	+1.056e+04	+0.426
1.300	+5.178e+03	+5.862e+03	+1.012e+04	+0.531
1.400	+3.700e+03	+5.146e+03	+9.822e+03	+0.582
1.500	+4.775e+03	+3.903e+03	+1.088e+04	+0.450
1.600	+4.927e+03	+5.296e+03	+9.761e+03	+0.518
1.700	+4.877e+03	+6.055e+03	+1.064e+04	+0.554
1.800	+4.817e+03	+3.567e+03	+9.587e+03	+0.425
1.900	+4.926e+03	+3.337e+03	+9.996e+03	+0.404
2.000	+5.622e+03	+5.250e+03	+1.056e+04	+0.483
2.100	+5.396e+03	+4.882e+03	+9.678e+03	+0.475
2.200	+5.170e+03	+4.365e+03	+1.020e+04	+0.458
2.300	+5.877e+03	+4.539e+03	+1.094e+04	+0.436
2.400	+4.716e+03	+5.182e+03	+9.592e+03	+0.524
2.500	+4.088e+03	+5.742e+03	+9.834e+03	+0.584
2.600	+5.410e+03	+5.559e+03	+1.055e+04	+0.507
2.700	+3.509e+03	+5.060e+03	+9.631e+03	+0.591
2.800	+3.643e+03	+4.211e+03	+9.678e+03	+0.536
2.900	+4.658e+03	+5.682e+03	+9.224e+03	+0.549
3.000	+4.181e+03	+4.714e+03	+9.743e+03	+0.530
3.100	+4.839e+03	+6.025e+03	+9.973e+03	+0.555
3.200	+4.584e+03	+6.820e+03	+9.942e+03	+0.598
3.300	+4.591e+03	+4.794e+03	+1.040e+04	+0.511
3.400	+5.798e+03	+4.859e+03	+1.022e+04	+0.456
3.500	+5.837e+03	+4.116e+03	+1.037e+04	+0.414
3.600	+5.011e+03	+5.555e+03	+1.081e+04	+0.526
3.700	+4.392e+03	+4.822e+03	+9.864e+03	+0.523
3.800	+5.012e+03	+4.807e+03	+1.049e+04	+0.490
3.900	+5.491e+03	+5.035e+03	+9.934e+03	+0.478
4.000	+4.663e+03	+5.619e+03	+1.065e+04	+0.547
4.100	+3.896e+03	+5.086e+03	+9.416e+03	+0.566
4.200	+5.152e+03	+4.886e+03	+1.055e+04	+0.487
4.300	+4.742e+03	+4.196e+03	+1.033e+04	+0.469
4.400	+4.570e+03	+4.726e+03	+1.122e+04	+0.508
4.500	+4.900e+03	+5.279e+03	+1.009e+04	+0.519
