%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.652e+00
2	2	+1.652e+00	+2.709e+00
1	1	+4.361e+00	+9.069e-01
3	3	+5.268e+00	+1.169e+00
2	2	+6.437e+00	+6.105e-01
1	1	+7.048e+00	+3.662e+00
3	3	+1.071e+01	+1.400e+01
1	1	+2.471e+01	+1.353e+00
2	2	+2.606e+01	+2.098e-01
1	1	+2.627e+01	+4.122e+00
2	2	+3.039e+01	+1.640e+00
1	1	+3.203e+01	+8.032e+00
3	3	+4.006e+01	+1.380e+01
2	2	+5.386e+01	+6.906e-01
1	1	+5.455e+01	+7.239e-01
2	2	+5.527e+01	+4.129e+00
1	1	+5.940e+01	+1.994e+00
2	2	+6.140e+01	+1.577e+00
1	1	+6.297e+01	+3.682e+00
2	2	+6.666e+01	+5.984e-01
1	1	+6.726e+01	+4.694e-01
3	3	+6.772e+01	+2.188e+01
1	1	+8.960e+01	+9.081e+00
3	3	+9.868e+01	+8.308e+00
2	2	+1.070e+02	+1.428e-01
1	1	+1.071e+02	+5.937e+00
2	2	+1.131e+02	+7.745e+00
1	1	+1.208e+02	+3.436e+00
2	2	+1.243e+02	+3.099e-01
1	1	+1.246e+02	+8.148e+00
2	2	+1.327e+02	+7.197e-02
1	1	+1.328e+02	+1.554e+00
3	3	+1.343e+02	+5.211e+01
2	2	+1.864e+02	+1.141e+01
1	1	+1.979e+02	+1.313e+00
2	2	+1.992e+02	+5.834e-01
1	1	+1.997e+02	+4.380e+00
2	2	+2.041e+02	+4.300e+00
1	1	+2.084e+02	+1.309e+01
2	2	+2.215e+02	+1.105e+00
1	1	+2.226e+02	+1.604e-01
3	3	+2.228e+02	+2.731e+01
2	2	+2.501e+02	+4.565e+00
1	1	+2.547e+02	+2.747e+00
2	2	+2.574e+02	+2.147e+00
1	1	+2.596e+02	+1.551e+01
2	2	+2.751e+02	+8.332e-01
1	1	+2.759e+02	+5.318e+00
2	2	+2.812e+02	+1.655e-01
1	1	+2.814e+02	+1.583e+00
3	3	+2.830e+02	+4.498e+01
2	2	+3.279e+02	+2.320e+00
1	1	+3.303e+02	+8.428e+00
3	3	+3.387e+02	+2.702e+00
2	2	+3.414e+02	+5.084e+00
1	1	+3.465e+02	+8.837e-01
2	2	+3.474e+02	+3.056e+00
1	1	+3.504e+02	+1.200e+01
2	2	+3.624e+02	+1.895e+00
1	1	+3.643e+02	+1.218e+01
2	2	+3.765e+02	+6.556e-01
1	1	+3.771e+02	+2.191e+00
2	2	+3.793e+02	+5.973e+00
1	1	+3.853e+02	+1.153e+01
2	2	+3.968e+02	+8.428e-01
1	1	+3.977e+02	+3.945e+01
2	2	+4.371e+02	+3.349e+00
1	1	+4.405e+02	+1.622e+00
2	2	+4.421e+02	+1.877e+00
1	1	+4.440e+02	+6.306e-02
0	0	+4.441e+02	+Inf
