%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.077e+01
1	1	+1.077e+01	+1.610e+01
2	2	+2.687e+01	+5.850e+00
1	1	+3.272e+01	+6.984e+00
3	3	+3.971e+01	+1.318e+00
2	2	+4.103e+01	+9.557e-01
1	1	+4.198e+01	+1.857e+00
2	2	+4.384e+01	+1.002e+01
1	1	+5.386e+01	+2.233e+00
2	2	+5.609e+01	+4.565e+00
1	1	+6.066e+01	+1.661e+01
3	3	+7.726e+01	+2.151e+01
2	2	+9.877e+01	+7.980e+00
1	1	+1.068e+02	+1.040e+01
2	2	+1.172e+02	+1.442e+00
1	1	+1.186e+02	+4.301e+00
2	2	+1.229e+02	+7.169e+00
1	1	+1.301e+02	+1.139e+01
2	2	+1.415e+02	+1.558e+00
1	1	+1.430e+02	+1.560e+01
2	2	+1.586e+02	+1.153e+00
1	1	+1.598e+02	+1.280e+01
2	2	+1.726e+02	+5.277e-02
1	1	+1.726e+02	+3.887e+00
2	2	+1.765e+02	+2.983e+00
1	1	+1.795e+02	+2.743e-01
3	3	+1.798e+02	+1.145e+01
2	2	+1.912e+02	+1.256e+01
1	1	+2.038e+02	+1.234e-02
2	2	+2.038e+02	+6.159e+00
1	1	+2.099e+02	+8.596e+00
2	2	+2.185e+02	+2.594e-03
1	1	+2.185e+02	+4.991e+00
2	2	+2.235e+02	+7.401e+00
1	1	+2.309e+02	+1.060e+01
2	2	+2.415e+02	+4.678e+00
1	1	+2.462e+02	+5.047e+00
2	2	+2.513e+02	+4.455e-01
1	1	+2.517e+02	+1.600e+01
2	2	+2.677e+02	+9.853e-01
1	1	+2.687e+02	+2.988e+00
2	2	+2.717e+02	+2.618e+00
1	1	+2.743e+02	+8.837e+00
2	2	+2.831e+02	+9.513e+00
1	1	+2.926e+02	+3.576e+00
3	3	+2.962e+02	+1.610e+01
2	2	+3.123e+02	+1.033e+00
1	1	+3.134e+02	+1.171e-01
2	2	+3.135e+02	+1.027e+00
1	1	+3.145e+02	+1.885e+01
2	2	+3.333e+02	+1.542e+00
1	1	+3.349e+02	+3.949e+00
2	2	+3.388e+02	+4.359e+00
1	1	+3.432e+02	+7.360e+00
2	2	+3.506e+02	+2.069e-01
1	1	+3.508e+02	+1.555e+00
2	2	+3.523e+02	+6.770e+00
1	1	+3.591e+02	+4.117e+00
2	2	+3.632e+02	+7.912e-01
1	1	+3.640e+02	+9.225e+00
2	2	+3.732e+02	+1.884e+00
1	1	+3.751e+02	+5.012e+00
3	3	+3.801e+02	+1.047e+01
2	2	+3.906e+02	+4.792e+00
1	1	+3.954e+02	+1.296e+01
2	2	+4.083e+02	+6.180e+00
1	1	+4.145e+02	+1.187e+00
2	2	+4.157e+02	+1.516e+01
1	1	+4.309e+02	+4.961e+00
2	2	+4.358e+02	+8.649e+00
1	1	+4.445e+02	+2.752e+00
3	3	+4.472e+02	+1.541e+01
2	2	+4.626e+02	+3.188e+00
1	1	+4.658e+02	+3.800e+00
3	3	+4.696e+02	+3.903e+00
2	2	+4.735e+02	+7.938e-01
1	1	+4.743e+02	+6.470e+00
2	2	+4.808e+02	+1.290e+01
1	1	+4.937e+02	+6.309e+00
0	0	+5.000e+02	+Inf
