%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.563e+00
1	1	+4.563e+00	+1.517e+01
3	3	+1.973e+01	+1.249e+01
2	2	+3.223e+01	+5.723e+00
1	1	+3.795e+01	+1.115e+01
3	3	+4.910e+01	+7.058e-02
2	2	+4.917e+01	+3.383e+00
1	1	+5.255e+01	+2.254e+00
2	2	+5.481e+01	+3.163e+00
1	1	+5.797e+01	+2.802e+00
2	2	+6.077e+01	+5.245e+00
1	1	+6.602e+01	+1.554e+01
2	2	+8.155e+01	+2.565e+00
1	1	+8.412e+01	+2.226e+01
2	2	+1.064e+02	+9.704e+00
1	1	+1.161e+02	+4.865e+00
3	3	+1.209e+02	+1.218e+01
2	2	+1.331e+02	+1.566e+00
1	1	+1.347e+02	+6.649e-01
2	2	+1.354e+02	+1.925e+01
1	1	+1.546e+02	+1.200e+01
2	2	+1.666e+02	+6.405e+00
1	1	+1.730e+02	+1.150e+01
2	2	+1.845e+02	+3.813e-01
1	1	+1.849e+02	+1.248e+01
2	2	+1.974e+02	+7.721e+00
1	1	+2.051e+02	+2.090e-01
2	2	+2.053e+02	+6.071e+00
1	1	+2.114e+02	+5.741e-01
2	2	+2.119e+02	+2.437e+00
1	1	+2.144e+02	+2.372e-01
2	2	+2.146e+02	+1.869e+00
1	1	+2.165e+02	+7.584e+00
3	3	+2.241e+02	+2.463e+01
1	1	+2.487e+02	+7.215e-01
2	2	+2.494e+02	+4.185e+00
1	1	+2.536e+02	+1.558e+01
2	2	+2.692e+02	+9.597e-01
1	1	+2.701e+02	+4.452e+00
2	2	+2.746e+02	+4.910e+00
1	1	+2.795e+02	+4.263e+00
3	3	+2.838e+02	+1.626e+01
2	2	+3.000e+02	+8.788e-01
1	1	+3.009e+02	+3.433e+01
2	2	+3.353e+02	+1.414e+01
1	1	+3.494e+02	+3.163e+00
2	2	+3.526e+02	+2.268e+00
1	1	+3.548e+02	+1.061e+01
3	3	+3.654e+02	+9.813e+00
2	2	+3.752e+02	+2.387e+00
1	1	+3.776e+02	+4.620e+00
2	2	+3.823e+02	+1.650e+00
1	1	+3.839e+02	+1.195e+01
2	2	+3.959e+02	+8.657e-02
1	1	+3.959e+02	+7.734e-01
2	2	+3.967e+02	+2.825e-01
1	1	+3.970e+02	+1.640e+01
2	2	+4.134e+02	+1.823e+00
1	1	+4.152e+02	+1.149e+01
3	3	+4.267e+02	+3.944e+00
2	2	+4.307e+02	+9.374e+00
1	1	+4.400e+02	+1.718e+01
2	2	+4.572e+02	+2.657e+00
1	1	+4.599e+02	+5.469e+00
2	2	+4.653e+02	+3.285e+00
1	1	+4.686e+02	+1.384e+01
2	2	+4.825e+02	+5.606e+00
1	1	+4.881e+02	+1.148e+01
2	2	+4.995e+02	+4.510e-01
0	0	+5.000e+02	+Inf
