%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+7.951e+00
2	2	+7.951e+00	+3.384e+00
1	1	+1.134e+01	+2.295e+00
2	2	+1.363e+01	+4.307e+00
1	1	+1.794e+01	+2.329e+00
3	3	+2.027e+01	+8.469e+00
2	2	+2.874e+01	+3.299e+01
1	1	+6.173e+01	+3.324e+00
3	3	+6.505e+01	+3.680e+00
2	2	+6.873e+01	+2.906e+00
1	1	+7.164e+01	+1.944e+00
2	2	+7.358e+01	+1.958e+00
1	1	+7.554e+01	+9.807e-01
3	3	+7.652e+01	+4.924e+00
2	2	+8.144e+01	+3.361e+00
1	1	+8.481e+01	+1.450e+00
3	3	+8.626e+01	+4.353e+00
1	1	+9.061e+01	+7.861e+00
3	3	+9.847e+01	+8.080e+00
2	2	+1.066e+02	+1.340e+00
1	1	+1.079e+02	+2.817e+00
2	2	+1.107e+02	+1.962e+00
1	1	+1.127e+02	+6.193e+00
2	2	+1.189e+02	+1.251e+00
1	1	+1.201e+02	+8.558e+00
2	2	+1.287e+02	+5.101e+00
1	1	+1.338e+02	+1.722e+00
3	3	+1.355e+02	+5.865e+00
2	2	+1.414e+02	+2.495e+00
1	1	+1.439e+02	+4.741e+00
2	2	+1.486e+02	+6.666e+00
1	1	+1.553e+02	+3.036e+00
2	2	+1.583e+02	+3.093e+00
1	1	+1.614e+02	+2.418e+00
2	2	+1.638e+02	+7.045e+00
1	1	+1.709e+02	+2.832e+00
2	2	+1.737e+02	+1.840e+00
1	1	+1.755e+02	+1.887e-01
2	2	+1.757e+02	+7.849e+00
1	1	+1.836e+02	+8.835e+00
3	3	+1.924e+02	+3.491e+00
1	1	+1.959e+02	+8.344e+00
2	2	+2.042e+02	+2.023e+00
1	1	+2.063e+02	+1.155e+01
3	3	+2.178e+02	+9.090e+00
2	2	+2.269e+02	+1.203e+01
1	1	+2.389e+02	+1.077e+01
2	2	+2.497e+02	+1.408e+00
1	1	+2.511e+02	+3.790e+00
2	2	+2.549e+02	+8.478e-01
1	1	+2.557e+02	+1.045e+01
2	2	+2.662e+02	+1.812e+01
1	1	+2.843e+02	+5.020e+00
2	2	+2.893e+02	+3.156e+00
1	1	+2.925e+02	+1.813e+01
2	2	+3.106e+02	+8.355e-01
1	1	+3.115e+02	+2.567e+00
2	2	+3.140e+02	+3.541e+00
1	1	+3.176e+02	+7.442e+00
3	3	+3.250e+02	+2.543e-01
2	2	+3.253e+02	+9.345e-01
1	1	+3.262e+02	+7.174e+00
2	2	+3.334e+02	+5.835e+00
1	1	+3.392e+02	+1.817e+00
2	2	+3.410e+02	+2.187e+00
1	1	+3.432e+02	+1.036e+01
3	3	+3.536e+02	+1.105e+01
1	1	+3.646e+02	+9.580e+00
3	3	+3.742e+02	+1.360e+01
1	1	+3.878e+02	+3.051e+00
2	2	+3.908e+02	+5.742e+00
1	1	+3.966e+02	+1.044e+01
3	3	+4.070e+02	+6.000e+00
1	1	+4.130e+02	+7.288e+00
2	2	+4.203e+02	+6.975e-01
1	1	+4.210e+02	+3.081e+00
2	2	+4.241e+02	+1.623e+00
1	1	+4.257e+02	+7.464e+00
3	3	+4.332e+02	+8.928e-01
2	2	+4.341e+02	+5.980e+00
1	1	+4.401e+02	+2.747e+01
2	2	+4.675e+02	+1.676e+00
1	1	+4.692e+02	+1.965e+01
2	2	+4.889e+02	+3.978e+00
1	1	+4.928e+02	+1.519e+00
2	2	+4.944e+02	+5.635e+00
0	0	+5.000e+02	+Inf
