%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.892e+03	+2.177e+03	+1.071e+04	+0.197
0.100	+6.991e+03	+1.022e+03	+1.146e+04	+0.128
0.200	+7.429e+03	+2.176e+03	+1.129e+04	+0.227
0.300	+6.995e+03	+2.232e+03	+9.411e+03	+0.242
0.400	+6.404e+03	+3.111e+03	+1.010e+04	+0.327
0.500	+7.159e+03	+4.307e+03	+9.555e+03	+0.376
0.600	+6.453e+03	+3.933e+03	+1.195e+04	+0.379
0.700	+5.722e+03	+5.779e+03	+9.847e+03	+0.502
0.800	+5.746e+03	+5.099e+03	+9.298e+03	+0.470
0.900	+5.517e+03	+5.952e+03	+9.547e+03	+0.519
1.000	+3.863e+03	+4.682e+03	+9.909e+03	+0.548
1.100	+4.239e+03	+4.859e+03	+1.024e+04	+0.534
1.200	+5.329e+03	+4.520e+03	+1.006e+04	+0.459
1.300	+6.355e+03	+4.545e+03	+1.055e+04	+0.417
1.400	+4.356e+03	+6.123e+03	+1.062e+04	+0.584
1.500	+4.929e+03	+3.457e+03	+1.140e+04	+0.412
1.600	+7.024e+03	+5.730e+03	+1.008e+04	+0.449
1.700	+4.065e+03	+5.668e+03	+9.380e+03	+0.582
1.800	+5.445e+03	+3.282e+03	+1.063e+04	+0.376
1.900	+5.834e+03	+4.295e+03	+1.066e+04	+0.424
2.000	+4.482e+03	+4.607e+03	+8.271e+03	+0.507
2.100	+5.725e+03	+4.518e+03	+9.380e+03	+0.441
2.200	+7.252e+03	+2.528e+03	+9.612e+03	+0.258
2.300	+8.213e+03	+2.629e+03	+1.069e+04	+0.242
2.400	+7.391e+03	+2.420e+03	+1.032e+04	+0.247
2.500	+7.350e+03	+3.589e+03	+1.051e+04	+0.328
2.600	+6.998e+03	+3.509e+03	+9.805e+03	+0.334
2.700	+6.030e+03	+1.792e+03	+9.713e+03	+0.229
2.800	+7.653e+03	+4.127e+03	+1.041e+04	+0.350
2.900	+6.720e+03	+1.937e+03	+1.060e+04	+0.224
3.000	+7.220e+03	+2.823e+03	+1.023e+04	+0.281
3.100	+8.188e+03	+3.499e+03	+1.005e+04	+0.299
3.200	+7.989e+03	+2.239e+03	+8.572e+03	+0.219
3.300	+6.965e+03	+2.260e+03	+9.316e+03	+0.245
3.400	+6.720e+03	+3.178e+03	+1.098e+04	+0.321
3.500	+6.179e+03	+1.993e+03	+1.112e+04	+0.244
3.600	+7.712e+03	+1.066e+03	+9.617e+03	+0.121
3.700	+9.324e+03	+3.253e+03	+9.181e+03	+0.259
3.800	+9.111e+03	+3.168e+03	+8.811e+03	+0.258
3.900	+8.382e+03	+1.723e+03	+9.817e+03	+0.170
4.000	+7.384e+03	+2.948e+03	+1.077e+04	+0.285
4.100	+7.811e+03	+1.854e+03	+1.114e+04	+0.192
4.200	+6.667e+03	+2.479e+03	+1.020e+04	+0.271
4.300	+8.370e+03	+2.203e+03	+1.046e+04	+0.208
4.400	+7.232e+03	+3.357e+03	+9.334e+03	+0.317
4.500	+7.237e+03	+3.159e+03	+9.020e+03	+0.304
4.600	+8.627e+03	+2.149e+03	+1.049e+04	+0.199
4.700	+6.306e+03	+1.736e+03	+9.239e+03	+0.216
4.800	+1.791e+03	+7.808e+03	+9.373e+03	+0.813
4.900	+3.020e+03	+7.726e+03	+9.864e+03	+0.719
5.000	+2.658e+03	+6.458e+03	+1.008e+04	+0.708
5.100	+1.272e+03	+8.038e+03	+8.593e+03	+0.863
5.200	+6.009e+02	+7.469e+03	+1.004e+04	+0.926
5.300	+1.153e+03	+6.248e+03	+1.143e+04	+0.844
5.400	+2.026e+03	+8.849e+03	+1.051e+04	+0.814
5.500	+2.036e+03	+8.191e+03	+9.716e+03	+0.801
5.600	+2.371e+03	+9.132e+03	+9.792e+03	+0.794
5.700	+1.533e+03	+7.908e+03	+1.001e+04	+0.838
5.800	+1.760e+03	+7.530e+03	+9.755e+03	+0.811
5.900	+1.422e+03	+7.005e+03	+9.057e+03	+0.831
6.000	+1.617e+03	+7.872e+03	+7.501e+03	+0.830
6.100	+2.015e+03	+8.977e+03	+9.423e+03	+0.817
6.200	+2.949e+03	+7.739e+03	+9.243e+03	+0.724
6.300	+5.212e+03	+3.470e+03	+9.281e+03	+0.400
6.400	+5.314e+03	+4.288e+03	+9.652e+03	+0.447
6.500	+4.011e+03	+5.127e+03	+1.090e+04	+0.561
6.600	+5.194e+03	+5.231e+03	+1.041e+04	+0.502
6.700	+4.039e+03	+5.328e+03	+1.072e+04	+0.569
6.800	+6.244e+03	+3.860e+03	+9.439e+03	+0.382
6.900	+5.189e+03	+5.421e+03	+9.913e+03	+0.511
7.000	+5.339e+03	+5.192e+03	+1.017e+04	+0.493
7.100	+6.243e+03	+5.471e+03	+1.119e+04	+0.467
7.200	+5.624e+03	+4.104e+03	+1.045e+04	+0.422
7.300	+5.111e+03	+4.073e+03	+1.118e+04	+0.444
7.400	+5.687e+03	+5.329e+03	+1.028e+04	+0.484
7.500	+5.527e+03	+5.106e+03	+9.709e+03	+0.480
7.600	+8.758e+03	+2.057e+03	+1.152e+04	+0.190
7.700	+7.281e+03	+1.503e+03	+9.968e+03	+0.171
7.800	+7.762e+03	+2.621e+03	+1.012e+04	+0.252
7.900	+7.734e+03	+3.151e+03	+9.655e+03	+0.289
8.000	+7.257e+03	+2.748e+03	+9.594e+03	+0.275
8.100	+8.640e+03	+3.096e+03	+9.950e+03	+0.264
8.200	+6.771e+03	+3.674e+03	+8.521e+03	+0.352
8.300	+8.087e+03	+2.752e+03	+1.062e+04	+0.254
8.400	+7.785e+03	+2.800e+03	+9.103e+03	+0.265
8.500	+6.471e+03	+2.698e+03	+1.031e+04	+0.294
8.600	+7.293e+03	+3.067e+03	+8.539e+03	+0.296
8.700	+8.522e+03	+3.227e+03	+9.864e+03	+0.275
8.800	+6.417e+03	+1.861e+03	+9.088e+03	+0.225
8.900	+7.138e+03	+3.345e+03	+1.111e+04	+0.319
9.000	+8.085e+03	+1.210e+03	+9.503e+03	+0.130
9.100	+7.754e+03	+3.233e+03	+9.712e+03	+0.294
9.200	+8.324e+03	+2.510e+03	+1.049e+04	+0.232
9.300	+7.426e+03	+2.926e+03	+8.873e+03	+0.283
9.400	+6.151e+03	+1.923e+03	+1.048e+04	+0.238
9.500	+8.170e+03	+1.175e+03	+1.142e+04	+0.126
9.600	+7.035e+03	+1.976e+03	+1.023e+04	+0.219
9.700	+7.705e+03	+3.362e+03	+9.652e+03	+0.304
9.800	+8.293e+03	+1.465e+03	+9.892e+03	+0.150
9.900	+6.445e+03	+2.354e+03	+9.010e+03	+0.268
10.000	+7.850e+03	+2.081e+03	+8.444e+03	+0.210
10.100	+6.657e+03	+1.268e+03	+1.114e+04	+0.160
10.200	+6.985e+03	+2.768e+03	+9.853e+03	+0.284
10.300	+7.656e+03	+3.232e+03	+9.449e+03	+0.297
10.400	+7.321e+03	+2.670e+03	+9.305e+03	+0.267
10.500	+6.467e+03	+2.097e+03	+9.622e+03	+0.245
10.600	+7.607e+03	+2.731e+03	+1.022e+04	+0.264
10.700	+6.430e+03	+4.053e+03	+1.061e+04	+0.387
10.800	+7.030e+03	+2.085e+03	+8.924e+03	+0.229
10.900	+7.474e+03	+3.328e+03	+1.068e+04	+0.308
11.000	+8.315e+03	+4.253e+03	+1.041e+04	+0.338
11.100	+7.578e+03	+3.263e+03	+9.339e+03	+0.301
11.200	+7.248e+03	+2.472e+03	+1.089e+04	+0.254
11.300	+7.927e+03	+2.134e+03	+1.089e+04	+0.212
11.400	+7.768e+03	+2.428e+03	+1.024e+04	+0.238
11.500	+7.457e+03	+1.708e+03	+1.002e+04	+0.186
11.600	+7.807e+03	+3.828e+03	+9.836e+03	+0.329
11.700	+7.168e+03	+2.832e+03	+1.098e+04	+0.283
11.800	+8.122e+03	+3.365e+03	+1.065e+04	+0.293
11.900	+8.585e+03	+3.003e+03	+1.175e+04	+0.259
12.000	+6.465e+03	+2.269e+03	+1.029e+04	+0.260
12.100	+7.137e+03	+1.888e+03	+9.538e+03	+0.209
12.200	+6.509e+03	+3.176e+03	+9.425e+03	+0.328
12.300	+7.448e+03	+1.918e+03	+1.005e+04	+0.205
12.400	+7.196e+03	+1.634e+03	+8.852e+03	+0.185
12.500	+8.427e+03	+2.849e+03	+8.744e+03	+0.253
12.600	+6.869e+03	+2.279e+03	+1.013e+04	+0.249
12.700	+8.500e+03	+4.181e+03	+1.104e+04	+0.330
12.800	+4.963e+03	+2.709e+03	+9.550e+03	+0.353
12.900	+8.062e+03	+1.902e+03	+9.900e+03	+0.191
13.000	+7.411e+03	+3.622e+03	+9.068e+03	+0.328
13.100	+8.216e+03	+3.066e+03	+1.020e+04	+0.272
13.200	+6.422e+03	+2.353e+03	+1.046e+04	+0.268
13.300	+7.149e+03	+2.865e+03	+9.218e+03	+0.286
13.400	+7.934e+03	+2.556e+03	+1.060e+04	+0.244
13.500	+6.870e+03	+3.271e+03	+9.966e+03	+0.323
13.600	+9.761e+03	+1.682e+03	+8.665e+03	+0.147
13.700	+7.256e+03	+3.114e+03	+9.779e+03	+0.300
13.800	+8.269e+03	+9.685e+02	+9.550e+03	+0.105
13.900	+7.806e+03	+2.993e+03	+9.415e+03	+0.277
14.000	+7.454e+03	+3.382e+03	+1.001e+04	+0.312
14.100	+8.177e+03	+3.260e+03	+9.630e+03	+0.285
14.200	+8.512e+03	+3.595e+03	+9.889e+03	+0.297
14.300	+8.426e+03	+2.366e+03	+1.018e+04	+0.219
14.400	+7.631e+03	+2.303e+03	+9.953e+03	+0.232
14.500	+8.537e+03	+3.395e+03	+9.207e+03	+0.285
14.600	+7.490e+03	+3.233e+03	+9.286e+03	+0.302
14.700	+8.468e+03	+3.559e+03	+1.006e+04	+0.296
14.800	+7.860e+03	+2.168e+03	+9.398e+03	+0.216
14.900	+6.812e+03	+2.431e+03	+9.604e+03	+0.263
15.000	+8.004e+03	+2.606e+03	+9.191e+03	+0.246
15.100	+7.355e+03	+1.655e+03	+1.085e+04	+0.184
15.200	+6.877e+03	+2.113e+03	+1.050e+04	+0.235
15.300	+7.541e+03	+3.382e+03	+1.135e+04	+0.310
15.400	+7.708e+03	+3.542e+03	+1.019e+04	+0.315
15.500	+7.620e+03	+2.368e+03	+1.138e+04	+0.237
15.600	+6.725e+03	+1.724e+03	+1.051e+04	+0.204
15.700	+7.442e+03	+3.563e+03	+1.071e+04	+0.324
15.800	+7.799e+03	+2.976e+03	+1.019e+04	+0.276
15.900	+8.421e+03	+1.795e+03	+1.061e+04	+0.176
16.000	+8.488e+03	+2.410e+03	+9.637e+03	+0.221
16.100	+8.860e+03	+3.896e+03	+9.602e+03	+0.305
16.200	+8.494e+03	+2.530e+03	+9.951e+03	+0.230
16.300	+7.302e+03	+2.317e+03	+7.919e+03	+0.241
16.400	+7.726e+03	+3.897e+03	+1.050e+04	+0.335
16.500	+5.962e+03	+3.583e+03	+1.033e+04	+0.375
16.600	+7.701e+03	+2.091e+03	+1.093e+04	+0.214
16.700	+7.105e+03	+1.303e+03	+1.020e+04	+0.155
16.800	+7.040e+03	+1.328e+03	+1.044e+04	+0.159
16.900	+7.390e+03	+2.651e+03	+9.413e+03	+0.264
17.000	+8.531e+03	+2.572e+03	+1.004e+04	+0.232
17.100	+8.210e+03	+3.172e+03	+9.733e+03	+0.279
17.200	+7.887e+03	+1.773e+03	+1.125e+04	+0.184
17.300	+6.763e+03	+3.383e+03	+1.001e+04	+0.333
17.400	+8.441e+03	+2.201e+03	+9.040e+03	+0.207
17.500	+7.091e+03	+2.449e+03	+1.027e+04	+0.257
17.600	+7.048e+03	+2.452e+03	+9.528e+03	+0.258
17.700	+7.974e+03	+1.377e+03	+1.012e+04	+0.147
17.800	+8.325e+03	+2.575e+03	+1.017e+04	+0.236
17.900	+7.722e+03	+1.893e+03	+1.062e+04	+0.197
18.000	+7.041e+03	+2.526e+03	+1.059e+04	+0.264
18.100	+7.712e+03	+2.366e+03	+1.125e+04	+0.235
18.200	+7.068e+03	+2.817e+03	+1.047e+04	+0.285
18.300	+7.607e+03	+2.696e+03	+8.614e+03	+0.262
18.400	+7.861e+03	+2.923e+03	+9.324e+03	+0.271
18.500	+8.692e+03	+3.837e+03	+9.828e+03	+0.306
18.600	+7.095e+03	+1.761e+03	+8.732e+03	+0.199
18.700	+7.484e+03	+2.762e+03	+1.036e+04	+0.270
18.800	+7.543e+03	+1.968e+03	+1.006e+04	+0.207
18.900	+7.481e+03	+2.601e+03	+1.046e+04	+0.258
19.000	+6.957e+03	+2.536e+03	+9.644e+03	+0.267
19.100	+7.617e+03	+2.118e+03	+8.734e+03	+0.218
19.200	+7.519e+03	+2.883e+03	+1.157e+04	+0.277
19.300	+7.135e+03	+2.736e+03	+9.945e+03	+0.277
19.400	+7.696e+03	+2.377e+03	+1.099e+04	+0.236
19.500	+9.211e+03	+1.818e+03	+9.515e+03	+0.165
19.600	+7.307e+03	+2.004e+03	+1.034e+04	+0.215
19.700	+7.474e+03	+2.287e+03	+9.604e+03	+0.234
19.800	+6.400e+03	+3.381e+03	+1.073e+04	+0.346
19.900	+4.809e+03	+4.744e+03	+9.736e+03	+0.497
20.000	+4.025e+03	+6.045e+03	+1.112e+04	+0.600
20.100	+4.831e+03	+4.939e+03	+9.747e+03	+0.506
20.200	+5.252e+03	+4.651e+03	+7.940e+03	+0.470
20.300	+5.639e+03	+4.442e+03	+1.059e+04	+0.441
20.400	+3.990e+03	+4.815e+03	+1.138e+04	+0.547
20.500	+5.695e+03	+5.358e+03	+1.091e+04	+0.485
20.600	+4.552e+03	+5.214e+03	+1.075e+04	+0.534
20.700	+4.811e+03	+5.359e+03	+1.062e+04	+0.527
20.800	+6.090e+03	+4.387e+03	+1.001e+04	+0.419
20.900	+6.696e+03	+2.599e+03	+8.829e+03	+0.280
21.000	+7.795e+03	+2.668e+03	+1.003e+04	+0.255
21.100	+8.092e+03	+2.446e+03	+9.395e+03	+0.232
21.200	+7.891e+03	+3.253e+03	+9.508e+03	+0.292
21.300	+5.533e+03	+4.486e+03	+9.643e+03	+0.448
21.400	+5.303e+03	+4.901e+03	+9.248e+03	+0.480
21.500	+4.365e+03	+6.410e+03	+9.868e+03	+0.595
21.600	+4.783e+03	+6.126e+03	+9.905e+03	+0.562
21.700	+3.636e+03	+4.780e+03	+9.710e+03	+0.568
