%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.422e+03	+2.784e+03	+8.497e+03	+0.248
0.100	+9.015e+03	+2.184e+03	+1.029e+04	+0.195
0.200	+8.339e+03	+3.467e+03	+9.995e+03	+0.294
0.300	+7.718e+03	+3.137e+03	+9.122e+03	+0.289
0.400	+6.984e+03	+2.796e+03	+9.843e+03	+0.286
0.500	+8.442e+03	+2.787e+03	+9.687e+03	+0.248
0.600	+7.216e+03	+2.056e+03	+1.103e+04	+0.222
0.700	+6.664e+03	+2.452e+03	+9.991e+03	+0.269
0.800	+7.836e+03	+2.392e+03	+1.033e+04	+0.234
0.900	+6.891e+03	+2.719e+03	+1.000e+04	+0.283
1.000	+8.819e+03	+2.220e+03	+8.897e+03	+0.201
1.100	+8.173e+03	+2.182e+03	+9.535e+03	+0.211
1.200	+6.981e+03	+3.358e+03	+1.047e+04	+0.325
1.300	+7.390e+03	+2.393e+03	+9.241e+03	+0.245
1.400	+7.738e+03	+2.719e+03	+1.002e+04	+0.260
1.500	+6.365e+03	+2.061e+03	+9.083e+03	+0.245
1.600	+8.444e+03	+2.377e+03	+1.077e+04	+0.220
1.700	+7.282e+03	+3.178e+03	+1.008e+04	+0.304
1.800	+8.549e+03	+3.323e+03	+1.101e+04	+0.280
1.900	+6.586e+03	+1.766e+03	+9.932e+03	+0.211
2.000	+7.244e+03	+2.079e+03	+1.008e+04	+0.223
2.100	+7.923e+03	+2.273e+03	+9.133e+03	+0.223
2.200	+9.601e+03	+3.192e+03	+9.370e+03	+0.249
2.300	+7.354e+03	+2.310e+03	+1.007e+04	+0.239
2.400	+6.703e+03	+2.324e+03	+1.015e+04	+0.257
2.500	+7.317e+03	+3.275e+03	+1.029e+04	+0.309
2.600	+7.078e+03	+1.779e+03	+1.022e+04	+0.201
2.700	+8.176e+03	+2.582e+03	+9.996e+03	+0.240
2.800	+7.644e+03	+2.889e+03	+9.845e+03	+0.274
2.900	+7.454e+03	+2.688e+03	+9.566e+03	+0.265
3.000	+7.278e+03	+2.513e+03	+9.930e+03	+0.257
3.100	+7.059e+03	+2.663e+03	+1.138e+04	+0.274
3.200	+8.966e+03	+2.169e+03	+9.727e+03	+0.195
3.300	+7.046e+03	+2.864e+03	+1.094e+04	+0.289
3.400	+6.498e+03	+2.333e+03	+1.081e+04	+0.264
3.500	+8.956e+03	+1.488e+03	+1.016e+04	+0.142
3.600	+7.142e+03	+4.081e+03	+9.811e+03	+0.364
3.700	+6.961e+03	+2.270e+03	+1.048e+04	+0.246
3.800	+7.338e+03	+3.026e+03	+9.963e+03	+0.292
3.900	+7.568e+03	+3.466e+03	+1.009e+04	+0.314
4.000	+7.036e+03	+1.787e+03	+1.129e+04	+0.203
4.100	+8.112e+03	+2.983e+03	+1.044e+04	+0.269
4.200	+7.832e+03	+2.428e+03	+9.461e+03	+0.237
4.300	+7.353e+03	+1.792e+03	+1.098e+04	+0.196
4.400	+6.371e+03	+2.449e+03	+9.226e+03	+0.278
4.500	+6.170e+03	+2.827e+03	+1.019e+04	+0.314
4.600	+8.638e+03	+2.311e+03	+1.023e+04	+0.211
4.700	+7.037e+03	+2.876e+03	+9.534e+03	+0.290
4.800	+8.451e+03	+2.076e+03	+1.015e+04	+0.197
4.900	+8.857e+03	+3.402e+03	+1.063e+04	+0.278
5.000	+5.851e+03	+2.910e+03	+9.191e+03	+0.332
5.100	+5.369e+03	+2.465e+03	+1.018e+04	+0.315
5.200	+7.300e+03	+2.616e+03	+8.620e+03	+0.264
5.300	+7.284e+03	+2.419e+03	+1.100e+04	+0.249
