%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.714e+03	+1.631e+03	+9.943e+03	+0.195
0.100	+8.044e+03	+1.223e+03	+9.972e+03	+0.132
0.200	+7.306e+03	+9.522e+02	+9.796e+03	+0.115
0.300	+6.296e+03	+3.393e+03	+8.860e+03	+0.350
0.400	+5.933e+03	+1.689e+03	+1.030e+04	+0.222
0.500	+8.285e+03	+1.987e+03	+9.659e+03	+0.193
0.600	+6.808e+03	+2.316e+03	+1.038e+04	+0.254
0.700	+7.578e+03	+3.700e+03	+1.078e+04	+0.328
0.800	+6.787e+03	+2.395e+03	+9.609e+03	+0.261
0.900	+7.879e+03	+1.845e+03	+9.258e+03	+0.190
1.000	+7.938e+03	+1.861e+03	+1.068e+04	+0.190
1.100	+6.855e+03	+2.618e+03	+9.839e+03	+0.276
1.200	+8.484e+03	+2.590e+03	+1.028e+04	+0.234
1.300	+7.415e+03	+2.965e+03	+1.030e+04	+0.286
1.400	+7.012e+03	+3.423e+03	+1.035e+04	+0.328
1.500	+7.947e+03	+2.536e+03	+1.092e+04	+0.242
1.600	+6.433e+03	+3.307e+03	+9.713e+03	+0.340
1.700	+7.133e+03	+1.963e+03	+9.598e+03	+0.216
1.800	+7.307e+03	+2.738e+03	+1.073e+04	+0.273
1.900	+7.862e+03	+3.655e+03	+1.127e+04	+0.317
2.000	+7.079e+03	+2.887e+03	+1.060e+04	+0.290
2.100	+7.365e+03	+2.268e+03	+9.783e+03	+0.235
2.200	+7.317e+03	+3.236e+03	+9.836e+03	+0.307
2.300	+7.800e+03	+3.153e+03	+1.032e+04	+0.288
2.400	+6.999e+03	+1.788e+03	+1.031e+04	+0.204
2.500	+7.243e+03	+1.839e+03	+1.026e+04	+0.203
2.600	+7.532e+03	+3.061e+03	+1.023e+04	+0.289
2.700	+7.296e+03	+2.212e+03	+9.554e+03	+0.233
2.800	+8.339e+03	+2.292e+03	+1.045e+04	+0.216
2.900	+7.495e+03	+2.251e+03	+9.792e+03	+0.231
3.000	+7.214e+03	+2.140e+03	+9.544e+03	+0.229
3.100	+6.813e+03	+1.896e+03	+9.633e+03	+0.218
3.200	+7.287e+03	+3.153e+03	+9.633e+03	+0.302
3.300	+7.007e+03	+1.404e+03	+1.009e+04	+0.167
3.400	+6.855e+03	+2.529e+03	+9.682e+03	+0.270
3.500	+7.072e+03	+2.005e+03	+1.043e+04	+0.221
3.600	+7.704e+03	+3.146e+03	+9.882e+03	+0.290
3.700	+7.257e+03	+2.614e+03	+8.050e+03	+0.265
3.800	+7.632e+03	+3.260e+03	+9.662e+03	+0.299
3.900	+7.046e+03	+1.622e+03	+9.181e+03	+0.187
4.000	+7.556e+03	+2.686e+03	+1.082e+04	+0.262
4.100	+6.750e+03	+2.396e+03	+1.103e+04	+0.262
4.200	+6.998e+03	+2.364e+03	+1.016e+04	+0.253
4.300	+8.269e+03	+1.560e+03	+8.590e+03	+0.159
4.400	+7.615e+03	+1.568e+03	+1.143e+04	+0.171
4.500	+7.566e+03	+2.305e+03	+1.066e+04	+0.234
4.600	+6.869e+03	+2.785e+03	+1.003e+04	+0.288
4.700	+6.773e+03	+3.741e+03	+1.028e+04	+0.356
4.800	+6.040e+03	+3.218e+03	+1.089e+04	+0.348
4.900	+6.495e+03	+2.218e+03	+1.014e+04	+0.255
