%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.028e+00
1	1	+4.028e+00	+4.817e+00
3	3	+8.846e+00	+3.930e+01
2	2	+4.814e+01	+1.810e+00
1	1	+4.995e+01	+1.363e+01
2	2	+6.358e+01	+1.549e+00
1	1	+6.513e+01	+1.781e+01
2	2	+8.294e+01	+1.297e+00
1	1	+8.423e+01	+5.444e+00
2	2	+8.968e+01	+3.241e-01
1	1	+9.000e+01	+3.731e+00
3	3	+9.373e+01	+1.508e+01
1	1	+1.088e+02	+1.006e+00
2	2	+1.098e+02	+1.701e+00
1	1	+1.115e+02	+2.244e+00
2	2	+1.138e+02	+7.030e+00
1	1	+1.208e+02	+3.579e+00
2	2	+1.244e+02	+6.516e-02
1	1	+1.244e+02	+1.780e+01
2	2	+1.422e+02	+7.639e+00
1	1	+1.499e+02	+2.075e+00
3	3	+1.519e+02	+3.421e+00
1	1	+1.554e+02	+8.224e+00
3	3	+1.636e+02	+9.843e+00
2	2	+1.734e+02	+8.006e+00
1	1	+1.814e+02	+2.263e+00
3	3	+1.837e+02	+3.060e+00
2	2	+1.868e+02	+3.133e+00
1	1	+1.899e+02	+5.983e+00
3	3	+1.959e+02	+3.636e+00
1	1	+1.995e+02	+1.997e+00
2	2	+2.015e+02	+2.928e+00
1	1	+2.044e+02	+1.032e+01
2	2	+2.148e+02	+6.923e-01
1	1	+2.155e+02	+2.656e+00
3	3	+2.181e+02	+6.140e-01
0	0	+2.187e+02	+Inf
