%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.469e+03	+4.055e+03	+9.745e+03	+0.385
0.100	+5.363e+03	+4.122e+03	+9.540e+03	+0.435
0.200	+3.687e+03	+2.766e+03	+9.961e+03	+0.429
0.300	+3.858e+03	+5.208e+03	+9.895e+03	+0.574
0.400	+5.476e+03	+4.855e+03	+1.122e+04	+0.470
0.500	+6.313e+03	+5.029e+03	+9.893e+03	+0.443
0.600	+5.932e+03	+4.614e+03	+1.012e+04	+0.438
0.700	+4.937e+03	+4.589e+03	+9.503e+03	+0.482
0.800	+5.643e+03	+6.257e+03	+1.074e+04	+0.526
0.900	+5.245e+03	+5.684e+03	+9.712e+03	+0.520
1.000	+4.277e+03	+6.429e+03	+9.420e+03	+0.600
1.100	+5.474e+03	+5.289e+03	+9.362e+03	+0.491
1.200	+4.153e+03	+5.421e+03	+1.024e+04	+0.566
1.300	+4.707e+03	+4.954e+03	+1.026e+04	+0.513
1.400	+6.354e+03	+4.693e+03	+9.809e+03	+0.425
1.500	+4.359e+03	+3.683e+03	+9.891e+03	+0.458
1.600	+6.326e+03	+4.856e+03	+1.012e+04	+0.434
1.700	+7.629e+03	+2.539e+03	+1.031e+04	+0.250
1.800	+5.981e+03	+2.858e+03	+1.121e+04	+0.323
1.900	+8.167e+03	+2.964e+03	+8.255e+03	+0.266
2.000	+6.836e+03	+1.317e+03	+9.961e+03	+0.161
2.100	+7.840e+03	+2.618e+03	+1.068e+04	+0.250
2.200	+7.405e+03	+1.565e+03	+9.922e+03	+0.174
2.300	+7.536e+03	+2.701e+03	+9.760e+03	+0.264
2.400	+7.788e+03	+3.992e+03	+9.450e+03	+0.339
2.500	+6.768e+03	+2.777e+03	+9.254e+03	+0.291
2.600	+7.887e+03	+2.012e+03	+9.886e+03	+0.203
2.700	+7.158e+03	+2.226e+03	+8.784e+03	+0.237
2.800	+6.545e+03	+2.129e+03	+1.032e+04	+0.245
2.900	+7.619e+03	+2.264e+03	+8.411e+03	+0.229
3.000	+7.070e+03	+2.862e+03	+9.114e+03	+0.288
3.100	+6.334e+03	+2.593e+03	+1.140e+04	+0.290
3.200	+6.158e+03	+4.434e+03	+9.837e+03	+0.419
3.300	+4.450e+03	+4.300e+03	+8.708e+03	+0.491
3.400	+6.064e+03	+4.498e+03	+1.066e+04	+0.426
3.500	+6.181e+03	+4.887e+03	+1.008e+04	+0.442
3.600	+4.506e+03	+4.630e+03	+1.053e+04	+0.507
3.700	+3.538e+03	+5.730e+03	+9.790e+03	+0.618
3.800	+4.422e+03	+5.390e+03	+9.159e+03	+0.549
3.900	+5.150e+03	+5.757e+03	+1.036e+04	+0.528
4.000	+5.533e+03	+4.363e+03	+1.020e+04	+0.441
4.100	+4.041e+03	+5.037e+03	+1.051e+04	+0.555
4.200	+6.383e+03	+5.623e+03	+9.035e+03	+0.468
4.300	+4.491e+03	+4.726e+03	+9.454e+03	+0.513
4.400	+5.498e+03	+4.809e+03	+1.048e+04	+0.467
4.500	+5.378e+03	+4.840e+03	+1.042e+04	+0.474
4.600	+5.704e+03	+5.883e+03	+1.082e+04	+0.508
4.700	+3.673e+03	+5.574e+03	+1.031e+04	+0.603
4.800	+3.986e+03	+5.680e+03	+9.601e+03	+0.588
4.900	+6.563e+03	+2.859e+03	+9.870e+03	+0.303
5.000	+8.368e+03	+2.449e+03	+9.481e+03	+0.226
5.100	+6.974e+03	+2.468e+03	+1.017e+04	+0.261
5.200	+7.837e+03	+2.068e+03	+1.011e+04	+0.209
5.300	+7.945e+03	+3.269e+03	+1.019e+04	+0.292
5.400	+7.832e+03	+2.200e+03	+1.100e+04	+0.219
5.500	+6.551e+03	+2.308e+03	+9.192e+03	+0.261
5.600	+7.151e+03	+1.790e+03	+1.083e+04	+0.200
5.700	+7.170e+03	+3.307e+03	+1.034e+04	+0.316
5.800	+4.546e+03	+4.609e+03	+1.080e+04	+0.503
5.900	+4.935e+03	+5.516e+03	+1.045e+04	+0.528
6.000	+5.007e+03	+5.760e+03	+9.496e+03	+0.535
6.100	+4.833e+03	+5.069e+03	+1.049e+04	+0.512
6.200	+5.138e+03	+5.953e+03	+9.648e+03	+0.537
6.300	+4.887e+03	+4.714e+03	+8.917e+03	+0.491
