%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+4.802e-01
2	2	+4.802e-01	+1.220e+01
1	1	+1.268e+01	+2.680e+00
2	2	+1.536e+01	+1.991e+00
1	1	+1.735e+01	+2.056e+00
3	3	+1.940e+01	+1.175e+00
2	2	+2.058e+01	+4.377e-01
1	1	+2.102e+01	+2.072e+00
3	3	+2.309e+01	+4.375e+00
2	2	+2.746e+01	+2.157e+01
1	1	+4.904e+01	+1.358e+01
2	2	+6.261e+01	+3.449e+00
1	1	+6.606e+01	+6.957e-01
2	2	+6.676e+01	+2.937e+00
1	1	+6.970e+01	+4.079e+00
3	3	+7.377e+01	+7.223e-01
2	2	+7.450e+01	+7.634e+00
1	1	+8.213e+01	+4.222e+00
2	2	+8.635e+01	+1.513e+00
1	1	+8.787e+01	+5.992e-01
2	2	+8.846e+01	+2.703e-01
1	1	+8.874e+01	+3.933e+01
2	2	+1.281e+02	+3.230e-01
1	1	+1.284e+02	+8.407e-01
2	2	+1.292e+02	+4.346e+00
1	1	+1.336e+02	+1.193e+01
2	2	+1.455e+02	+1.939e+00
1	1	+1.474e+02	+2.204e+01
2	2	+1.695e+02	+1.989e+00
1	1	+1.715e+02	+9.325e+00
3	3	+1.808e+02	+7.745e-01
2	2	+1.816e+02	+1.544e+00
1	1	+1.831e+02	+7.582e+00
3	3	+1.907e+02	+1.194e+01
2	2	+2.026e+02	+4.279e+00
1	1	+2.069e+02	+9.292e+00
2	2	+2.162e+02	+1.067e+01
1	1	+2.269e+02	+2.165e+01
3	3	+2.485e+02	+3.359e-01
2	2	+2.489e+02	+2.238e+00
1	1	+2.511e+02	+3.856e+00
2	2	+2.550e+02	+5.004e-01
1	1	+2.555e+02	+1.939e-01
2	2	+2.557e+02	+6.262e-01
1	1	+2.563e+02	+4.149e+00
3	3	+2.604e+02	+1.935e+01
1	1	+2.798e+02	+1.235e+01
2	2	+2.921e+02	+4.430e-01
1	1	+2.926e+02	+3.505e+00
3	3	+2.961e+02	+1.023e+01
2	2	+3.063e+02	+1.696e-01
1	1	+3.065e+02	+9.009e-02
2	2	+3.066e+02	+1.244e+01
1	1	+3.190e+02	+1.568e+00
2	2	+3.206e+02	+7.748e+00
1	1	+3.283e+02	+1.722e+00
3	3	+3.300e+02	+8.906e-01
1	1	+3.309e+02	+2.510e+00
2	2	+3.334e+02	+3.361e+00
1	1	+3.368e+02	+9.184e-01
2	2	+3.377e+02	+1.941e+00
1	1	+3.397e+02	+1.022e+01
2	2	+3.499e+02	+3.856e+00
1	1	+3.537e+02	+1.049e+01
3	3	+3.642e+02	+2.384e+00
2	2	+3.666e+02	+1.067e+01
1	1	+3.773e+02	+2.662e+01
2	2	+4.039e+02	+5.861e+00
1	1	+4.098e+02	+2.296e+00
2	2	+4.121e+02	+3.371e+00
1	1	+4.154e+02	+9.183e+00
3	3	+4.246e+02	+1.290e+00
1	1	+4.259e+02	+2.985e+00
2	2	+4.289e+02	+3.781e+00
1	1	+4.327e+02	+1.676e+01
2	2	+4.494e+02	+4.157e+00
1	1	+4.536e+02	+6.035e+00
2	2	+4.596e+02	+2.970e+00
1	1	+4.626e+02	+5.683e+00
3	3	+4.683e+02	+3.824e-02
2	2	+4.683e+02	+9.663e-01
1	1	+4.693e+02	+4.853e+00
2	2	+4.741e+02	+3.574e+00
1	1	+4.777e+02	+2.229e+01
0	0	+5.000e+02	+Inf
