%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.159e+01
3	3	+1.159e+01	+9.217e+00
1	1	+2.081e+01	+1.327e+01
2	2	+3.408e+01	+2.258e+00
1	1	+3.633e+01	+3.124e+00
2	2	+3.946e+01	+2.299e+00
1	1	+4.176e+01	+7.339e+00
3	3	+4.910e+01	+1.005e+01
1	1	+5.915e+01	+2.247e+00
2	2	+6.140e+01	+7.040e+00
1	1	+6.844e+01	+4.138e+00
3	3	+7.258e+01	+1.137e+01
1	1	+8.394e+01	+1.678e+00
2	2	+8.562e+01	+6.411e+00
1	1	+9.203e+01	+6.146e+00
2	2	+9.818e+01	+1.306e+00
1	1	+9.948e+01	+3.482e-01
3	3	+9.983e+01	+5.458e+00
2	2	+1.053e+02	+5.425e-01
1	1	+1.058e+02	+2.197e+00
3	3	+1.080e+02	+6.847e+00
2	2	+1.149e+02	+2.781e-01
1	1	+1.152e+02	+8.956e-01
2	2	+1.160e+02	+1.928e+00
1	1	+1.180e+02	+1.189e+01
2	2	+1.299e+02	+1.122e+00
1	1	+1.310e+02	+8.964e+00
2	2	+1.400e+02	+7.632e+00
1	1	+1.476e+02	+1.865e+00
2	2	+1.494e+02	+1.141e+01
1	1	+1.609e+02	+7.494e+00
2	2	+1.684e+02	+2.815e+00
1	1	+1.712e+02	+1.545e+00
2	2	+1.727e+02	+1.246e+00
1	1	+1.740e+02	+6.334e+00
2	2	+1.803e+02	+2.685e+00
1	1	+1.830e+02	+6.178e+00
2	2	+1.892e+02	+1.284e+01
1	1	+2.020e+02	+6.035e-01
3	3	+2.026e+02	+1.883e+01
2	2	+2.214e+02	+1.034e+00
1	1	+2.225e+02	+7.624e+00
3	3	+2.301e+02	+5.620e+00
2	2	+2.357e+02	+3.311e-01
1	1	+2.360e+02	+6.503e+00
3	3	+2.425e+02	+2.242e+01
2	2	+2.650e+02	+1.671e+00
1	1	+2.666e+02	+3.020e+00
2	2	+2.696e+02	+4.783e+00
1	1	+2.744e+02	+8.603e+00
3	3	+2.830e+02	+2.757e+00
2	2	+2.858e+02	+2.354e+00
1	1	+2.881e+02	+1.257e+00
2	2	+2.894e+02	+2.055e+00
1	1	+2.915e+02	+8.303e+00
2	2	+2.998e+02	+4.257e-01
1	1	+3.002e+02	+4.274e+00
2	2	+3.045e+02	+2.878e-01
1	1	+3.047e+02	+6.390e+00
3	3	+3.111e+02	+3.674e+01
2	2	+3.479e+02	+2.955e+00
1	1	+3.508e+02	+2.357e+01
3	3	+3.744e+02	+1.746e+00
1	1	+3.761e+02	+1.410e+00
2	2	+3.775e+02	+2.671e+00
1	1	+3.802e+02	+1.264e+01
2	2	+3.929e+02	+5.573e+00
1	1	+3.984e+02	+9.956e-01
2	2	+3.994e+02	+1.602e+00
1	1	+4.010e+02	+4.786e+00
2	2	+4.058e+02	+2.001e+01
1	1	+4.258e+02	+1.786e-01
2	2	+4.260e+02	+8.556e-01
1	1	+4.269e+02	+1.784e+01
2	2	+4.447e+02	+1.099e+01
1	1	+4.557e+02	+8.544e+00
3	3	+4.642e+02	+5.616e+00
2	2	+4.699e+02	+8.193e+00
1	1	+4.781e+02	+7.251e+00
3	3	+4.853e+02	+4.235e+00
2	2	+4.895e+02	+3.146e+00
1	1	+4.927e+02	+2.675e-01
2	2	+4.930e+02	+4.817e-01
1	1	+4.934e+02	+4.384e+00
3	3	+4.978e+02	+1.234e+00
2	2	+4.991e+02	+9.484e-01
0	0	+5.000e+02	+Inf
