%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.104e+03	+2.208e+03	+1.134e+04	+0.237
0.100	+7.863e+03	+3.226e+03	+1.001e+04	+0.291
0.200	+6.725e+03	+2.291e+03	+1.044e+04	+0.254
0.300	+6.778e+03	+1.933e+03	+1.036e+04	+0.222
0.400	+8.710e+03	+2.226e+03	+1.018e+04	+0.204
0.500	+7.668e+03	+2.842e+03	+9.899e+03	+0.270
0.600	+9.072e+03	+2.588e+03	+1.023e+04	+0.222
0.700	+7.433e+03	+2.596e+03	+9.026e+03	+0.259
0.800	+7.449e+03	+1.886e+03	+1.109e+04	+0.202
0.900	+7.960e+03	+3.281e+03	+9.139e+03	+0.292
1.000	+6.814e+03	+2.321e+03	+9.742e+03	+0.254
1.100	+7.274e+03	+2.058e+03	+1.026e+04	+0.221
1.200	+5.935e+03	+2.959e+03	+9.553e+03	+0.333
1.300	+4.926e+03	+5.462e+03	+9.323e+03	+0.526
1.400	+4.414e+03	+5.143e+03	+9.215e+03	+0.538
1.500	+4.719e+03	+5.913e+03	+1.056e+04	+0.556
1.600	+5.169e+03	+3.859e+03	+9.832e+03	+0.427
1.700	+3.779e+03	+4.816e+03	+9.849e+03	+0.560
1.800	+5.024e+03	+4.028e+03	+1.029e+04	+0.445
1.900	+5.706e+03	+5.894e+03	+1.044e+04	+0.508
2.000	+4.800e+03	+5.471e+03	+9.168e+03	+0.533
2.100	+5.015e+03	+4.142e+03	+9.440e+03	+0.452
2.200	+5.552e+03	+6.681e+03	+1.040e+04	+0.546
2.300	+4.620e+03	+3.181e+03	+9.636e+03	+0.408
2.400	+4.050e+03	+4.858e+03	+1.106e+04	+0.545
2.500	+3.828e+03	+4.332e+03	+9.842e+03	+0.531
2.600	+5.209e+03	+5.018e+03	+9.423e+03	+0.491
2.700	+4.664e+03	+3.818e+03	+9.736e+03	+0.450
2.800	+5.480e+03	+5.522e+03	+1.035e+04	+0.502
2.900	+6.411e+03	+3.281e+03	+1.173e+04	+0.339
3.000	+4.471e+03	+6.029e+03	+1.137e+04	+0.574
3.100	+4.628e+03	+5.044e+03	+1.119e+04	+0.522
3.200	+5.652e+03	+6.097e+03	+1.063e+04	+0.519
3.300	+4.533e+03	+6.014e+03	+8.243e+03	+0.570
3.400	+4.768e+03	+3.959e+03	+8.331e+03	+0.454
3.500	+5.726e+03	+4.773e+03	+9.534e+03	+0.455
3.600	+5.404e+03	+4.042e+03	+1.063e+04	+0.428
3.700	+4.328e+03	+4.591e+03	+1.070e+04	+0.515
3.800	+4.419e+03	+5.089e+03	+9.814e+03	+0.535
3.900	+8.801e+03	+1.887e+03	+1.136e+04	+0.177
4.000	+6.685e+03	+2.348e+03	+1.009e+04	+0.260
4.100	+7.237e+03	+2.579e+03	+9.988e+03	+0.263
4.200	+7.717e+03	+1.951e+03	+9.810e+03	+0.202
4.300	+7.273e+03	+3.229e+03	+1.001e+04	+0.307
4.400	+7.744e+03	+2.282e+03	+1.030e+04	+0.228
4.500	+7.449e+03	+2.430e+03	+8.995e+03	+0.246
4.600	+8.004e+03	+1.225e+03	+9.976e+03	+0.133
4.700	+7.489e+03	+3.876e+03	+9.810e+03	+0.341
4.800	+7.148e+03	+2.120e+03	+1.063e+04	+0.229
4.900	+6.225e+03	+1.780e+03	+9.211e+03	+0.222
5.000	+7.784e+03	+2.018e+03	+1.080e+04	+0.206
5.100	+7.875e+03	+1.645e+03	+1.131e+04	+0.173
5.200	+8.681e+03	+2.510e+03	+8.708e+03	+0.224
5.300	+7.251e+03	+2.258e+03	+8.971e+03	+0.237
5.400	+6.580e+03	+2.091e+03	+1.019e+04	+0.241
5.500	+6.890e+03	+3.763e+03	+1.061e+04	+0.353
5.600	+7.282e+03	+2.525e+03	+1.100e+04	+0.257
5.700	+6.606e+03	+2.040e+03	+9.495e+03	+0.236
5.800	+7.909e+03	+2.511e+03	+1.015e+04	+0.241
5.900	+7.383e+03	+2.726e+03	+1.022e+04	+0.270
6.000	+8.298e+03	+3.046e+03	+9.908e+03	+0.268
6.100	+8.161e+03	+2.366e+03	+9.622e+03	+0.225
6.200	+7.101e+03	+2.089e+03	+1.125e+04	+0.227
6.300	+6.579e+03	+2.259e+03	+9.419e+03	+0.256
6.400	+8.701e+03	+2.950e+03	+9.339e+03	+0.253
6.500	+7.063e+03	+2.384e+03	+1.030e+04	+0.252
6.600	+8.783e+03	+4.238e+03	+9.897e+03	+0.325
6.700	+7.362e+03	+3.452e+03	+1.074e+04	+0.319
6.800	+7.027e+03	+2.531e+03	+9.226e+03	+0.265
6.900	+7.909e+03	+2.013e+03	+1.007e+04	+0.203
7.000	+7.450e+03	+1.957e+03	+9.192e+03	+0.208
7.100	+7.919e+03	+2.598e+03	+9.066e+03	+0.247
7.200	+7.554e+03	+2.859e+03	+1.059e+04	+0.275
7.300	+7.541e+03	+2.368e+03	+1.026e+04	+0.239
7.400	+6.956e+03	+2.457e+03	+1.069e+04	+0.261
7.500	+7.991e+03	+1.867e+03	+9.061e+03	+0.189
7.600	+8.202e+03	+2.549e+03	+8.675e+03	+0.237
7.700	+7.339e+03	+2.764e+03	+9.472e+03	+0.274
7.800	+7.559e+03	+2.310e+03	+9.389e+03	+0.234
7.900	+8.134e+03	+6.891e+02	+1.048e+04	+0.078
8.000	+8.557e+03	+1.413e+03	+9.477e+03	+0.142
8.100	+5.958e+03	+4.522e+03	+9.353e+03	+0.431
8.200	+7.901e+03	+1.648e+03	+8.444e+03	+0.173
8.300	+7.805e+03	+2.960e+03	+9.900e+03	+0.275
8.400	+7.586e+03	+2.213e+03	+1.095e+04	+0.226
8.500	+6.096e+03	+3.055e+03	+1.059e+04	+0.334
8.600	+7.806e+03	+2.492e+03	+1.006e+04	+0.242
8.700	+7.935e+03	+3.305e+03	+1.081e+04	+0.294
8.800	+8.343e+03	+1.356e+03	+9.271e+03	+0.140
8.900	+7.005e+03	+2.244e+03	+1.007e+04	+0.243
9.000	+7.261e+03	+2.867e+03	+1.014e+04	+0.283
9.100	+6.040e+03	+3.985e+03	+9.394e+03	+0.398
9.200	+7.387e+03	+1.936e+03	+9.532e+03	+0.208
9.300	+7.076e+03	+2.237e+03	+9.218e+03	+0.240
9.400	+7.333e+03	+2.414e+03	+1.049e+04	+0.248
9.500	+6.344e+03	+2.561e+03	+1.105e+04	+0.288
9.600	+6.744e+03	+1.413e+03	+1.049e+04	+0.173
9.700	+7.934e+03	+2.863e+03	+1.109e+04	+0.265
9.800	+7.557e+03	+3.154e+03	+8.687e+03	+0.294
9.900	+7.072e+03	+2.228e+03	+9.755e+03	+0.240
10.000	+6.385e+03	+1.333e+03	+9.121e+03	+0.173
10.100	+8.213e+03	+3.353e+03	+9.847e+03	+0.290
10.200	+8.734e+03	+1.595e+03	+1.098e+04	+0.154
10.300	+8.399e+03	+3.514e+03	+8.190e+03	+0.295
10.400	+7.320e+03	+2.287e+03	+9.585e+03	+0.238
10.500	+6.770e+03	+2.175e+03	+9.228e+03	+0.243
10.600	+8.198e+03	+2.986e+03	+9.470e+03	+0.267
10.700	+7.486e+03	+2.510e+03	+8.916e+03	+0.251
10.800	+7.650e+03	+2.153e+03	+8.106e+03	+0.220
10.900	+7.729e+03	+1.686e+03	+9.028e+03	+0.179
11.000	+7.454e+03	+3.454e+03	+1.131e+04	+0.317
11.100	+6.871e+03	+2.682e+03	+1.074e+04	+0.281
11.200	+6.378e+03	+3.800e+03	+9.636e+03	+0.373
11.300	+4.999e+03	+6.150e+03	+9.625e+03	+0.552
11.400	+6.234e+03	+5.318e+03	+9.650e+03	+0.460
11.500	+4.739e+03	+5.041e+03	+9.473e+03	+0.515
11.600	+5.404e+03	+6.064e+03	+1.035e+04	+0.529
11.700	+5.477e+03	+4.136e+03	+1.044e+04	+0.430
11.800	+4.525e+03	+5.927e+03	+8.984e+03	+0.567
11.900	+5.111e+03	+5.034e+03	+1.032e+04	+0.496
12.000	+5.214e+03	+4.880e+03	+9.569e+03	+0.483
